stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
314,1314,Alto da Est. Velha - Sent. Pedrulha,,40.226765,-8.439605
315,1315,E. N. 1 (zona Industrial - Fábrica da Cerveja) - Sent. Coimbra,,40.234852,-8.442335
316,1316,E. N. 1 (zona Industrial - Fábrica da Cerveja) - Sent. Pedrulha,,40.23496,-8.442423
317,1317,Estrada de Eiras (rot. da Estação Velha) - Sent. Centro,,40.223961,-8.438918
318,1318,Estação Velha - Sent. Centro,,40.223941,-8.439801
319,1319,Rua do Padrão (est. Velha) - Sent. Pedrulha,,40.222661,-8.439338
320,1320,Rua António Jardim (4) - Qt.ª do Cedro - Sent. Desc.,,40.211118,-8.399686
321,1321,Casa do Sal Sul (parque Ecovia 2) - Sent.centro,,40.218508,-8.438528
322,1322,Casa do Sal Sul (parque Ecovia) - Sent.centro,,40.217543,-8.43835
323,1323,Av. Guarda Inglesa (guarda Inglesa) - Sent. Taveiro,,40.21096,-8.439785
324,1324,"José Bonifácio A. Silva, R. (forum) - Sent. Desc.",,40.21278,-8.443501
325,1325,Almegue (sob a Ponte Açude) - Sent. Taveiro,,40.214945,-8.441558
326,1326,Est. Principal do Vale Velho - Cz. Bairro das Fachadas - sent. S. Paulo Frades,,40.242159,-8.402387
327,1327,E.n. 341 (vale Gemil) - Sent. Taveiro,,40.21453,-8.448246
328,1328,Estrada de acesso à Esc. Sup. Agrária (vale Gemil) - Sent. Coimbra,,40.214327,-8.447741
329,1329,Vale Gemil - Entrada E.n. 341 - Sent Coimbra,,40.214186,-8.446826
330,1330,"José Bonifácio A. Silva, Av. (forum) - Sent. Sta Clara",,40.212361,-8.445237
331,1331,"Carrington da Costa, R. - Almas de Freire - Dir. Covões",,40.19927,-8.441086
332,1332,"Carrington da Costa, R. - Almas de Freire - Dir. Portagem",,40.1993,-8.440897
333,1333,C. Saúde de Santa Clara - Via Nova St. Clara - Sent. Rot. do Lagar,,40.202437,-8.443087
334,1334,Vale do Rosal (paragem 1),,40.199179,-8.44771
335,1335,Caminho do Cabeço - sent. Q. da Portela,,40.18589,-8.408038
336,1336,R. Ruben A. - Quinta da Portela,,40.184834,-8.405465
337,1337,R. Conimbricence 1 - sent. Polo Ii,,40.183396,-8.405269
338,1338,"José Almeida Balbino, Rua - Rotunda do Lagar - Term. 38",,40.200356,-8.440673
339,1339,"José Almeida Balbino, Rua - Urb. Santa Isabel - Sent. C. Saúde S. Clara",,40.200838,-8.440812
340,1340,"Augusto de Matos, R. (paragem 2) - Sent. G. Inglesa",,40.202159,-8.440113
341,1341,"Augusto de Matos, R. (paragem 3) - Sent. G. Inglesa",,40.203914,-8.441466
342,1342,"Coelho da Rocha, R. (paragem 1) - Sent. G. Inglesa",,40.205474,-8.440524
343,1343,"José Bonifácio A. Silva, Av. (via do Planalto) - Sent. Centro Saúde Stª Clara",,40.205953,-8.44427
344,1344,"José Bonifácio A. Silva, Av. (via do Planalto) - Sent. Forum",,40.206217,-8.444082
345,1345,C. Saúde de Santa Clara - Via Nova St. Clara - Sent. Forum,,40.202644,-8.443593
346,1346,E.n. 341/est. dos Covões - Bairro Azul - Dir. Covões,,40.197889,-8.444673
347,1347,E.n. 341/est. dos Covões - Mesura - Dir. Portagem,,40.196233,-8.446458
348,1348,E.n. 341/est. dos Covões - Bairro Azul - Dir. Portagem,,40.198109,-8.443978
349,1349,E.n. 341 (est. Covões - Mesura) -sent. Covões,,40.195971,-8.446924
350,1350,"Vitorino Planas, R. (paragem 1)- Sent. Alto dos Barreiros",,40.198963,-8.43885
351,1351,"Vitorino Planas, R. (paragem 1) - Sent. Santa Clara",,40.19904,-8.438546
352,1352,"Capitão Pereirinha, R. (paragem 1) - Sent. Alto dos Barreiros",,40.195396,-8.439907
353,1353,"Capitão Pereirinha, R. (paragem 1) - Sent. Santa Clara",,40.19571,-8.439769
354,1354,Barreiros (paragem 1) - Sent. Alto dos Barreiros,,40.19084,-8.439643
355,1355,Barreiros (paragem 1) - Sent. Santa Clara,,40.190901,-8.439568
356,1356,E. N. 341 (est. dos Covões - Alqueves) - Sent. Covões,,40.195363,-8.449004
357,1357,E. N. 341 (est. dos Covões - Alqueves) - Sent. Almas de Freire,,40.195295,-8.448866
358,1358,Caminho das Vinhas (ponto de Horário L. 41),,40.196069,-8.450182
359,1359,Vale do Rosal (paragem 2),,40.197928,-8.445501
360,1360,"10 de Junho, R. (paragem 1) - Sent. Alqueves",,40.192839,-8.448358
361,1361,"10 de Junho, R. (paragem 2) - Sent. Alqueves",,40.194222,-8.449162
362,1362,"Capitão Pereirinha, R. (paragem 2) - Sent. Alto dos Barreiros",,40.192228,-8.440345
363,1363,"Capitão Pereirinha, R. (paragem 2) - Sent. Santa Clara",,40.193353,-8.440216
364,1364,"Vitorino Planas, R. - Cemitério de Santa Clara (paragem 2) - Sent. Alto dos Barreiros",,40.19697,-8.439378
365,1365,"Vitorino Planas, R. - Cemitério de Santa Clara (paragem 2) - Sent. Santa Clara",,40.197283,-8.439091
366,1366,Alto dos Barreiros - (paragem 1 junto Móveis Tenreiro)  - Sent. Santa Clara,,40.186371,-8.441446
367,1367,Cruz dos Morouços (rotunda),,40.181932,-8.448416
368,1368,Barreiros (paragem 2) - Sent. Santa Clara,,40.188724,-8.440818
369,1369,Rua D. Manuel I - Esc. Avelar Brotero,,40.20554,-8.408994
370,1370,Barreiros (paragem 2) - Sent. Alto dos Barreiros,,40.188298,-8.440834
372,1372,Rua de Santa Clara (nó dos Carvalhais) - Sent. Assafarge,,40.180585,-8.441864
373,1373,Rua de Santa Clara (nó dos Carvalhais) - Sent. Coimbra,,40.180913,-8.44195
374,1374,E. N. 1 Cruz Morouços (jardim Infância) - Sent. Cruz Morouços,,40.183211,-8.445725
375,1375,E. N. 1 Cruz Morouços (jardim Infância) - Sent. Santa Clara,,40.183207,-8.445129
376,1376,Alto dos Barreiros - Estrada Antiga de Lisboa - sent. Cruz. Morouços,,40.185408,-8.442058
377,1377,Rua Principal - Carvalhais de Baixo - Sent. Assafarge,,40.172329,-8.438906
378,1378,Rua Principal - Carvalhais de Baixo - Sent. Coimbra,,40.172449,-8.438849
379,1379,Estrada Antiga de Lisboa (quinta da Machada),,40.187438,-8.436092
380,1380,Rua Principal (cruz. do Algar) - Sent. Assafarge,,40.175316,-8.440742
381,1381,Rua Principal (cruz. do Algar) - Sent. Coimbra,,40.175741,-8.440815
382,1382,Caminho da Valdeira - Sent. Ribeiro de Vilela,,40.275444,-8.426818
383,1383,Vilela - Rua do Troviscal - Sent. Coimbra,,40.271894,-8.431281
384,1384,Ribeiro de Vilela (terminus L. 39),,40.277136,-8.429047
385,1385,Vilela (centro) - Sent. Torre de Vilela,,40.268684,-8.42992
386,1386,Vilela (centro) - Sent. Coimbra,,40.268539,-8.430443
387,1387,Rua do Campo de Futebol - Em 537-2 - Vilela - Sent Torre de Vilela,,40.266793,-8.434431
388,1388,Rua do Campo de Futebol - Em 537-2 - Caselho - Sent. Torre de Vilela,,40.264653,-8.438763
389,1389,Vilela (junta de Freguesia) - Sent. Rib. de Vilela,,40.270814,-8.426885
390,1390,Vilela (junta de Freguesia) - Sent. Coimbra,,40.270557,-8.427396
391,1391,"Calvário, R. do - (vilela) 1 - Sent. Coimbra",,40.265527,-8.430188
392,1392,"Calvário, R. do - (vilela) 2 - Sent. Coimbra",,40.264227,-8.429784
393,1393,Logo de Deus (capela) - Sent. Coimbra,,40.265361,-8.427886
394,1394,Logo de Deus (sul) - Sent. Coimbra,,40.263335,-8.429209
395,1395,Vilela (escola) - Sent. Rib. de Vilela,,40.269878,-8.428583
396,1396,Vilela (escola) - Sent. Coimbra,,40.269667,-8.429104
397,1397,Rua Principal - Logo de Deus - Sent. Coimbra,,40.265787,-8.427381
398,1398,R. Joaquim de Carvalho 1  (desvio p/ Novo Horizonte) - Sent. Novo Horizonte,,40.25656,-8.436991
399,1399,Bairro de Santa Apolónia (café),,40.253928,-8.436256
400,1400,R. Ferreira de Castro 1 - Sent. Santa Apolónia,,40.256352,-8.435095
401,1401,Bairro de Santa Apolónia (escola Primária)-sent.ponte de Eiras,,40.255383,-8.434022
402,1402,Bairro de Santa Apolónia (escola Primária)-sent. Eiras,,40.255322,-8.433798
403,1403,E. M. 537-2 (estrada da Ribeira de Eiras) - Sent. Eiras,,40.25476,-8.429228
404,1404,E. M. 537-2 ((estrada da Ribeira de Eiras) - Sent. Ponte de Eiras,,40.254887,-8.430544
405,1405,Est. p/ Logo de Deus 3 -sent. Logo de Deus,,40.255391,-8.437875
406,1406,Rua Principal 1 - Sent. Coimbra,,40.261843,-8.432607
407,1407,Rua Principal 2 - Sent. Coimbra,,40.259956,-8.434967
408,1408,Rua Principal 3 - Sent. Coimbra,,40.258098,-8.436127
409,1409,R. Joaquim de Carvalho 2 - Sent. Novo Horizonte,,40.257018,-8.434727
410,1410,R. Ferreira de Castro 2 - Sent. Santa Apolónia,,40.255374,-8.436041
411,1411,E. M. 537-2 (est. de Eiras) - Esc. Rainha Santa Isabel - Sent. Rot. da Adémia,,40.252104,-8.437666
412,1412,E. M. 537-2 (santa Apolónia) - Sent. Rot. da Adémia,,40.253199,-8.434937
413,1413,E. M. 537-2 (santa Apolónia) - Sent. Eiras,,40.253283,-8.434205
414,1414,"E. M. 537-2 (est. de Eiras) - Escola 2,3 da Pedrulha - Sent.santa Apolónia",,40.252,-8.437468
415,1415,E. M. 537 - Est. Eiras (farbeira)-sent. Eiras,,40.246376,-8.429264
416,1416,E. M. 537 - Est. Eiras (farbeira)-sent. B. Brinca,,40.245877,-8.429934
417,1417,E. M. 537 - Monte Romeiras (esc. Sec. D. Dinis) - Sent. Eiras,,40.241497,-8.434268
418,1418,E. M. 537 - Monte Romeiras - Diário de Coimbra - Sent. B. Brinca,,40.241661,-8.434398
419,1419,Bairro São Miguel (centro) - Sent. Est. de Eiras,,40.235578,-8.431562
420,1420,E. M. 537 (est. de Eiras - Renault) - Sent. Eiras,,40.237876,-8.435633
421,1421,E. M. 537 (est. de Eiras - Renault) - Sent. Estação Velha,,40.237707,-8.435902
422,1422,Bairro São Miguel (centro) - Sent. Bairro da Liberdade,,40.235438,-8.432637
423,1423,E. M. 537 - Est. Eiras - M. Romeiras (norte) - Sent. Eiras,,40.243756,-8.432141
424,1424,E. M. 537 - Est. Eiras - M. Romeiras (norte) - Sent. B.brinca,,40.243961,-8.432085
425,1425,"Vale de S. Miguel, R. - Sent. Ingote",,40.237817,-8.427216
426,1426,"Vale de S. Miguel, R. - Sent. Est. de Eiras",,40.237695,-8.42802
427,1427,E. M. 537 (rot. do Bairro S. Miguel) - Sent. Monte Romeiras,,40.23587,-8.434646
428,1428,Bairro São Miguel - Sent. Bairro da Liberdade,,40.235901,-8.430214
429,1429,Rua Manuel Almeida e Sousa (urb. Do Loreto) - Sent. Pedrulha,,40.230303,-8.437965
430,1430,Bairro da Rosa (cruz.) - Sent. Bairro do Ingote,,40.227207,-8.430698
431,1431,Bairro da Rosa - Sent. Monte Formoso,,40.228373,-8.431072
432,1432,Rua Manuel Almeida e Sousa (urb. Do Loreto) - Sent. Estação Velha,,40.230667,-8.438053
433,1433,Bairro do Ingote (ponto horário - L. 28) - Sent. Bairro da Liberdade,,40.230434,-8.429273
434,1434,Urbanização Ar e Sol - Sent. Ingote,,40.233054,-8.427395
435,1435,E. M. 537 (rot. do Bairro S. Miguel) - Sent. Est. Velha,,40.234453,-8.434443
436,1436,E. M. 537 (est. Eiras - B. Brinca) - Sent. Est. Velha,,40.230792,-8.436711
437,1437,E. M. 537 (est. Eiras - B. Brinca) - Sent. Monte Romeiras,,40.231728,-8.436101
438,1438,E. M. 537 (est. Eiras - B. Brinca/relvinha) - Sent. Monte Romeiras,,40.233582,-8.434646
439,1439,Est.de acesso B. Ingote/b. S. Miguel - Sent. Bairro São Miguel,,40.233928,-8.430287
440,1440,Urbanização Ar e Sol - Sent. Bairro da Liberdade,,40.233351,-8.4273
441,1441,Bairro do Ingote (ponto horário - L. 27) - Sent. Monte Formoso,,40.230921,-8.429174
442,1442,Bairro da Rosa - Sent. Bairro do Ingote,,40.228788,-8.430651
443,1443,E. M. 537 (estrada de Eiras - Gorgulão - Cruz. Lidl) - Sent. Monte Romeiras,,40.227261,-8.43729
444,1444,E. M. 537 (estrada de Eiras - Gorgulão - Cruz. Lidl) - Sent. Est. Velha,,40.226159,-8.437867
445,1445,"José Afonso, R. (loreto)",,40.23275,-8.438453
446,1446,"5 de Outubro, R. (relvinha)",,40.233994,-8.437197
447,1447,"5 de Outubro, R. (relvinha - Norte)",,40.235575,-8.438446
448,1448,Rua Cidade de Poitier 1 (monte Formoso) - Sent. Ingote,,40.222029,-8.436142
449,1449,Est. de Coselhas (cruz. Rua Vale Figueiras) - Sent. Centro,,40.222024,-8.426876
450,1450,Rua Cidade de Yaroslav - Sent. Monte Formoso,,40.225762,-8.433195
451,1451,Rua Cidade de Fez - Sent. Ingote,,40.225408,-8.432358
452,1452,Circular Interna (rot. de Coselhas),,40.220926,-8.429384
453,1453,Est. de Coselhas (cruz. Rua Vale Figueiras) - Sent. Lordemão,,40.220819,-8.428699
454,1454,Est. de Coselhas 2 (fucoli) - Sent. Huc,,40.219995,-8.430576
455,1455,Est. de Coselhas 2 (fucoli) - Sent. Centro,,40.219826,-8.43123
456,1456,Rua Cidade de Poitiers 1 (monte Formoso) - Sent. Rot. Casa do Sal,,40.221711,-8.436465
457,1457,Rua do Padrão (após Rotunda Casa do Sal) - Sent. Pedrulha,,40.220249,-8.438756
458,1458,Rua Cidade Poitiers (saída da Rot. Casa do Sal) - Sent. Ingote,,40.220305,-8.437364
459,1459,Casa do Sal (jardim),,40.218701,-8.43781
460,1460,Estrada de Coselhas 1 - Sent. Huc,,40.219369,-8.433397
461,1461,Rua Cidade Poitiers (rot. Casa do Sal) - Sent. Centro,,40.220095,-8.438134
462,1462,Estrada de Coselhas 1 - Sent. Centro,,40.219494,-8.43378
463,1463,Rua Cidade de Poitiers 2 (monte Formoso) - Sent. Rot. Casa do Sal,,40.222947,-8.43584
464,1464,Rua Cidade de Poitier 2  (monte Formoso) - Sent. Ingote,,40.223193,-8.435578
465,1465,Olimpio Nicolau Rui Fernandes - Psp 1 - Sent. Desc.,,40.211658,-8.42771
466,1467,Olimpio Nicolau Rui Fernandes - Psp 3 - Sent. Desc.,,40.211676,-8.428153
467,1468,"Fernão de Magalhães, Av. (edifício Coimbra) - Sent. Casa do Sal",,40.213972,-8.433939
468,1469,"João Machado, R.  - Palácio 1",,40.214715,-8.432717
469,1470,"João Machado, R.  - Palácio 2",,40.214626,-8.432793
470,1471,"João Machado, R.  - Palácio 3",,40.214527,-8.432885
472,1473,"Fernão Magalhães, Av. - Ctt - Dir. Portagem",,40.212319,-8.433097
473,1474,"António Granjo, R. - Esc. S. Bartolomeu 1",,40.209513,-8.431887
474,1475,"António Granjo, R. - Est. Nova",,40.209224,-8.432224
475,1476,"Fernão Magalhães, Av. - Loja do Cidadão - Dir. Arnado",,40.21136,-8.432388
476,1477,"António Granjo, R. - Esc. S. Bartolomeu 2",,40.20946,-8.432023
477,1478,Largo do  Arnado,,40.213634,-8.434056
478,1480,"Manuel Rodrigues, R.  - Arnado 4",,40.213894,-8.432022
479,1483,Olimpio Nicolau Rui Fernandes - J. Manga 2 - Sent. Asc.,,40.211513,-8.427784
480,1484,"António José de Almeida, R. - Largo da Conchada - Dir. Celas",,40.214171,-8.427745
481,1485,Largo Vale do Coelho,,40.208784,-8.372013
482,1486,"Aveiro, R. - Conchada",,40.214598,-8.429163
483,1487,"Aveiro, R. - Cruz. Rua Figueira da Foz",,40.216561,-8.43507
484,1488,"Fernão de Magalhães, Av. - R.b.l. - Sent. Est. Velha",,40.216912,-8.436861
485,1489,"Fernão de Magalhães, Av. - R. B. L. - Sent. Arnado",,40.216038,-8.436369
486,1490,"Padre Estevão Cabral, R.",,40.215322,-8.436026
487,1491,"Fernão de Magalhães, Av. - Oposta Ed. Coimbra - Sent. Portagem",,40.214158,-8.434536
488,1492,"Fernão de Magalhães, Av. -  Loja do Cidadão - Sent. Portagem",,40.210945,-8.432316
490,1494,"Sofia, R. da - Palácio (téminus 39)",,40.214809,-8.432226
491,1496,"Emídio Navarro, Av. - Beira Rio 1",,40.207816,-8.431489
492,1497,"Emídio Navarro, Av. - Beira Rio 2",,40.207624,-8.431208
493,1498,"Emídio Navarro, Av. - Beira Rio 3",,40.207545,-8.431086
494,1499,"Emídio Navarro, Av. - Beira Rio 4",,40.207461,-8.430968
495,1500,"Emídio Navarro, Av. - Beira Rio 5",,40.207354,-8.430813
496,1501,"Emídio Navarro, Av. - Beira Rio 6",,40.207269,-8.430486
497,1502,"Carlos Alberto Pinto de Abreu, R. - Paragem 1 - Sent. Asc.",,40.200767,-8.435934
498,1503,"Carlos Alberto Pinto de Abreu, R. - Paragem 2 - Sent. Asc.",,40.199195,-8.435674
499,1504,"Mendes dos Remédios, R. - Rainha Santa - Sent.asc.",,40.200511,-8.437457
500,1505,"Carrington da Costa, R. - Rainha Santa - Dir. Portagem",,40.20007,-8.438149
501,1506,"Carlos Alberto Pinto de Abreu, R. - Paragem 2 - Sent. Desc.",,40.200162,-8.435813
502,1507,"Carlos Alberto Pinto de Abreu, R. - Paragem 1 - Sent. Desc.",,40.201648,-8.435691
503,1508,"João das Regras, Av. - Rossio de S. Clara - Dir. Portagem",,40.203479,-8.43345
504,1509,"Emídio Navarro, Av. - Portagem 1 - Dir. Arnado",,40.207579,-8.430285
505,1510,"Emídio Navarro, Av. - Portagem 2 - Dir. Arnado",,40.207673,-8.430429
506,1511,"Emídio Navarro, Av. - Portagem 3 - Dir. Arnado",,40.2079,-8.430791
507,1512,"Emídio Navarro, Av. - Portagem 4 - Dir. Arnado",,40.207979,-8.430929
508,1513,"Emídio Navarro, Av. - Parque Dr. Manuel Braga 1 - Dir. Av. Lousã",,40.206661,-8.429213
509,1514,"Emídio Navarro, Av. - Parque Dr. Manuel Braga 2 - Dir. Av. Lousã",,40.206481,-8.42897
510,1515,"Guarda Inglesa, Av. - Escola Silva Gaio - Sent. Almegue",,40.20799,-8.437972
511,1516,Esc. Secundária D. Duarte,,40.199234,-8.432301
512,1517,"Vitorino Planas, R.(cruz. com Rua Carrington - Santa Clara)",,40.199986,-8.438059
513,1518,"Feitoria dos Linhos, R. (portugal dos Pequenitos)",,40.201418,-8.434406
514,1519,"João das Regras, Av. - Rossio de S. Clara - Sent. S. Clara",,40.203737,-8.433264
515,1521,"Emídio Navarro, Av. - Portagem 8 - Dir. Arnado",,40.20815,-8.431191
516,1523,Largo Rossio Sta Clara (rotunda) - Sent. Sta Clara,,40.203095,-8.435512
517,1524,"Coelho da Rocha, R. (paragem 2) - Sent. G. Inglesa",,40.206056,-8.438632
518,1525,"Guarda Inglesa, Av. - Escola 2,3 Silva Gaio - Sent. Portugal dos Pequenitos",,40.206746,-8.437618
519,1526,"António Augusto Gonçalves, R. - Portugal Pequenitos - Sent. Lages",,40.202782,-8.434289
520,1527,"António Augusto Gonçalves, R. - Esc. D. Duarte - Sent. Lages",,40.199643,-8.432695
521,1528,"Mendes dos Remédios, R. - Volta das Calçadas - Sent.asc.",,40.198215,-8.436615
522,1529,"Mendes dos Remédios, R. - Volta das Calçadas - Sent.desc.",,40.198633,-8.43675
523,1530,"Mendes dos Remédios, R. - Rot. de Jericó - Sent.desc.",,40.197263,-8.4366
524,1531,I. C. 2 - Cruz. das Lages - Sent. Banhos Secos,,40.195343,-8.431977
525,1532,I. C. 2 - Cruz. das Lages - Sent. Ponte Santa Clara,,40.195578,-8.431455
526,1533,E. N. 110-2 - Cruz. das Lages - Sent. Sobral Cid,,40.194365,-8.430481
527,1534,E. N. 110-2 - Cruz. das Lages - Sent. Portagem,,40.194661,-8.430503
528,1535,E. N. 110-2 - Lages (norte) - Sent. Portagem,,40.191364,-8.428685
529,1536,E. N. 110-2 - Lages (norte) - Sent. Sobral Cid,,40.191377,-8.428434
530,1537,E. N. 110-2 - Lages (sul) - Sent. Portagem,,40.191062,-8.426758
531,1538,E. N. 110-2 - Lages (sul) - Sent. Sobral Cid,,40.190916,-8.426702
532,1539,I. C. 2 (banhos Secos - Norte) - Sent. Carvalhais,,40.191109,-8.431585
533,1540,Quinta das Lágrimas - Sent. Lages,,40.197372,-8.431962
534,1541,Quinta das Lágrimas - Sent. Coimbra,,40.197261,-8.431909
535,1542,I. C. 2 (banhos Secos) - Sent. Coimbra,,40.187101,-8.429245
536,1543,I. C. 2 (banhos Secos) - Sent. Carvalhais,,40.187284,-8.42956
537,1544,I. C. 2 (banhos Secos - Cruz. Miradouro) - Sent. Coimbra,,40.184831,-8.431472
538,1545,I. C. 2 (banhos Secos - Cruz. Miradouro) - Sent. Carvalhais,,40.185303,-8.431401
539,1546,I. C. 2 (iveco) - Sent.carvalhais,,40.183331,-8.438741
540,1547,"António Menano, R. - (banhos Secos Sul)",,40.185836,-8.431412
541,1548,Estrada Antiga de Lisboa,,40.185768,-8.43839
542,1549,"António Menano, R. - Junto ao Cruz. c/ Est. Ant. Lisboa",,40.188312,-8.432561
543,1550,I. C. 2 (banhos Secos - Norte) - Sent. Coimbra,,40.189465,-8.429411
544,1551,Rua do Progresso (cruz. Carvalhais de Cima) - Sent. Assafarge,,40.168395,-8.438578
545,1552,Carvalhais de Baixo - Sent. Coimbra,,40.171172,-8.438243
546,1553,Carvalhais de Baixo - Sent. Assafarge,,40.171319,-8.438218
547,1554,Rua do Progresso (cruz. Carvalhais de Cima) - Sent. Coimbra,,40.168667,-8.438579
548,1555,C. M. 1158 - Assafarge 1 - Sent. Coimbra,,40.160369,-8.433795
549,1556,C. M. 1158 - Assafarge (quinta da Chanfurrina) - Sent. Assafarge,,40.161604,-8.436785
550,1557,C. M. 1158 - Assafarge (quinta da Chanfurrina) - Sent. Coimbra,,40.162022,-8.436991
551,1558,E. N. 110-2 - Assafarge 3 - Sent. Coimbra,,40.160116,-8.42899
552,1559,C. M. 1158 - Assafarge 1 - Sent. Marco Pereiros,,40.160142,-8.43347
553,1560,E. N. 110-2 - Assafarge (centro) - Sent. Coimbra,,40.160022,-8.432005
554,1561,E. N. 110-2 - Assafarge (centro) - Sent. Marco Pereiros,,40.16007,-8.4316
555,1562,E. N. 110-2 - Assafarge 3 - Sent. Marco Pereiros,,40.160205,-8.428139
556,1563,Torre de Vilela,,40.272301,-8.423547
557,1564,Logo de Deus (centro) - Sent. Coimbra,,40.266014,-8.425066
558,1565,E. M. 537 - Eiras (centro) -sent. S. Paulo de Frades,,40.248399,-8.415501
559,1566,E. M. 537 - Eiras (farmácia) - Sent. S. Paulo de Frades,,40.248956,-8.417679
560,1567,E. M.537-2 - Estrada de Eiras (cruz. p/ Pragueira) - Sent. Santa Apolónia,,40.251719,-8.422125
561,1568,E. M.537-2 - Estrada de Eiras (cruz. p/ Pragueira) - Sent. Eiras,,40.250834,-8.421029
562,1569,E. M.537-2 - Estrada de Eiras - Sent. Eiras,,40.252782,-8.424012
563,1570,"Entre Vinhas, Rua (centro de Saúde) - Sent. Monte Romeiras",,40.25173,-8.425511
564,1571,Estrada de Eiras  - Sent. Sta Apolonia,,40.25361,-8.425088
565,1572,E. M. 537-2 - Estrada de Eiras (marcopolo) - Sent. Santa Apolónia,,40.252843,-8.423844
566,1573,E. M. 537 (pragueira) - Sent. Monte Romeiras,,40.248734,-8.427026
567,1574,E. M. 537 (pragueira) - Sent. Eiras,,40.24882,-8.426586
568,1575,Variante de Eiras 1 - Sent. Coimbra,,40.249522,-8.415408
569,1576,Variante de Eiras 2 - Sent. Coimbra,,40.250673,-8.41834
570,1577,"Pragueira, Rua da (centro de Saúde) - Sent. Sta. Apolónia",,40.249995,-8.424094
571,1578,"Entre Vinhas, Rua (centro de Saúde) - Sent. Eiras",,40.251029,-8.425787
572,1579,Bairro da Liberdade - Sent. Bairro de S. Miguel,,40.237059,-8.425351
573,1580,Bairro da Liberdade - Sent. Bairro do Ingote,,40.236635,-8.425622
574,1581,Av. José R. Sousa Fernandes (arca)-sent. Lordemão,,40.235444,-8.416987
575,1582,Av. José R. Sousa Fernandes (arca) -sent.ingote,,40.235511,-8.417225
576,1583,E. M. 539 - Corrente (s) - Sent. Coselhas,,40.227685,-8.416398
577,1584,E. M. 539 - Corrente (s) - Sent. Lordemão,,40.227619,-8.416342
578,1585,Av. José R. Sousa Fernandes (bairro da Liberdade - Cruz.) Sent. Ingote,,40.232988,-8.426919
579,1586,Av. José R. Sousa Fernandes (bairro da Liberdade - Cruz.) Sent. Arca,,40.233044,-8.426617
580,1587,Av. José R. Sousa Fernandes (quinta do Melo - Cruz.) Sent. Arca,,40.234138,-8.421333
581,1588,Av. José R. Sousa Fernandes (quinta do Melo - Cruz.) Sent. Ingote,,40.234172,-8.421635
582,1589,E. M. 539 - Estrada de Coselhas (gonfil) - Sent. Lordemão,,40.223385,-8.423581
583,1590,E. M. 539 - Estrada de Coselhas (gonfil) - Sent. Centro,,40.223308,-8.424163
584,1591,E. M. 539 (coselhas) - após Ponte - Sent. Lordemão,,40.224989,-8.419618
585,1592,E. M. 539 (coselhas) - após Ponte - Sent. Centro,,40.224985,-8.420272
586,1593,Largo da Sé Velha,,40.208956,-8.427521
587,1596,"República, Praça da - Norte 3",,40.20995,-8.41958
588,1598,"República, Praça da - Norte 5",,40.209971,-8.42001
589,1599,"Sá da Bandeira, Av. - Manutenção - Sent. Desc.",,40.211608,-8.423815
590,1600,"Sá da Bandeira, Av. - Mercado Municipal - Sent. Asc.",,40.211507,-8.425055
591,1601,"Sá da Bandeira, Av. - Manutenção - Sent. Asc.",,40.211198,-8.423604
592,1602,"Saragoça, R. - Montarroio - Sent. Asc.",,40.212377,-8.425795
593,1603,"António José de Almeida, R. - (x) Nic. Chant. - Dir. Celas",,40.213412,-8.425517
594,1604,"António José de Almeida, R. - 2 - Dir. Celas",,40.213087,-8.422669
595,1605,"António José de Almeida, R. - Montes Claros - Dir. Celas",,40.212637,-8.419632
596,1606,"António José de Almeida, R. - Residência Universitária - Dir. Celas",,40.212343,-8.417201
597,1607,"Calouste Gulbenkian, Av. - Sent. Conchada",,40.21452,-8.415816
598,1608,"Nicolau Chanterenne, R.  - Paragem 1 - Sent. Conchada",,40.214476,-8.41886
599,1609,"Nicolau Chanterenne, R.  - Paragem 2 - Sent. Conchada",,40.213871,-8.421849
600,1610,"Nicolau Chanterenne, R.  - Paragem 3 - Sent. Conchada",,40.213805,-8.425617
601,1611,E. M. 539 (coselhas) - Hospital,,40.224826,-8.421786
602,1612,"Sá da Bandeira, Av. - Paragem 3 - Gil Vicente - Sent. Asc.",,40.20967,-8.420742
603,1613,"Sá da Bandeira, Av. - Paragem 4 - Gil Vicente - Sent. Asc.",,40.209511,-8.420464
604,1614,"Padre António Vieira, R. - Paragem 1 - Aac - Sent. Asc.",,40.209689,-8.421761
605,1615,"Padre António Vieira, R. - Paragem 2 - Sent. Asc.",,40.21054,-8.425292
606,1616,Museu Machado de Castro,,40.209215,-8.425027
608,1618,"Lourenço Almeida Azevedo, R. - Campo Santa Cruz - Sent. Asc.",,40.211061,-8.415483
609,1619,"Antero de Quental, R. - Quartel General - Sent. Desc.",,40.211665,-8.41666
610,1620,Rua Pedro Monteiro - Casa da Cultura,,40.209954,-8.415254
611,1621,"Sá da Bandeira, Av. - Travessa junto à Acic",,40.210961,-8.422352
612,1622,"Machado de Castro, Rua - Sent. Celas",,40.214332,-8.417917
613,1623,"Calouste Gulbenkian, Av. - Sent. Celas",,40.214332,-8.414819
614,1624,"Antero de Quental, R. - Centro Saúde Celas - Sent. Asc.",,40.210725,-8.41911
615,1625,Pr. da Républica - Transversal Sá Bandeira (terminus L.26),,40.210125,-8.421055
