stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
143,1143,Rios Frios - Cartacho - Sent. Adémia,,40.271949,-8.468289
144,1144,Rios Frios - Almuinhas - Sent. Vil de Matos,,40.27303,-8.470423
145,1145,Rios Frios - Almuinhas - Sent. Adémia,,40.273416,-8.4714
146,1146,E. M. 618 - Alcarraques (norte) - Sent. Rios Frios,,40.26516,-8.462245
147,1147,E. M. 618 - Alcarraques (norte) - Sent. Adémia,,40.265257,-8.462609
148,1148,E. M. 618 - Alcarraques (forno) - Sent. Adémia,,40.254001,-8.462579
149,1149,E. M. 618 - Alcarraques (forno) - Sent. Alcarraques,,40.254217,-8.461905
150,1150,E. N. 341 (desvio de Chafariz)- Sent. Taveiro,,40.210864,-8.465286
151,1151,E. N. 110-2 - Parreiras (centro) - Sent. Taveiro,,40.21343,-8.46575
152,1152,E. N. 110-2 - Montessão - Sent. Coimbra,,40.212606,-8.464019
153,1153,E. N. 110-2 - Parreiras (rotunda),,40.211665,-8.46778
154,1154,E. N. 110-2 - Estrada de Bencanta - Parreiras - Sent. Coimbra,,40.211852,-8.466623
155,1155,E. N. 110-2 - Espadaneira - Sent. Taveiro,,40.210459,-8.470119
156,1156,E. N. 110-2 - Espadaneira - Sent. Coimbra,,40.210217,-8.470456
157,1157,E. N. 110-2- Pé de Cão  - Sent. Taveiro,,40.20967,-8.471948
158,1158,E. N. 110-2- Pé de Cão  - Sent. Coimbra,,40.209104,-8.472175
159,1159,Rua 1ºde Maio (chafariz) - Sent. Fala,,40.208109,-8.466152
160,1160,Rua 1º de Maio (chafariz) - Sent. Coimbra,,40.208772,-8.465453
161,1161,Rua 1º de Maio (cruzes)- Sent. Fala,,40.210376,-8.462726
162,1162,Rua 1º de Maio (cruzes) -sent. Coimbra,,40.210317,-8.462452
163,1163,Chafariz (viaduto) - Fala - Sent. Bencanta,,40.211142,-8.462743
164,1164,E. N. 341 (desvio de Chafariz)- Sent. Coimbra,,40.212024,-8.461976
165,1165,Rua da Escola Nova (sul) - Fala - Sent. Bencanta,,40.201403,-8.466039
166,1166,E. N. 341 - Cruz. Fala (pitrolino) - Dir. Bencanta,,40.206204,-8.473919
167,1167,E. N. 341 - Cruz. Fala (pitrolino) - Dir. Taveiro,,40.206185,-8.474657
168,1168,Rua 1º de Maio - Sent. Covões,,40.206296,-8.467508
169,1169,Rua 1º de Maio - Sent. Coimbra,,40.206512,-8.467106
170,1170,Rua 1º de Maio - Fala (cruz. c/ R. Esc. Nova)-sent. Covões,,40.204738,-8.468477
171,1171,Rua 1º de Maio - Fala (cruz. c/ R. Esc. Nova)-sent. Bencanta,,40.204582,-8.468328
172,1172,Rua 1º de Maio - Fala (centro) - Sent. Covões,,40.202996,-8.469538
173,1173,Rua 1º de Maio - Fala - Sent. Covões,,40.201495,-8.468087
174,1174,Rua da Escola Nova - Fala- Sent. Bencanta,,40.202206,-8.46739
175,1175,Rua Infante D. Henrique (1) - Fala  - Sent. Covões,,40.200742,-8.465746
176,1176,Rua Infante D. Henrique (2) - Fala  - Sent. Covões,,40.199805,-8.464416
177,1177,Rua da República (2) - Fala - Sent. Bencanta,,40.201099,-8.463197
178,1178,Estrada das Touregas (bairro das Flores) - Sent. Covões,,40.191195,-8.463373
179,1179,Esp. Santo das Touregas (inicio C. M. 1075),,40.190679,-8.469078
180,1180,Estrada das Touregas (bairro das Flores) - Sent. Valongo,,40.191222,-8.463686
181,1181,Rua Infante D. Henrique (3) - Fala  - Sent. Covões,,40.198308,-8.4631
182,1182,Esp. Santo das Touregas - Cruz. - Sent. Covões,,40.185988,-8.469801
183,1183,Esp. Santo das Touregas (centro) - Sent. Coalhadas,,40.18913,-8.469307
184,1184,Esp. Santo das Touregas (centro) - Sent. Valongo,,40.188474,-8.469515
185,1185,Esp. Santo das Touregas (cruz.) - Sent. Coalhadas,,40.186482,-8.470088
186,1186,Esp. Santo das Touregas (cruz.) - Sent. Valoango,,40.185508,-8.470552
187,1187,Estrada do Espirito Santo  - Sent. Esp. Santo,,40.18847,-8.46683
188,1188,Estrada do Espirito Santo  - Sent. Covões,,40.188777,-8.466631
189,1189,R. da Cavaleira - Esp. Santo - Sent. Valongo,,40.1833,-8.471804
190,1190,R. da Cavaleira - Esp. Santo - Sent. Esp. Santo,,40.183499,-8.47148
191,1191,C.m. 1138 - Adões (2f Ponto de Horário) - Sent. Sgt. Mor,,40.282077,-8.452098
192,1192,C.m. 1138 - Adões (sul) - Sent. Sgt. Mor,,40.281116,-8.453803
193,1193,C.m. 1138 - Adões (sul) - Sent. Coimbra,,40.280723,-8.453968
194,1194,C.m. 1138 - Adões (2f Ponto de Horário) - Sent. Coimbra,,40.282055,-8.452353
195,1195,Rua das Chãs - Adões (norte) - Sent. Sargento Mor,,40.284776,-8.451165
196,1196,Rua das Chãs - Adões (norte) - Sent. Coimbra,,40.28459,-8.451314
197,1197,Trouxemil (centro) - Sent. Sgt. Mor,,40.27517,-8.453981
198,1198,C. M. 1138 - Trouxemil - Sent. Sgt. Mor,,40.278284,-8.454265
199,1199,Trouxemil (junta de Freguesia) - Sent. Sgt. Mor,,40.273752,-8.452076
200,1200,Trouxemil (inicio da Estrada para Cioga),,40.275288,-8.454707
201,1201,Estrada para Cioga do Monte (cruz. para Rios Frios),,40.27266,-8.455819
202,1202,C. M. 1138 - Trouxemil -sent. Coimbra,,40.277726,-8.454454
203,1203,Cioga do Monte,,40.267639,-8.451097
204,1204,Alcarraques - junto à Capela - Sent. Rios Frios,,40.262512,-8.460434
205,1205,Alto da Cioga,,40.26827,-8.454268
206,1206,Cioga do Monte (centro),,40.266734,-8.452237
207,1207,Alcarraques (términus 2a) - junto à Capela - Sent. Adémia,,40.262323,-8.460488
208,1208,Alcarraques - Casa da Mestra (junto ao Fontenário) - Sent. Rios Frios,,40.260985,-8.459994
209,1209,Alcarraques - Casa da Mestra (junto ao Fontenário) - Sent. Adémia,,40.260546,-8.459198
210,1210,Est. de Alcarraques (barrios) - Sent. Rios Frios,,40.257021,-8.460501
211,1211,Est. de Alcarraques (barrios) - Sent. Adémia,,40.256355,-8.460837
212,1212,Est. de Alcarraques (celeiro) - Sent. Rios Frios,,40.259943,-8.458745
213,1213,Est. de Alcarraques (celeiro) - Sent. Adémia,,40.25955,-8.458894
214,1214,E. N. 111 (centro de Saúde da Adémia) - Sent. Alcarraques,,40.251253,-8.455232
215,1215,E. N. 111 (centro de Saúde da Adémia) - Sent. Coimbra,,40.251041,-8.454637
216,1216,E. N. 111 Adémia (após P. de Nível) - Sent. Alcarraques,,40.250642,-8.451389
218,1218,Est. Nova (s. M. Bispo) - Cruz das Cruzes - Sent. Bencanta,,40.209743,-8.459153
219,1219,E. N. 341 (esc. Sup. Agrária) - Sent. Taveiro,,40.214459,-8.451559
220,1220,E. N. 341 (esc. Sup. Agrária) - Sent. Coimbra,,40.2142,-8.451255
221,1221,E. N. 341 - Bencanta (apeadeiro) - Sent. Taveiro,,40.214383,-8.45606
222,1222,Bencanta (estrada de acesso à Esc. Agrária) - Sent. Coimbra,,40.213922,-8.456013
223,1223,Rua da Tojeira (norte),,40.256158,-8.416845
224,1224,E. N. 110-2 - Bencanta (junta de Freguesia) - Sent.coimbra,,40.214453,-8.458994
225,1225,Ladeira de S. Martinho (res. Universitária) - Sent. Coimbra,,40.212394,-8.45649
226,1226,Ladeira de S. Martinho (res. Universitária) - Sent. Covões,,40.212008,-8.456732
227,1227,S. Martinho do Bispo (escola) - Sent. Covões,,40.210799,-8.457602
228,1228,S. Martinho do Bispo (escola) - Sent. Coimbra,,40.210807,-8.457016
229,1229,Av. Nova (s. M. Bispo - Cruz. das Cruzes) - Sent. Covões,,40.20915,-8.459691
230,1230,Rua das Cruzes-sent. S. Martinho,,40.210186,-8.460462
231,1231,Rua das Cruzes-sent. Fala,,40.210337,-8.46067
232,1232,Bencanta (apeadeiro) - Sent. Coimbra,,40.214872,-8.456041
233,1233,Gorgulão - Sent. Coimbra,,40.215579,-8.453456
234,1234,Rua do Freixo - Sent. Coimbra,,40.216469,-8.451363
235,1235,Estrada de Vilarinho,,40.255052,-8.423527
236,1236,E. N. 110-2 - Parreiras - Bissaya Barreto - Sent. Coimbra,,40.213197,-8.462065
237,1237,Rua da Bayer - Sent. Cruzeiro,,40.200413,-8.460463
238,1238,S. Martinho (largo do Cruzeiro) - Sent. Covões,,40.205726,-8.459506
239,1239,Rua dos Covões (largo da Bayer) - Sent. Covões,,40.200657,-8.460709
240,1240,Rua dos Covões (ctt) - Sent. Covões,,40.202289,-8.459204
241,1241,Rua dos Covões (ctt) - Sent. Bencanta,,40.202761,-8.459162
242,1242,São Martinho (largo do Cruzeiro) - Sent. Bencanta,,40.205558,-8.45911
243,1243,S. Martinho (av. Nova) - Sent. Covões,,40.207079,-8.45993
244,1244,S. Martinho (av. Nova) - Sent. Bencanta,,40.207512,-8.459961
245,1245,Rua da República (1) - Fala - Sent. Bencanta,,40.200852,-8.461639
246,1246,Ladeira dos Alqueves,,40.200326,-8.449707
247,1247,Rua 5 de Outubro - Sent. Covões,,40.199243,-8.461383
248,1248,E.n. 341 (est. Covões) - Cruz. Rib. da Póvoa - Sent. Covões,,40.195566,-8.456328
249,1249,Cimo de Fala - Pr. João Serrano (esc. de Enfermagem) - Sent. Covões,,40.197093,-8.461804
250,1250,Rua 5 de Outubo (esc. de Enfermagem) - Sent. S. Martinho,,40.198128,-8.461516
251,1251,E. N. 341 (est. Covões) - Cruz. Rib. Póvoa - Sent. Stª. Clara,,40.194833,-8.45627
252,1252,E. N.341 - Póvoa - Sent. Santa Clara,,40.196316,-8.453849
253,1253,E. N. 341 - Póvoa - Sent. Covões,,40.196367,-8.453703
254,1254,Rua Dom Francisco de Lemos - Polo Ii,,40.184515,-8.415986
255,1255,Rua dos Covões (hospital) - Sent. Santa Clara,,40.195877,-8.461407
256,1256,Rua dos Covões (hospital) - Sent. S. Martinho,,40.195132,-8.460906
257,1257,Est. das Touregas (c. Saúde-s. Martinho) - Sent. Esp. Santo,,40.193856,-8.460659
258,1258,Est.das Touregas (c. Saúde-s. Martinho)- Sent. Covões,,40.194083,-8.460526
259,1259,Rua das Touregas (cruz. p/ a Esc. Inês de Castro)- Sent. Esp. Santo,,40.192055,-8.461292
260,1260,Rua das Touregas (cruz. p/ a Esc. Inês de Castro)- Sent. Covões,,40.191724,-8.461325
261,1261,"Esc. 2, 3 Inês de Castro - Sent. Covões",,40.191495,-8.458214
262,1262,"Esc. 2, 3 Inês de Castro - Sent. Santa Clara",,40.191265,-8.457525
263,1263,E. N. 341 - Póvoa - (cruz. Quinta Cabeleira) - Sent. Santa Clara,,40.19547,-8.452139
264,1264,Caminho das Vinhas (paragem 1),,40.197273,-8.452086
265,1265,Caminho das Vinhas (paragem 2),,40.198918,-8.452489
266,1266,Est. Cruz dos Morouços - Sent. Cruz dos Morouços,,40.183183,-8.451272
267,1267,Cruz dos Morouços (centro - términus),,40.181266,-8.451912
268,1268,Est. Cruz dos Morouços - Sent. Coimbra,,40.182789,-8.450956
269,1269,Estrada do Lameirão - sent. Sargento-mor,,40.287687,-8.44919
270,1270,Fornos (rot. Cioga do Monte) - Sent. Trouxemil,,40.267865,-8.44439
271,1271,Fornos (fundo da Est. da Cioga) - Sent. Coimbra,,40.267383,-8.445186
272,1272,Fornos (acesso ao viaduto) - Sent. Trouxemil,,40.266775,-8.441742
273,1273,Fornos (acesso ao viaduto) - Sent. Coimbra,,40.266892,-8.441201
274,1274,Largo de Santo António - Misarela - Sent. Desc.,,40.210084,-8.366306
275,1275,E. N. 1 (cruz. p/ Vilela) - Sent. Fornos,,40.262025,-8.441328
276,1276,E. N. 1 (cruz. p/ Vilela) - Sent. Coimbra,,40.261142,-8.441914
277,1277,E. N. 1 (junto ao Betão Liz) - Sent. Fornos,,40.255499,-8.443901
278,1278,E. N. 1 (junto ao Betão Liz) - Sent. Coimbra,,40.255198,-8.443997
279,1279,Est. p/ Logo de Deus 1 -sent. Logo de Deus,,40.253497,-8.440602
280,1280,Estrada Logo de Deus 3 - Sent. Coimbra,,40.25535,-8.438133
281,1281,Estrada Logo de Deus - 2 - Sent. Coimbra,,40.254617,-8.439663
282,1282,Est. p/ Logo de Deus 2 -sent. Logo de Deus,,40.25448,-8.439735
283,1283,E. N. 1 - Urb. Colina do Sol - Sent. Fornos,,40.252699,-8.443371
284,1284,E. N. 1- Urb. Colina do Sol - Sent. Coimbra,,40.253027,-8.443695
285,1285,E. N. 111 - Adémia (centro) - Sent. Alcarraques,,40.250962,-8.447141
286,1286,E. N. 111 Adémia (após P. de Nível) - Sent. Coimbra,,40.250336,-8.449963
287,1287,Adémia (cruzamento) - Junto à Rotunda - Sent. Coimbra,,40.250968,-8.443884
289,1289,E. N. 111 Adémia (centro) - Sent. Coimbra,,40.25108,-8.446593
290,1290,Adémia (cruzamento) - Junto à Rotunda - Sent. Alcarraques,,40.251318,-8.444088
291,1291,Estrada p/ Logo de Deus - Ponte de Eiras - Sent. Logo de Deus,,40.252459,-8.441999
294,1294,E. N. 1 (b. Nossa Senhora de Fátima) - Sent. Adémia,,40.248024,-8.442553
295,1295,E. N. 1 (b. Nossa Senhora de Fátima) - Sent. Coimbra,,40.247474,-8.442408
296,1296,E. N. 111 Adémia (antes P. de Nível) - Sent. Alcarraques,,40.25042,-8.449149
297,1297,"António Correia de Oliveira, R - Ponte de Eiras - Sent. Coimbra",,40.252731,-8.441668
299,1299,Pedrulha (centro) - Sent. Coimbra,,40.242549,-8.445723
300,1300,E. N.1 - Pedrulha (estaco) - Sent. Coimbra,,40.238446,-8.444541
301,1301,Cruz. da Pedrulha (ex-matadouro) - Sent. Adémia,,40.241823,-8.4422
302,1302,E. N. 1 - Pedrulha (estaco) - Sent. Adémia,,40.238803,-8.444227
303,1303,Cruz. da Pedrulha (churrasqueira) - Sent. Pedrulha,,40.242828,-8.442738
304,1304,Pedrulha (centro de Formação) - Sent. Est. Eiras,,40.239392,-8.439336
305,1305,Pedrulha (centro de Formação) - Sent. Pedrulha (centro),,40.239635,-8.43937
306,1306,Cruz. da Pedrulha (ex-matadouro) - Sent. Estação Velha,,40.241946,-8.441962
307,1307,Rua 1º de Maio 1 - Sent. Coimbra,,40.241004,-8.446791
308,1308,Rua 1º de Maio 2 (escola ) - Sent. Coimbra,,40.239411,-8.445443
309,1309,Rua da Constituição (passagem nível Loreto ) -  Sent. Coimbra,,40.235854,-8.44512
310,1310,Rua da Constituição (passagem nível Loreto ) -  Sent. Pedrulha,,40.236657,-8.444924
311,1311,E. N. 1 - Loreto - Sent. Pedrulha,,40.232815,-8.438802
312,1312,E. N. 1 - Loreto - Sent. Coimbra,,40.232932,-8.439174
313,1313,Alto da Est. Velha - Sent. Coimbra,,40.226617,-8.439913
