Inq	Pessoas	P_menos10anos	P_10a14anos	P_15a18anos	P_mais18anos	Alunos - viajam acompanhados ou sozinhos	Alunos - modo de transporte	Automoveis	Motas	Desp_auto	Est_privado	Lug_Dispõe	Lug_Utiliza	Alug_estac	CartaCond	Inq_idade	Inq_sexo	Pess_Emprego	Pess_carta	Inq_Instrucao	Inq_profissão	Trab_conta	Princ_cont	PrincCont_Idade	PrincCont_Sexo	PrincCont_NivInst	PrincCont_Profissão	PrincCont_Conta PO	Rendimento	STATUS SOCIAL	Coord_X	Coord_Y	GrauGeoreferenciacao	Tipo	Zona	Concelho	Tipo_Inq	Coef_Exp	SumViagens	Polo Universitário	Ramal da Lousã	Auxiliar	Inquéritos Válidos FINAIS
14227	3	0	0	0	3	0	0	2	1	98	2	2	2	1	2	24	2	2	3	3	16	2	2	59	1	1	4	1	99	A	173927.3855	362792.2099	2	U	330	Coimbra	2	39.6	2			1 | 2	1
14228	2	0	0	0	2	0	0	1	98	98	1		0	1	2	23	2	2	2	1	99	2	1				99		2	99	168916.26	379831.07	1	R	103	Cantanhede	2	57.5	2			1 | 2	1
14229	3	0	0	0	3	0	0	2	1	1	2	2	2	0	2	31	1	2	2	5	6	1	1				6		99	C	175599.8185	364524.6759	2	U	335	Coimbra	2	26.1	2			2 | 1	1
14230	2	0	0	0	2	0	0	1	98	98	1		0	1	1	24	1	2	2	4	11	2	1				11		3	D	136597.62	355508.7	1	U	67	Figueira da Foz	2	51.3	2			1 | 1	1
14231	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	31	2	2	2	1	7	2	2	33	1	1	7	2	99	B	177312.551	370618.1832	2	R	356	Coimbra	2	29.1	2			2 | 2	1
14232	3	0	0	1	2	0	0	2	98	98	2	1	1	0	2	44	1	1	2	99	99		1				99		99	99	174566.5844	358378.3552	2	U	306	Coimbra	2	47.9	2			2 | 1	1
14233	2	0	0	0	2	0	0	1	98	98	1		0	1	2	22	1	2	2	3	9	2	1				9		2	C	161509.58	362182.56	1	R	54	Montemor-o-Velho	2	30.4	2			1 | 1	1
14234	4	0	0	0	4	0	0	2	98	98	2	1	1	0	3	22	2	2	2	3	99	2	1				99		2	99	193174.89	354129.57	1	R	30	Lousã	2	18.4	2			1 | 2	1
14235	4	1	0	1	2	0	0	1	98	98	1		0	1	3	16	2	2	2	5	16		2	47	1	3	11	2	99	C	166824.8387	362571.6333	1	U	350	Coimbra	2	32.2	2			1 | 2	1
14236	2	0	0	0	2	0	0	1	98	98	1		0	1	1	31	1	2	2	5	9	2	1				9		3	D	155766.16	360739.16	1	R	56	Montemor-o-Velho	2	54.0	2			2 | 1	1
14237	2	0	0	0	2	0	0	1	98	98	1		0	1	1	29	1	2	2	3	14	2	1				14		3	D	157770.52	360550.17	4	R	55	Montemor-o-Velho	2	46.4	2			2 | 1	1
14238	2	0	0	0	2	0	0	1	98	98	1		0	1	2	31	1	2	2	5	11	2	1				11		1	D	175782.31	347902.09	1	R	114	Condeixa-a-Nova	2	62.5	2			2 | 1	1
14239	3	0	0	0	3	0	0	1	98	98	2	2	1	0	2	23	1	2	2	1	7	2	1				7		99	B	154684.65	336679.85	1	R	121	Pombal	2	47.3	2			1 | 1	1
14240	1	0	0	0	1	0	0	1	1	98	2	1	1	0	2	20	2	1	1	3	16		2	54	1	6	6	1	99	C	179302.6637	361216.3909	2	U	359	Coimbra	2	21.1	2			1 | 2	1
14241	4	0	0	1	3	0	0	2	98	98	2	2	2	0	2	21	2	2	2	3	16	2	2	46	1	1	4	1	99	A	177995.1864	375408.7889	2	R	356	Coimbra	2	29.3	2			1 | 2	1
14242	3	0	0	1	2	0	0	1	1	98	2	1	1	0	3	20	1	2	1	3	16	2	2	45	1	3	11	2	99	C	172191.8711	360215.9996	2	U	328	Coimbra	2	12.9	2			1 | 1	1
14243	4	1	0	0	3	0	0	2	98	98	2	2	2	0	3	21	1	1	2	3	16		2	45	1	5	14	2	1	E	176315.9429	360351.9319	2	U	314	Coimbra	1	23.0	2			1 | 1	1
14244	3	0	0	0	3	0	0	1	98	98	1		0	1	2	23	2	2	2	1	7	2	1				7		2	B	176017.62	347727.66	1	R	114	Condeixa-a-Nova	2	20.8	2			1 | 2	1
14245	1	0	0	0	1	0	0	98	98	98	1	0	0	1	3	79	1	98	98	6	10	2	1				10		1	D	174744.8748	362433.4756	5	U	331	Coimbra	2	33.0	2			4 | 1	1
14246	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	20	2	2	2	6	99	2	1				99		2	99	157688.75	349246.44	1	R	50	Soure	2	13.2	2			1 | 2	1
14247	3	0	0	1	2	0	0	2	98	98	2	1	1	0	2	30	1	2	2	3	11	2	1				11		99	C	145641.32	348115.51	1	R	126	Figueira da Foz	2	55.8	2			2 | 1	1
14248	3	0	0	0	3	0	0	1	98	98	2	2	1	0	1	29	1	2	2	3	11	2	1				11		3	C	193447.98	337356.73	1	U	207	Castanheira de Pêra	2	42.8	2			2 | 1	1
14249	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	22	2	2	2	1	7	2	1				7		99	B	159411.37	319299.15	1	R	116	Pombal	2	71.2	2			1 | 2	1
14250	2	0	0	0	2	0	0	2	98	98	2	2	2	0	2	29	2	2	2	3	11	2	1				11		3	C	177403.1952	370968.028	2	U	356	Coimbra	2	29.1	2			2 | 2	1
14251	3	0	0	0	3	0	0	1	98	98	2	1	1	0	2	21	1	2	2	3	99	2	1				99		3	99	173177.42	346973.72	1	R	114	Condeixa-a-Nova	2	20.4	2			1 | 1	1
14252	2	0	0	0	2	0	0	1	98	98	1		0	1	2	28	1	2	2	1	7	2	1				7		99	B	175795.19	347891.55	1	R	114	Condeixa-a-Nova	2	62.5	2			2 | 1	1
14253	2	0	0	1	1	0	0	1	98	98	2	1	1	0	2	45	2	1	1	1	7	2	1				7		3	B	175084.2812	359660.2877	2	U	305	Coimbra	2	2.6	2			3 | 2	1
14254	3	0	0	0	3	0	0	1	98	98	2	1	1	0	3	69	2	1	2	99	99		1				99		99	99	176786.3018	358564.6044	2	U	320	Coimbra	1	42.1	0			4 | 2	1
14255	2	0	0	0	2	0	0	1	98	98	1		0	1	2	21	1	2	1	3	11	2	1				11		2	C	149414.43	350278.9	1	R	59	Montemor-o-Velho	2	40.3	2			1 | 1	1
14256	2	0	0	0	2	0	0	1	98	98	1		0	1	2	41	2	2	2	4	11		1				11		99	D	174441.4991	359164.3052	2	U	307	Coimbra	2	25.4	2			2 | 2	1
14257	3	0	0	0	3	0	0	2	2	98	2	2	2	0	2	30	1	1	2	1	13		2	30	2	1	7	2	99	B	175938.7701	364355.0206	2	U	335	Coimbra	2	26.1	2			2 | 1	1
14259	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	21	2	2	2	4	11	2	1				11		2	D	184554.23	373632.29	1	R	112	Penacova	2	40.3	2			1 | 2	1
14260	2	0	0	0	2	0	0	1	98	98	2	2	1	0	3	41	2	2	1	6	11	2	1				11		99	D	149033.12	384242.56	1	U	1	Mira	2	47.7	2			2 | 2	1
14261	3	1	0	0	2	0	0	2	98	98	2	1	1	1	2	38	1	2	2	3	11	2	1				11		99	C	174735.058	361746.3103	2	U	331	Coimbra	2	30.4	2			2 | 1	1
14262	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	65	1	1	1	6	10		1				10		2	D	172140.94	360319.5851	2	U	328	Coimbra	2	8.3	2			4 | 1	1
14263	2	0	0	0	2	0	0	2	98	98	2	2	2	1	2	50	2	2	2	1	7	2	1				7		99	B	164926.39	357781.67	4	U	364	Coimbra	2	37.5	2			3 | 2	1
14264	2	0	0	0	2	0	0	1	98	98	1		0	1	3	20	1	2	2	3	14	2	1				14		2	D	136625.48	355554.31	1	U	67	Figueira da Foz	2	51.3	2			1 | 1	1
14265	4	0	1	0	3	2	3	3	1	98	2	1	1	0	2	62	2	2	3	6	15		2	65	1	3	7	2	99	B	175599.8185	364524.6759	2	U	335	Coimbra	2	16.4	2			3 | 2	1
14266	2	0	0	0	2	0	0	98	98	98	2	1	98	1	1	72	2	98	99	4	10	2	1				10		99	C	173782.6222	358252.3307	2	U	324	Coimbra	2	16.1	2			4 | 2	1
14267	2	0	0	0	2	0	0	2	98	98	2	2	2	1	2	47	2	2	2	2	7	2	1				7		99	B	174732.2887	360349.7488	2	U	303	Coimbra	2	18.6	2			3 | 2	1
14268	3	1	0	0	2	0	0	2	98	98	1	0	0	1	2	46	1	2	2	1	7	2	1				7		5	B	175094.0106	354924.0408	1	U	344	Coimbra	2	14.0	2			3 | 1	1
14269	2	0	0	0	2	0	0	1	98	98	2	2	1	0	3	42	1	2	2	4	99	2	1				99		99	99	155702.19	360776.44	1	R	56	Montemor-o-Velho	2	54.0	2			2 | 1	1
14270	2	0	0	0	2	0	0	1	98	98	2	2	1	1	2	59	2	98	2	1	10	2	1				10		99	B	174735.058	361746.3103	2	U	331	Coimbra	2	30.5	2			3 | 2	1
14271	2	0	0	0	2	0	0	2	98	98	2	2	2	0	2	44	1	2	2	1	7	2	1				7		99	B	176576.6422	363011.0633	2	U	336	Coimbra	2	23.1	2			2 | 1	1
14272	2	0	0	0	2	0	0	1	98	98	1		0	1	3	17	1	1	1	4	16		2	44	1	5	4	1	3	B	176338.4318	360505.5794	2	U	313	Coimbra	1	28.5	2			1 | 1	1
14273	3	0	0	0	3	0	0	3	98	98	2	3	3	0	2	58	1	1	2	2	13		1				13		5	C	169488.7892	359245.6373	2	U	347	Coimbra	2	16.5	2			3 | 1	1
14274	1	0	0	0	1	0	0	98	98	98	1	0	0	1	1	31	1	1	99	3	11	2	1				11		1	C	176319.4295	358511.911	1	U	320	Coimbra	1	23.9	2			2 | 1	1
14275	2	0	0	0	2	0	0	1	98	98	2	2	2	0	3	20	2	2	2	3	14	2	1				14		2	D	161642.37	357674.88	1	R	53	Montemor-o-Velho	2	23.8	2			1 | 2	1
14276	3	0	0	0	3	0	0	1	98	98	2	1	1	0	3	38	2	2	2	3	99	2	1				99		99	99	192822.17	354061.55	1	R	30	Lousã	2	29.8	2			2 | 2	1
14277	3	0	0	0	3	0	0	1	98	98	2	1	1	0	2	21	2	2	2	3	11	2	1				11		1	C	193456.4	337303.7	1	U	207	Castanheira de Pêra	2	48.8	2			1 | 2	1
14278	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	54	2	1	1	5	11	2	1				11		1	D	177343.1958	372361.5412	2	U	356	Coimbra	2	26.0	3			3 | 2	1
14279	1	0	0	0	1	0	0	98	98	98	1	0	0	1	1	62	2	98	99	1	10		1				10		99	B	177781.594	360591.3709	1	U	337	Coimbra	1	14.2	0			3 | 2	1
14280	2	0	0	0	2	0	0	1	98	98	2	1	1	1	2	66	1	98	2	4	10	2	1				10		99	C	175057.4404	360220.9745	2	U	301	Coimbra	2	6.9	2			4 | 1	1
14281	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	33	1	2	2	1	7	2	1				7		2	B	183333.34	346824.95	1	U	35	Miranda do Corvo	2	64.1	2			2 | 1	1
14282	2	0	0	0	2	0	0	2	98	98	2	2	1	0	1	23	1	2	1	3	14	2	1				14		2	D	143993.42	357768.71	1	R	127	Figueira da Foz	2	70.8	2			1 | 1	1
14283	3	1	0	0	2	0	0	2	98	98	2	2	2	0	2	29	1	2	2	1	7	2	1				7		99	B	168445.5847	359132.4887	2	U	347	Coimbra	2	18.2	2			2 | 1	1
14284	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	21	2	1	2	3	11	2	1				11		3	C	193620.93	354196.01	1	R	30	Lousã	2	18.4	2			1 | 2	1
14285	2	0	0	0	2	0	0	2	98	98	1	0	0	1	1	20	2	2	2	3	13	2	1				13		2	D	168914.11	376974.55	1	R	104	Cantanhede	2	45.5	2			1 | 2	1
14286	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	24	1	2	2	4	7	2	1				7		2	C	209155.82	376680.32	1	U	202	Tábua	2	54.9	2			1 | 1	1
14287	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	32	1	2	2	3	14	2	1				14		99	D	165169.36	322669.42	4	R	115	Pombal	2	116.2	2			2 | 1	1
14288	2	0	0	0	2	0	0	2	98	98	2	1	1	0	2	38	1	2	2	6	14	2	1				14		3	E	183269.99	346842.55	1	U	35	Miranda do Corvo	2	64.1	2			2 | 1	1
14289	2	0	0	0	2	0	0	1	98	98	1		0	1	2	21	1	2	1	4	11	2	1				11		3	D	138538.98	351496.81	1	U	66	Figueira da Foz	2	45.5	2			1 | 1	1
14290	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	24	2	2	2	5	14	2	1				14		2	E	159790.71	319646.08	1	R	116	Pombal	2	71.2	2			1 | 2	1
14291	1	0	0	0	1	0	0	1	98	98	2	2	98	0	2	62	1	1	99	6	6	1	1				6		99	C	175084.2812	359660.2877	2	U	305	Coimbra	2	1.3	2			3 | 1	1
14292	2	0	0	0	2	0	0	1	98	98	1		0	1	2	21	1	2	2	3	99	2	1				99		2	99	161659.12	357665.24	1	R	53	Montemor-o-Velho	2	36.3	2			1 | 1	1
14293	3	1	0	0	2	0	0	2	98	98	2	1	1	0	2	51	2	2	2	6	15		2	49	1	6	11	2	99	D	175084.2812	359660.2877	2	U	305	Coimbra	2	2.6	2			3 | 2	1
14294	3	0	0	0	3	0	0	1	98	98	1		0	1	2	43	1	2	2	1	7	2	1				7		99	B	154886.42	336559.63	1	R	121	Pombal	2	46.4	2			2 | 1	1
14295	2	0	0	0	2	0	0	2	98	98	2	2	2	1	2	25	1	1	2	3	16	2	2	47	2	1	7	2	99	B	174532.8144	361927.2951	2	U	331	Coimbra	2	30.4	2			2 | 1	1
14296	5	0	0	0	5	0	0	3	98	98	2	2	2	0	2	31	1	98	3	2	13		2	63	1	6	10	99	3	D	172140.94	360319.5851	2	U	328	Coimbra	2	13.8	2			2 | 1	1
14297	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	42	1	2	2	4	99	2	1				99		1	99	161612.42	357676.91	1	R	53	Montemor-o-Velho	2	38.5	2			2 | 1	1
14298	3	0	0	0	3	0	0	1	98	98	1		0	1	2	21	1	2	2	4	99	2	1				99		2	99	209506.5	377100.97	1	U	202	Tábua	2	54.9	2			1 | 1	1
14299	2	0	0	0	2	0	0	1	98	98	1		0	1	2	63	1	1	2	6	99		1				99		99	99	176697.39	359004.5262	2	U	318	Coimbra	2	22.7	2			3 | 1	1
14300	3	0	0	1	2	0	0	1	98	98	1		0	1	3	15	2	2	2	5	16		2	44	1	1	3	2	99	A	174872.6137	360060.2811	1	U	301	Coimbra	2	13.3	2			1 | 2	1
14301	3	0	0	0	3	0	0	1	98	98	2	2	1	0	2	18	1	3	3	4	99	2	2	57	1	6	14	2	99	E	168803.6	380251.72	2	R	103	Cantanhede	2	65.0	2			1 | 1	1
14302	2	0	0	0	2	0	0	1	98	98	2	1	1	0	1	48	1	1	2	5	99	2	1				99		2	99	171721.47	370446.6	1	U	111	Mealhada	2	68.8	2			3 | 1	1
14303	1	0	0	0	1	0	0	1	98	98	2	1	1	0	2	28	2	1	1	3	3	2	1				3		2	A	178503.8388	356179.148	2	U	343	Coimbra	2	43.5	2			2 | 2	1
14304	1	0	0	0	1	0	0	1	98	98	1		0	1	2	23	2	98	99	1	7	2	1				7		1	B	176202.9698	361580.6656	2	U	312	Coimbra	2	9.4	2			1 | 2	1
14305	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	23	1	2	2	1	7	2	1				7		1	B	140872.64	341714.14	1	R	123	Figueira da Foz	2	56.5	2			1 | 1	1
14306	5	0	0	1	4	0	0	1	98	98	2	2	1	0	3	18	2	2	3	4	11	2	2	50	1	5	14	2	99	E	168603.276	359512.0049	2	U	347	Coimbra	2	20.9	2			1 | 2	1
14307	2	0	0	0	2	0	0	98	98	98	2	1	98	0	3	19	2	1	98	3	16		2	51	1	5	6	1	2	C	176338.4318	360505.5794	2	U	313	Coimbra	1	23.4	2			1 | 2	1
14308	4	0	0	1	3	0	0	2	1	98	2	1	1	0	2	21	2	2	3	3	16	2	2	54	1	1	7	2	99	B	174136.3976	362804.2237	2	U	330	Coimbra	2	39.6	2			1 | 2	1
14309	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	46	1	2	2	5	11	2	1				11		3	D	148429.68	384158.33	1	U	1	Mira	2	49.0	2			3 | 1	1
14310	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	29	1	2	2	1	7	2	1				7		99	B	180293.365	362977.1043	2	U	359	Coimbra	2	86.1	2			2 | 1	1
14311	2	0	0	0	2	0	0	1	98	98	1		0	1	2	42	1	2	2	4	14	2	1				14		1	E	200225.54	381020.74	1	U	201	Santa Comba Dão	2	53.3	2			2 | 1	1
14312	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	22	2	2	2	3	11	2	2	46	1	4	3	2	3	B	162201.4358	365655.1659	2	U	351	Coimbra	2	158.5	2			1 | 2	1
14313	2	0	0	0	2	0	0	2	98	98	2	1	1	0	2	34	2	2	2	1	7	2	1				7		99	B	174682.0779	360964.3353	2	U	309	Coimbra	1	26.6	2			2 | 2	1
14314	4	0	0	0	4	0	0	2	98	98	2	3	2	0	2	25	2	2	4	2	7	2	1				7		3	B	175084.2812	359660.2877	2	U	305	Coimbra	2	9.8	2			2 | 2	1
14315	2	0	0	0	2	0	0	2	1	98	2	2	2	1	3	16	2	2	2	4	16		2	42	1	3	7	2	99	B	175084.2812	359660.2877	2	U	305	Coimbra	2	6.4	2			1 | 2	1
14316	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	21	1	1	2	4	11	2	1				11		3	D	148428.02	384144.97	1	U	1	Mira	2	37.2	2			1 | 1	1
14317	3	0	0	0	3	0	0	1	98	98	2	2	1	0	2	22	1	2	2	2	99	2	1				99		99	99	154688.09	336706.3	1	R	121	Pombal	2	47.3	2			1 | 1	1
14318	2	0	0	0	2	0	0	2	98	98	2	2	2	1	2	36	1	2	2	3	11	2	1				11		99	C	179695.197	359797.4381	2	U	360	Coimbra	2	9.0	2			2 | 1	1
14319	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	41	1	2	2	4	99	2	1				99		99	99	150877.63	361002.23	1	R	132	Montemor-o-Velho	2	75.2	2			2 | 1	1
14320	2	0	0	0	2	0	0	1	98	98	2	1	1	1	2	65	1	98	1	4	10	2	1				10		99	C	179208.0754	361073.2367	2	U	359	Coimbra	2	5.3	3			4 | 1	1
14321	3	0	0	0	3	0	0	3	1	98	2	3	3	0	2	19	2	1	2	3	16		2	46	1	4	11	2	99	D	175599.8185	364524.6759	2	U	335	Coimbra	2	17.8	2			1 | 2	1
14322	2	0	0	0	2	0	0	1	98	98	1		0	1	2	38	1	2	2	6	99	2	1				99		2	99	136606.75	355531.82	1	U	67	Figueira da Foz	2	50.0	2			2 | 1	1
14323	2	0	0	0	2	0	0	2	1	98	2	2	2	1	2	37	1	2	2	1	7	2	1				7		99	B	168603.276	359512.0049	2	U	347	Coimbra	2	18.2	2			2 | 1	1
14324	2	0	0	0	2	0	0	1	98	98	1		0	1	3	21	2	2	2	4	11	2	1				11		1	D	142882.46	345147.5	1	R	125	Figueira da Foz	2	44.4	2			1 | 2	1
14325	5	0	0	0	5	0	0	3	98	1	2	4	3	0	3	17	1	3	3	4	16		2	53	1	6	99	1	99	99	168445.5847	359132.4887	2	U	347	Coimbra	2	17.7	2			1 | 1	1
14326	4	0	0	0	4	0	0	2	98	98	2	2	2	0	2	65	1	2	4	4	10		1				10		99	C	175569.4142	362031.3941	2	U	336	Coimbra	2	4.8	2			4 | 1	1
14327	4	1	0	1	2	0	0	2	1	98	2	4	2	0	2	58	1	2	2	3	11	2	1				11		99	C	175938.7701	364355.0206	2	U	335	Coimbra	2	14.9	2			3 | 1	1
14328	2	0	0	0	2	0	0	1	98	98	2	2	1	0	3	32	2	2	2	4	99	2	1				99		99	99	150819.93	361022.36	1	R	132	Montemor-o-Velho	2	64.9	2			2 | 2	1
14329	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	72	1	98	1	5	10		1				10		99	D	180293.365	362977.1043	2	U	359	Coimbra	2	5.3	2			4 | 1	1
14330	2	0	0	0	2	0	0	1	98	98	2	2	1	0	1	23	1	2	2	1	7	2	1				7		1	B	193440.41	337295.28	1	U	207	Castanheira de Pêra	2	36.4	2			1 | 1	1
14331	2	0	0	0	2	0	0	1	98	98	1		0	1	3	66	2	1	1	6	15		1				15		99	D	176791.5002	358520.8816	1	U	320	Coimbra	1	42.1	2			4 | 2	1
14332	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	37	1	2	2	3	6	1	1				6		2	B	165703	350307.65	1	R	39	Condeixa-a-Nova	2	45.1	2			2 | 1	1
14333	2	0	0	0	2	0	0	2	98	98	2	2	2	1	2	23	2	1	2	3	16	2	2	47	2	3	9	2	99	C	173928.4596	361033.1897	2	U	330	Coimbra	2	39.6	2			1 | 2	1
14334	2	0	0	0	2	0	0	1	98	98	2	1	1	0	1	23	1	2	2	1	3	2	1				3		1	A	199019.52	327558.87	1	U	208	Pedrógão Grande	2	56.5	2			1 | 1	1
14335	4	0	0	0	4	0	0	1	98	98	2	2	1	0	2	31	1	2	2	4	11	2	1				11		99	D	148421	337421.86	1	R	120	Pombal	2	92.4	2			2 | 1	1
14336	1	0	0	0	1	0	0	98	98	98	1	0	0	1	3	67	2	98	98	6	10	2	1				10		99	D	175057.4404	360220.9745	2	U	301	Coimbra	2	12.7	2			4 | 2	1
14337	3	0	0	0	3	0	0	1	98	98	2	2	1	0	1	39	1	2	2	5	11	2	1				11		2	D	168384.24	388486.19	1	R	108	Anadia	2	57.5	2			2 | 1	1
14338	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	38	2	1	2	4	11	2	1				11		2	D	142792.05	344990.89	1	R	125	Figueira da Foz	2	41.8	2			2 | 2	1
14339	2	0	0	0	2	0	0	2	98	98	1	0	0	1	2	68	2	2	2	4	11	2	1				11		3	D	157711.49	344407.1	1	U	48	Soure	2	51.1	2			4 | 2	1
14340	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	38	1	2	2	3	7	2	1				7		99	B	145657.42	348094.33	1	R	126	Figueira da Foz	2	55.8	2			2 | 1	1
14341	2	0	0	0	2	0	0	1	98	98	2	2	2	0	1	21	2	2	2	3	14	2	1				14		2	D	157252.11	354492.76	1	R	51	Soure	2	20.0	2			1 | 2	1
14342	4	0	0	2	2	0	0	2	1	98	2	2	2	0	2	50	2	1	2	3	10		2	49	1	3	7	2	3	B	179723.2553	359705.1459	2	U	360	Coimbra	2	6.8	2			3 | 2	1
14343	3	0	0	0	3	0	0	3	98	98	2	2	2	1	2	24	2	3	3	1	7	2	2	57	2	1	7	2	99	B	172032.4896	358903.6134	2	U	326	Coimbra	2	16.4	2			1 | 2	1
14344	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	37	1	1	2	99	99		1				99		99	99	174347.0276	359033.4621	1	U	307	Coimbra	2	22.8	2			2 | 1	1
14345	3	0	0	0	3	0	0	2	2	98	2	2	2	0	2	46	2	1	2	3	11	2	1				11		99	C	172839.5193	356743.0984	2	U	324	Coimbra	2	13.1	2			3 | 2	1
14346	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	37	1	2	2	3	99	2	1				99		1	99	182911.18	355151.73	1	R	34	Miranda do Corvo	2	39.7	2			2 | 1	1
14347	2	0	0	0	2	0	0	2	98	98	1	0	0	1	1	21	2	2	2	3	14	2	1				14		1	D	149410.99	350287.93	1	R	59	Montemor-o-Velho	2	50.3	2			1 | 2	1
14348	3	0	0	0	3	0	0	1	98	98	2	2	1	0	3	40	1	2	2	6	11	2	1				11		99	D	150858.84	361012.97	1	R	132	Montemor-o-Velho	2	75.2	2			2 | 1	1
14349	1	0	0	0	1	0	0	98	98	98	1	0	0	1	1	72	1	98	99	6	10	2	1				10		1	D	179208.0754	361073.2367	2	U	359	Coimbra	2	5.3	2			4 | 1	1
14350	2	0	0	0	2	0	0	1	98	98	1		0	1	2	24	2	2	2	2	11	2	1				11		1	C	138628.34	351294.92	1	U	66	Figueira da Foz	2	44.0	2			1 | 2	1
14351	4	0	0	1	3	0	0	3	1	98	2	2	2	0	2	47	1	2	3	3	11	2	1				11		99	C	171997.0033	359257.9324	2	U	326	Coimbra	2	13.7	2			3 | 1	1
14352	2	0	0	0	2	0	0	1	98	98	2	1	1	0	1	23	2	2	2	1	99	2	1				99		2	99	179315.6	379660.94	1	R	110	Mealhada	2	58.3	2			1 | 2	1
14353	4	0	2	0	2	2	3	2	98	98	2	1	1	0	2	38	2	2	2	4	14	2	1				14		99	E	174767.2053	360666.2104	2	U	303	Coimbra	1	10.4	2			2 | 2	1
14354	3	0	0	0	3	0	0	1	98	98	1		0	1	1	39	2	2	2	2	99	2	1				99		99	99	171201.54	338303.97	1	R	133	Soure	2	32.2	2			2 | 2	1
14355	2	0	0	1	1	0	0	98	98	98	1	0	0	1	3	15	1	1	1	4	16		2	39	2	99	12	1	99	99	174579.7232	358330.5686	2	U	306	Coimbra	2	18.3	2			1 | 1	1
14356	4	0	1	0	3	2	3	2	1	98	2	2	2	0	2	38	1	2	2	4	11	2	1				11		99	D	175599.8185	364524.6759	2	U	335	Coimbra	2	26.1	2			2 | 1	1
14357	3	0	0	0	3	0	0	2	98	98	2	1	1	0	3	20	2	2	2	3	16	2	2	57	2	3	3	2	99	A	171151.6158	359619.763	2	U	327	Coimbra	2	23.7	4			1 | 2	1
14358	2	0	0	0	2	0	0	1	98	98	1		0	1	2	32	1	2	2	1	7	2	1				7		99	B	200216.81	381019.52	1	U	201	Santa Comba Dão	2	53.3	2			2 | 1	1
14359	3	0	0	0	3	0	0	1	98	98	1		0	1	2	19	1	3	2	4	14	2	2	49	1	4	14	2	99	E	198967.57	327506.53	1	U	208	Pedrógão Grande	2	56.5	2			1 | 1	1
14360	2	0	0	0	2	0	0	1	98	98	2	1	2	0	1	20	1	2	2	3	11	2	1				11		2	C	157262.29	354466.83	1	R	51	Soure	2	24.8	2			1 | 1	1
14361	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	34	1	2	2	1	7	2	1				7		5	B	177748.4839	365018.4247	1	U	358	Coimbra	2	25.9	2			2 | 1	1
14362	2	0	0	0	2	0	0	2	98	98	1	0	0	1	2	32	2	2	2	5	9	2	1				9		3	D	155684.97	353666.34	1	R	52	Soure	2	27.3	2			2 | 2	1
14363	2	0	0	0	2	0	0	2	98	98	1	0	0	1	3	22	2	2	2	3	11	2	1				11		3	C	157770.52	360550.17	4	R	55	Montemor-o-Velho	2	23.4	2			1 | 2	1
14364	3	0	0	1	2	0	0	2	98	1	2	1	1	0	2	41	1	2	2	3	14	2	1				14		99	D	162693.0668	361949.0234	2	U	351	Coimbra	2	78.8	4			2 | 1	1
14365	3	0	0	0	3	0	0	5	1	98	1			1	2	21	1	3	3	3	16		2	54	1	4	6	1	2	C	175526.1886	359068.86	2	U	301	Coimbra	1	20.5	2			1 | 1	1
14366	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	35	1	2	2	3	14	2	1				14		2	D	192841.15	354094.77	1	R	30	Lousã	2	60.6	2			2 | 1	1
14367	4	0	0	1	3	0	0	1	1	98	2	1	1	0	2	38	2	2	3	3	13		2	49	1	3	6	1	99	B	175599.8185	364524.6759	2	U	335	Coimbra	2	24.6	2			2 | 2	1
14368	2	0	0	0	2	0	0	1	98	98	1		0	1	1	36	1	2	2	3	11	2	1				11		3	C	157770.52	360550.17	4	R	55	Montemor-o-Velho	2	46.4	2			2 | 1	1
14369	2	0	0	0	2	0	0	1	98	98	2	2	2	0	3	24	2	2	2	5	14	2	1				14		99	E	150763.4	361010.61	1	R	132	Montemor-o-Velho	2	50.5	2			1 | 2	1
