Inq	Pessoas	P_menos10anos	P_10a14anos	P_15a18anos	P_mais18anos	Alunos - viajam acompanhados ou sozinhos	Alunos - modo de transporte	Automoveis	Motas	Desp_auto	Est_privado	Lug_Dispõe	Lug_Utiliza	Alug_estac	CartaCond	Inq_idade	Inq_sexo	Pess_Emprego	Pess_carta	Inq_Instrucao	Inq_profissão	Trab_conta	Princ_cont	PrincCont_Idade	PrincCont_Sexo	PrincCont_NivInst	PrincCont_Profissão	PrincCont_Conta PO	Rendimento	STATUS SOCIAL	Coord_X	Coord_Y	GrauGeoreferenciacao	Tipo	Zona	Concelho	Tipo_Inq	Coef_Exp	SumViagens	Polo Universitário	Ramal da Lousã	Auxiliar	Inquéritos Válidos FINAIS
998	4	1	1	0	2	3	5	1	98	98	2	1	1	0	2	39	2	1	2	5	15		2	43	1	5	12	1	99	D	201 606	366 311	4	R	204	Arganil	2	63.6	2			2 | 2	1
999	4	0	0	0	4	0	0	2	2	98	2	2	2	0	1	50	2	2	2	6	15	0	2	53	1	6	14	2	1	E	143 143	360 924	4	R	127	Figueira da Foz	2	43.9	0			3 | 2	1
1000	2	0	0	0	2	0	0	1	98	1	2	1	1	0	2	82	1	98	1	99	10	0	1				10		99	99	191 913	360 795	4	U	27	Vila Nova de Poiares	2	66.0	2			4 | 1	1
1001	4	0	0	0	4	0	0	2	1	2	2	3	2	0	2	58	2	3	4	5	6	1	1				6		99	C	150 886	377 023	4	R	105	Cantanhede	2	40.7	0			3 | 2	1
1002	1	0	0	0	1	0	0	1	98	98	2	1	1	0	2	42	1	1	1	5	14	2	1				14		2	E	160 965	375 627	1	U	6	Cantanhede	2	50.4	2			2 | 1	1
1003	1	0	0	0	1	0	0	98	98	98	1			1	3	79	2	98	98	6	10		1				10		3	D	219 577	369 433	2	R	203	Oliveira do Hospital	2	58.9	2			4 | 2	1
1004	2	0	0	0	2	0	0	98	1	98	1			1	3	71	2	98	99	6	10	0	2	72	1	6	10	99	1	D	147 890	360 834	1	R	128	Figueira da Foz	2	40.8	0			4 | 2	1
1005	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	58	1	1	1	5	12	1	1				12		99	D	144 280	345 881	4	R	125	Figueira da Foz	2	106.3	2			3 | 1	1
1006	3	0	0	0	3	0	0	2	1	98	2	2	2	0	2	24	1	1	2	3	11	2	1				11		4	C	167 116	367 295	2	U	8	Cantanhede	2	33.0	2			1 | 1	1
1007	5	0	0	0	5	0	0	98	98	98	1			1	3	57	1	2	2	3	10	0	1				10		99	C	144 024	358 251	4	R	127	Figueira da Foz	2	42.6	0			3 | 1	1
1008	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	68	2	98	1	7	10	0	1				10		1	D	147 259	371 901	2	R	106	Cantanhede	2	43.8	2			4 | 2	1
1009	4	0	0	1	3	0	0	2	98	1	2	1	1	0	2	23	2	2	2	1	13		2	50	1	3	7	2	4	B	191 913	360 795	4	U	27	Vila Nova de Poiares	2	23.8	2			1 | 2	1
1011	4	1	1	0	2	6	5	2	1	98	2	2	2	0	2	39	2	1	2	1	7	2	2	40	1	3	4	1	3	A	145 301	369 168	4	R	128	Figueira da Foz	2	32.3	0			2 | 2	1
1012	6	0	2	1	3	2	3	2	98	98	1			1	2	45	2	1	2	6	15		2	43	1	6	12	1	99	E	222 678	381 294	1	R	203	Oliveira do Hospital	2	54.0	2			3 | 2	1
1014	2	0	0	0	2	0	0	2	1	98	2	2	2	0	2	53	1	2	1	6	14	2	1				14		4	E	160 823	376 158	1	U	6	Cantanhede	2	32.6	2			3 | 1	1
1015	2	0	0	0	2	0	0	2	1	98	2	2	2	0	2	53	1	2	1	6	14	2	1				14		4	E	160 823	376 158	1	U	6	Cantanhede	2	32.6	2			3 | 1	1
1016	2	0	0	0	2	0	0	2	98	98	2	4	2	0	2	69	1	2	2	4	12	1	1				12		99	D	145 672	354 913	4	R	128	Figueira da Foz	2	60.2	0			4 | 1	1
1017	5	3	0	0	2	0	0	2	98	98	2	2	2	0	2	37	1	2	2	1	7	2	1				7		4	B	160 297	374 083	4	R	6	Cantanhede	2	50.4	2			2 | 1	1
1018	3	0	0	0	3	0	0	2	2	98	2	2	2	0	2	49	2	2	3	3	14	2	1				14		2	D	147 352	370 323	4	R	106	Cantanhede	2	40.6	2			3 | 2	1
1019	1	0	0	0	1	0	0	98	98	98	1			1	3	73	1	98	98	7	10	0	1				10		1	D	223 667	377 624	2	R	203	Oliveira do Hospital	2	55.5	2			4 | 1	1
1020	4	0	1	0	3	6	5	1	98	98	2	1	1	0	2	33	2	2	2	3	9	2	1				9		99	C	140 913	341 533	2	U	123	Figueira da Foz	2	49.9	4			2 | 2	1
1021	5	0	0	0	5	0	0	3	1	98	1			2	3	53	2	3	3	6	15	0	2	53	1	6	14	2	99	E	189 046	364 521	2	R	24	Penacova	2	15.0	2			3 | 2	1
1022	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	44	2	2	2	4	11	2	1				11		1	D	143 979	357 618	2	R	127	Figueira da Foz	2	40.6	2			2 | 2	1
1023	1	0	0	0	1	0	0	98	98	98	1			1	3	64	2	98	98	7	10	0	1				10		1	D	197 931	364 483	4	R	204	Arganil	2	70.5	0			3 | 2	1
1024	1	0	0	0	1	0	0	98	98	98	1			1	3	73	2	98	98	7	10	0	1				10		1	D	144 024	358 251	4	R	127	Figueira da Foz	2	58.0	0			4 | 2	1
1025	4	0	1	0	3	1	4	2	1	98	2	2	2	0	2	41	2	2	3	5	15	0	2	44	1	5	7	2	2	C	147 172	355 294	4	R	128	Figueira da Foz	2	32.3	2			2 | 2	1
1026	4	1	1	0	2	3	1	2	1	98	1			1	2	40	2	2	2	5	14	2	2	40	1	4	11	2	2	D	167 432	367 485	2	R	8	Cantanhede	2	33.5	2			2 | 2	1
1027	2	0	0	0	2	0	0	98	98	98	1			1	3	66	2	2	98	6	10		2	68	1	6	10	2	2	D	144 024	358 251	4	R	127	Figueira da Foz	2	58.0	0			4 | 2	1
1028	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	73	1	98	1	6	10	0	1				10		4	D	161 375	374 887	1	U	6	Cantanhede	2	45.6	2			4 | 1	1
1029	1	0	0	0	1	0	0	98	98	98	2	1	98	0	3	80	2	98	98	7	10	0	1				10		1	D	139 748	373 597	2	R	106	Cantanhede	2	43.8	0			4 | 2	1
1030	3	0	0	0	3	0	0	2	98	98	2	1	1	0	2	54	1	3	2	6	13	1	2	48	2	6	11	2	1	D	184 004	359 909	2	R	25	Vila Nova de Poiares	2	42.1	2			3 | 1	1
1031	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	70	2	2	1	7	6	1	2	74	1	6	6	1	99	C	218 250	370 993	1	R	203	Oliveira do Hospital	2	58.9	2			4 | 2	1
1032	2	0	0	0	2	0	0	1	1	98	2	1	1	0	3	48	2	1	1	6	15	0	2	52	1	6	12	1	1	E	146 202	364 501	4	R	128	Figueira da Foz	2	45.2	2			3 | 2	1
1033	4	0	0	1	3	0	0	1	1	98	2	2	1	0	2	57	1	1	1	6	10		2	29	2	4	11	2	2	D	167 053	367 170	4	R	8	Cantanhede	2	67.4	2			3 | 1	1
1034	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	35	2	1	2	6	15	0	2	36	1	4	12	1	99	D	142 793	345 370	1	U	125	Figueira da Foz	2	41.8	3			2 | 2	1
1035	3	0	0	0	3	0	0	1	98	98	2	1	1	0	2	27	1	1	1	1	7	2	1				7		99	B	138 223	351 263	1	U	66	Figueira da Foz	2	45.9	2			2 | 1	1
1036	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	80	1	98	1	6	10	0	1				10		1	D	158 577	380 471	4	R	2	Cantanhede	2	40.3	0			4 | 1	1
1037	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	41	2	1	1	1	7	2	1				7		4	B	144 024	358 251	4	R	127	Figueira da Foz	2	40.6	2			2 | 2	1
1038	2	0	0	0	2	0	0	1	1	98	2	1	1	0	2	59	1	2	2	6	10	0	1				10		3	D	144 302	360 080	4	R	127	Figueira da Foz	2	42.6	2			3 | 1	1
1039	2	0	0	0	2	0	0	3	98	98	2	2	2	0	2	27	1	2	2	4	12	1	2	54	2	5	14	2	99	E	187 730	362 850	4	R	25	Vila Nova de Poiares	2	42.1	0			2 | 1	1
1040	2	0	0	0	2	0	0	1	98	98	1			1	3	60	2	98	1	7	15		2	60	1	6	99	99	1	99	167 023	367 130	2	U	8	Cantanhede	2	44.1	0			3 | 2	1
1041	3	0	0	0	3	0	0	2	98	98	2	1	1	0	2	19	2	2	3	3	13		2	50	2	5	7	2	99	C	142 398	355 461	2	R	127	Figueira da Foz	2	53.6	2			1 | 2	1
1042	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	62	2	98	2	7	10	0	2	65	1	6	10	99	99	D	138 921	360 763	1	R	129	Figueira da Foz	2	69.4	0			3 | 2	1
1043	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	69	2	98	1	3	10	0	1				10		3	C	161 877	375 054	1	U	6	Cantanhede	2	30.8	2			4 | 2	1
1044	4	0	0	0	4	0	0	1	98	1	2	1	1	0	2	50	2	2	3	6	15	0	2	60	1	6	11	2	99	D	191 913	360 795	4	U	27	Vila Nova de Poiares	2	12.9	0			3 | 2	1
1045	3	0	0	0	3	0	0	2	98	98	2	1	1	0	2	59	1	1	3	4	10	0	1				10		3	C	144 024	358 251	4	R	127	Figueira da Foz	2	42.6	2			3 | 1	1
1046	3	0	0	1	2	0	0	1	2	98	2	1	1	0	3	44	2	1	1	6	15	0	2	49	1	5	14	2	2	E	144 953	356 236	4	R	127	Figueira da Foz	2	40.6	0			2 | 2	1
1047	1	0	0	0	1	0	0	98	98	98	2	1	98	0	1	75	2	98	99	6	10	0	1				10		1	D	141 237	340 701	4	R	123	Figueira da Foz	2	65.8	0			4 | 2	1
1048	1	0	0	0	1	0	0	98	98	98	2	1	98	0	3	46	2	1	98	99	15	0	1				15		99	99	144 543	367 280	4	R	128	Figueira da Foz	2	45.2	0			3 | 2	1
1049	4	0	0	0	4	0	0	2	2	98	2	2	2	0	2	44	2	1	3	4	11	2	2	51	1	5	11	2	3	D	144 953	356 236	4	R	127	Figueira da Foz	2	40.6	0			2 | 2	1
1050	3	0	0	0	3	0	0	98	1	98	2	1	1	0	3	65	1	98	99	6	10		1				10		1	D	160 882	375 238	2	U	6	Cantanhede	2	45.6	2			4 | 1	1
1051	2	0	0	0	2	0	0	98	98	98	1			1	3	65	1	98	98	99	10	0	1				10		99	99	139 589	349 234	4	R	124	Figueira da Foz	2	46.9	0			4 | 1	1
1052	1	0	0	0	1	0	0	98	98	98	1			1	3	77	2	98	98	7	10	0	1				10		1	D	187 615	366 875	2	U	24	Penacova	2	21.2	0			4 | 2	1
1053	2	0	0	0	2	0	0	98	1	98	1			1	2	75	1	98	1	6	10	0	1				10		1	D	138 830	355 083	1	U	64	Figueira da Foz	2	28.8	2			4 | 1	1
1054	3	0	0	0	3	0	0	1	98	98	2	1	1	0	3	63	2	98	1	99	99		1				99		99	99	141 450	339 636	1	R	123	Figueira da Foz	2	58.9	0			3 | 2	1
1055	3	0	0	0	3	0	0	3	1	98	2	4	4	0	2	32	1	3	3	1	7	2	1				7		99	B	222 920	376 772	2	U	203	Oliveira do Hospital	2	103.8	3			2 | 1	1
1056	3	0	0	0	3	0	0	1	98	98	1			1	3	75	2	1	1	7	10		2	42	2	5	99	99	99	99	167 017	367 254	2	U	8	Cantanhede	2	57.4	0			4 | 2	1
1057	2	0	0	0	2	0	0	98	98	98	2	1	98	0	1	64	1	98	1	6	10	0	1				10		2	D	138 411	360 903	1	R	129	Figueira da Foz	2	34.6	0			3 | 1	1
1058	6	2	0	0	4	0	0	2	98	98	2	1	1	0	1	56	2	2	3	3	13		2	60	1	6	13	99	99	E	141 689	344 131	2	U	124	Figueira da Foz	2	69.6	0			3 | 2	1
1059	3	0	0	0	3	0	0	3	98	98	2	3	3	0	2	60	1	2	2	2	10	0	1				10		3	B	161 389	374 514	1	U	6	Cantanhede	2	32.6	4			3 | 1	1
1060	1	0	0	0	1	0	0	98	98	98	1			1	3	88	1	98	98	7	10		1				10		1	D	139 589	349 234	4	R	124	Figueira da Foz	2	46.9	0			4 | 1	1
1061	1	0	0	0	1	0	0	98	98	98	1			1	3	83	2	98	98	7	10	0	1				10		1	D	160 916	375 221	1	U	6	Cantanhede	2	30.8	2			4 | 2	1
1062	5	1	2	0	2	99	99	98	98	98	1			1	3	78	2	2	98	6	6	1	2	80	1	7	6	1	99	D	180 326	329 023	4	R	135	Ansião	2	31.8	0			4 | 2	1
1063	2	0	0	0	2	0	0	98	98	98	1			1	3	78	1	98	98	6	10	0	1				10		1	D	227 016	387 554	4	R	203	Oliveira do Hospital	2	55.5	0			4 | 1	1
1064	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	64	2	98	1	6	15		2	75	1	6	10	99	99	D	138 944	355 371	1	U	64	Figueira da Foz	2	36.0	2			3 | 2	1
1065	2	0	0	0	2	0	0	1	1	98	2	6	1	0	2	65	1	98	1	7	10	0	1				10		1	D	153 560	378 396	4	R	3	Cantanhede	2	29.3	2			4 | 1	1
1066	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	64	2	1	1	6	15	0	2	64	1	5	14	2	99	E	143 301	357 059	4	R	127	Figueira da Foz	2	43.9	0			3 | 2	1
1067	1	0	0	0	1	0	0	98	98	98	2	1	98	0	3	87	2	98	98	7	10	0	1				10		1	D	144 073	357 684	2	R	127	Figueira da Foz	2	58.0	0			4 | 2	1
1068	4	0	0	0	4	0	0	5	1	98	2	1	1	0	2	24	2	2	2	1	13		2	45	1	5	14	2	2	E	166 994	367 203	5	U	8	Cantanhede	2	26.2	2			1 | 2	1
1069	3	0	1	0	2	3	5	2	1	98	2	1	1	0	2	58	1	98	2	6	13		1				13		4	E	141 168	347 170	1	R	124	Figueira da Foz	2	55.8	2			3 | 1	1
1070	5	0	0	1	4	0	0	2	1	98	2	2	2	0	2	31	2	3	4	1	7	2	1				7		6	B	161 178	375 281	1	U	6	Cantanhede	2	48.2	6			2 | 2	1
1071	4	0	0	0	4	0	0	2	98	98	1			1	2	24	2	2	3	3	16	0	2	60	1	3	10	99	99	C	138 830	355 083	1	U	64	Figueira da Foz	2	42.2	0			1 | 2	1
1072	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	38	1	98	2	4	10		2	70	1	6	10	99	99	D	153 564	379 386	4	R	3	Cantanhede	2	40.4	2			2 | 1	1
1073	5	0	0	0	5	0	0	4	98	98	2	4	4	0	2	53	2	3	4	3	6	1	2	59	1	4	6	1	99	C	178 998	322 768	4	R	135	Ansião	2	32.6	2			3 | 2	1
1074	4	0	0	0	4	0	0	98	98	98	2	1	98	0	3	72	2	1	98	7	10	0	1				10		1	D	137 700	342 629	1	R	123	Figueira da Foz	2	65.8	0			4 | 2	1
1075	2	0	0	0	2	0	0	98	98	98	1			1	3	76	1	98	98	6	10	0	1				10		1	D	138 832	355 068	1	U	64	Figueira da Foz	2	28.8	0			4 | 1	1
1076	3	0	0	0	3	0	0	2	6	98	2	2	2	0	2	51	2	1	2	6	15	2	2	54	1	4	11	2	2	D	162 587	387 459	4	R	102	Cantanhede	2	32.4	2			3 | 2	1
1077	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	75	2	98	1	6	10	0	1				10		3	D	223 261	376 338	2	U	203	Oliveira do Hospital	2	58.9	0			4 | 2	1
1078	3	0	0	0	3	0	0	98	98	98	2	1	98	0	3	59	1	98	98	6	13	0	1				13		99	E	155 113	383 882	4	R	3	Cantanhede	2	38.1	2			3 | 1	1
1079	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	55	2	98	2	5	13	0	2	55	1	4	11	2	1	D	144 902	362 335	4	R	128	Figueira da Foz	2	45.2	0			3 | 2	1
1080	5	0	0	1	4	0	0	4	98	98	2	4	4	0	3	15	2	3	3	4	16	0	2	54	1	1	7	2	99	B	161 198	376 340	1	U	6	Cantanhede	2	50.8	2			1 | 2	1
1081	4	0	0	0	4	0	0	4	2	98	2	2	2	0	2	28	2	4	4	3	9	2	1				9		5	C	145 670	347 491	1	R	126	Figueira da Foz	2	53.8	2			2 | 2	1
1082	4	0	1	0	3	2	3	2	98	98	2	1	1	0	2	47	1	3	2	3	14	2	1				14		99	D	166 994	367 203	5	U	8	Cantanhede	2	67.4	2			3 | 1	1
1083	2	0	0	0	2	0	0	98	1	98	1			1	3	54	2	98	99	6	15	2	1				15		1	D	148 357	363 118	4	R	128	Figueira da Foz	2	45.2	0			3 | 2	1
1085	3	0	0	0	3	0	0	2	1	98	2	1	1	0	2	28	2	3	3	1	7	2	1				7		99	B	161 134	378 083	1	R	6	Cantanhede	2	48.2	3			2 | 2	1
1086	1	0	0	0	1	0	0	98	98	98	1			1	3	76	2	98	98	7	10	0	1				10		1	D	141 450	339 636	2	R	123	Figueira da Foz	2	65.8	2			4 | 2	1
1087	3	0	0	1	2	0	0	1	98	98	2	1	1	0	2	44	2	2	2	3	11	2	2	40	1	4	11	2	2	D	155 232	382 779	4	R	3	Cantanhede	2	29.5	2			2 | 2	1
1088	3	0	0	0	3	0	0	1	1	98	2	1	1	0	2	54	1	3	1	5	14	2	1				14		2	E	162 030	382 824	1	R	102	Cantanhede	2	74.0	0			3 | 1	1
1089	8	0	0	2	6	0	0	1	98	98	1			1	2	45	2	2	2	6	15	0	1				15		99	D	160 511	374 852	2	U	6	Cantanhede	2	30.8	0			3 | 2	1
1090	1	0	0	0	1	0	0	98	98	98	1			1	3	75	2	98	98	7	10		1				10		1	D	145 130	347 640	1	R	126	Figueira da Foz	2	41.7	0			4 | 2	1
1091	4	0	0	0	4	0	0	2	1	98	2	2	2	0	1	56	2	1	3	6	15	0	2	60	1	6	14	2	99	E	178 195	323 345	4	R	135	Ansião	2	32.6	0			3 | 2	1
1092	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	69	1	98	2	6	10	0	1				10		1	D	161 169	375 285	1	U	6	Cantanhede	2	45.6	2			4 | 1	1
1094	5	1	0	0	4	0	0	2	1	98	1			1	3	59	2	2	2	6	15	0	1				15		99	D	226 994	376 841	2	R	203	Oliveira do Hospital	2	54.0	0			3 | 2	1
1095	2	0	0	0	2	0	0	98	98	98	1			1	3	63	2	98	98	6	10	0	2	74	1	6	10	99	99	D	181 260	327 422	4	R	135	Ansião	2	32.6	0			3 | 2	1
1096	4	0	0	0	4	0	0	2	1	98	2	3	2	0	2	35	1	2	4	3	11	2	1				11		99	C	140 076	355 477	1	R	64	Figueira da Foz	2	40.9	2			2 | 1	1
1097	4	0	1	0	3	2	3	1	98	98	2	1	1	0	1	78	1	99	3	6	10	0	1				10		99	D	155 822	383 152	1	R	3	Cantanhede	2	29.3	2			4 | 1	1
1098	3	0	0	0	3	0	0	98	98	98	1			1	3	93	2	98	98	6	10	0	1				10		1	D	160 777	376 010	1	U	6	Cantanhede	2	30.8	0			4 | 2	1
1099	2	0	0	0	2	0	0	98	98	98	1			1	1	90	2	1	1	7	10		1				10		1	D	137 128	346 733	1	R	124	Figueira da Foz	2	59.9	0			4 | 2	1
1100	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	78	2	98	1	7	10	0	1				10		1	D	144 487	365 327	4	R	128	Figueira da Foz	2	40.8	2			4 | 2	1
1101	2	0	0	0	2	0	0	2	98	98	2	2	2	0	3	74	2	98	1	7	10		2	70	1	7	10	99	1	D	155 113	383 882	4	R	3	Cantanhede	2	39.2	0			4 | 2	1
1102	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	70	2	98	1	6	10	0	2	73	1	6	10	99	1	D	147 231	365 176	4	R	128	Figueira da Foz	2	40.8	0			4 | 2	1
1103	5	0	0	0	5	0	0	4	1	98	2	3	3	0	2	24	1	3	5	1	16	0	2	45	2	1	7	2	99	B	160 037	375 201	2	U	6	Cantanhede	2	58.8	2			1 | 1	1
1104	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	70	2	98	1	7	10		2	69	1	5	10	99	99	D	140 499	348 563	1	R	124	Figueira da Foz	2	59.9	0			4 | 2	1
1105	10	3	0	0	7	0	0	1	98	98	2	1	1	0	3	31	2	2	1	7	15		2	31	1	6	11	2	99	D	180 608	328 295	4	R	135	Ansião	2	41.7	0			2 | 2	1
1106	3	0	0	0	3	0	0	1	1	98	1			1	3	44	2	2	1	6	14	2	1				14		1	E	142 481	355 565	2	R	127	Figueira da Foz	2	40.6	2			2 | 2	1
1107	4	0	0	0	4	0	0	1	98	98	1			1	3	60	2	1	1	6	10		2	62	1	6	11	2	2	D	167 240	367 441	2	R	8	Cantanhede	2	44.1	0			3 | 2	1
1108	2	0	0	0	2	0	0	98	1	98	1			1	3	50	2	2	1	6	14	2	2	58	1	7	10	2	1	D	141 386	344 153	1	R	124	Figueira da Foz	2	69.6	0			3 | 2	1
1109	2	0	0	0	2	0	0	2	1	98	2	4	2	0	2	58	2	98	2	6	10	0	2	60	1	6	10	99	99	D	157 709	382 431	1	R	2	Cantanhede	2	35.9	2			3 | 2	1
1110	3	0	0	1	2	0	0	1	1	98	1			1	3	17	2	1	2	3	16	0	2	46	2	5	4	1	2	B	145 871	365 443	4	R	128	Figueira da Foz	2	62.2	2			1 | 2	1
1111	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	72	1	98	1	6	10		1				10		2	D	165 903	374 327	2	U	104	Cantanhede	2	88.0	2			4 | 1	1
1112	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	65	2	1	1	6	15	0	2	67	1	6	14	2	2	E	178 965	323 367	4	R	135	Ansião	2	31.8	2			4 | 2	1
1113	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	72	1	98	1	7	10	0	1				10		1	D	138 231	351 269	1	U	66	Figueira da Foz	2	26.7	0			4 | 1	1
1114	1	0	0	0	1	0	0	1	98	98	1			1	2	66	2	98	1	6	10	0	1				10		2	D	160 659	375 211	1	U	6	Cantanhede	2	30.8	0			4 | 2	1
1115	5	0	1	0	4	2	3	2	1	98	2	2	2	0	2	64	1	2	3	6	10		1				10		99	D	139 589	349 234	4	R	124	Figueira da Foz	2	55.8	2			3 | 1	1
1116	5	0	0	0	5	0	0	3	2	98	2	6	3	0	2	23	2	4	3	3	11	2	2	50	1	5	14	2	99	E	155 113	383 882	4	R	3	Cantanhede	2	47.5	2			1 | 2	1
1117	3	0	0	0	3	0	0	3	98	1	2	1	1	0	2	54	2	2	3	1	13	0	2	56	1	1	11	2	4	B	160 954	374 657	1	U	6	Cantanhede	2	30.8	2			3 | 2	1
1118	3	0	0	0	3	0	0	1	98	98	2	2	1	0	3	62	2	98	1	6	10		2	62	1	6	10	99	99	D	179 370	321 973	4	R	135	Ansião	2	32.6	0			3 | 2	1
1119	4	0	0	0	4	0	0	4	98	1	2	2	2	0	2	50	1	3	4	6	4	1	1				4		99	C	147 571	365 133	2	R	128	Figueira da Foz	2	40.8	2			3 | 1	1
1120	2	0	0	0	2	0	0	2	1	98	2	2	2	0	2	52	1	1	1	6	6	1	1				6		2	C	161 627	374 874	1	U	6	Cantanhede	2	32.6	2			3 | 1	1
1121	2	0	0	0	2	0	0	2	98	98	2	2	2	0	3	63	2	98	1	6	10		2	65	1	6	10	99	1	D	161 405	374 775	2	U	6	Cantanhede	2	30.8	2			3 | 2	1
1122	4	0	0	0	4	0	0	4	98	98	2	1	1	0	2	54	1	2	4	1	7	2	1				7		6	B	226 592	376 286	4	R	203	Oliveira do Hospital	2	63.7	2			3 | 1	1
1123	3	0	0	0	3	0	0	1	1	98	1			1	3	60	2	1	2	7	15		2	60	1	6	14	2	99	E	145 410	347 353	2	R	126	Figueira da Foz	2	31.1	0			3 | 2	1
1124	5	0	0	2	3	0	0	1	1	98	2	6	1	0	2	42	2	3	3	5	11	2	2	46	1	4	14	2	99	E	155 113	383 882	4	R	3	Cantanhede	2	29.5	2			2 | 2	1
1125	2	0	0	0	2	0	0	1	1	98	2	2	2	0	2	61	2	2	1	6	11	2	2	66	1	7	14	2	99	E	140 328	355 580	4	R	64	Figueira da Foz	2	36.0	2			3 | 2	1
1126	3	0	0	0	3	0	0	3	98	1	2	1	1	0	2	59	1	2	3	1	7	2	1				7		5	B	161 421	374 954	1	U	6	Cantanhede	2	32.6	2			3 | 1	1
1127	2	0	0	0	2	0	0	98	1	98	1			1	3	66	2	98	99	7	10	0	2	65	1	6	10	99	2	D	147 053	355 616	2	R	128	Figueira da Foz	2	40.8	0			4 | 2	1
1128	4	0	0	0	4	0	0	98	98	98	2	3	98	0	3	81	2	3	3	7	10		1				10		99	D	140 796	346 944	1	R	124	Figueira da Foz	2	59.9	0			4 | 2	1
1129	2	0	0	0	2	0	0	2	98	98	2	6	2	0	2	53	2	2	2	4	11	2	1				11		99	D	221 053	379 660	4	R	203	Oliveira do Hospital	2	54.0	2			3 | 2	1
1130	5	0	1	1	3	3	4	1	98	98	2	1	1	0	2	38	2	2	2	5	14	2	1				14		2	E	160 777	376 286	1	U	6	Cantanhede	2	48.2	4			2 | 2	1
1131	3	0	0	0	3	0	0	2	1	98	2	1	1	0	2	44	2	2	3	5	15	0	2	47	1	6	14	2	3	E	147 172	355 294	4	R	128	Figueira da Foz	2	32.3	3			2 | 2	1
1132	3	1	0	0	2	0	0	2	1	98	1			1	2	35	1	2	2	5	14	2	1				14		99	E	153 564	379 386	4	R	3	Cantanhede	2	40.4	2			2 | 1	1
1133	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	73	1	98	1	6	10	0	1				10		3	D	161 133	375 596	1	U	6	Cantanhede	2	45.6	2			4 | 1	1
1134	3	1	0	0	2	0	0	1	98	98	1			1	2	61	1	98	1	6	10		1				10		99	D	136 881	347 102	4	R	124	Figueira da Foz	2	55.8	0			3 | 1	1
1135	2	0	0	0	2	0	0	99	99	98	1			1	3	42	2	99	99	99	99		1				99		99	99	167 023	367 130	2	U	8	Cantanhede	2	33.5	2			2 | 2	1
1136	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	64	1	98	1	6	10		1				10		99	D	170 857	332 453	4	R	134	Ansião	2	43.1	2			3 | 1	1
1137	2	0	0	0	2	0	0	98	98	98	1			1	1	48	2	1	2	6	15	0	2	48	1	6	11	2	2	D	140 208	347 525	1	R	124	Figueira da Foz	2	69.6	0			3 | 2	1
1138	5	0	0	0	5	0	0	1	2	98	1			1	3	40	2	3	2	5	14	2	1				14		3	E	139 135	360 572	1	R	129	Figueira da Foz	2	83.4	2			2 | 2	1
1139	3	1	0	0	2	0	0	1	98	98	2	1	1	0	2	38	1	2	1	6	14	2	1				14		3	E	142 473	356 437	4	R	127	Figueira da Foz	2	52.9	3			2 | 1	1
1140	2	0	0	0	2	0	0	1	1	98	2	6	1	0	3	74	2	98	1	3	15		2	79	1	4	10	99	99	C	219 403	369 461	4	R	203	Oliveira do Hospital	2	58.9	3			4 | 2	1
1142	4	0	1	1	2	1	1	3	98	98	2	3	3	0	3	15	2	2	2	3	16	0	2	40	1	3	3	2	99	A	159 956	374 781	1	U	6	Cantanhede	2	50.8	2			1 | 2	1
1143	4	1	1	0	2	3	1	2	98	98	2	2	2	0	2	39	2	2	2	5	11	2	2	39	1	5	12	1	3	D	181 156	328 575	2	R	135	Ansião	2	41.7	2			2 | 2	1
1144	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	48	2	2	3	3	3	2	2	50	1	1	7	2	5	B	143 301	357 059	4	R	127	Figueira da Foz	2	43.9	3			3 | 2	1
1145	4	0	1	0	3	2	3	4	1	98	1			1	2	47	1	1	3	4	14	2	1				14		3	E	226 815	376 527	2	U	203	Oliveira do Hospital	2	63.7	3			3 | 1	1
