Inq	Viagem	P1-Iniciou a viagem em casa	Origem_X	Origem_Y	Origem_Georef	Origem_Tipo	Origem_Zona	Origem_Conc	P3-Motivo da viagem	P4-Viagem terminou em casa	Destino_X	Destino_Y	Destino_Georef	Destino_Tipo	Destino_Zona	Destino_Conc	Hora de Inicio	Hora de Fim	Duração	P6-Mudou alguma vez de modo de transporte	P6_Vezes que mudou de modo de transporte	P9-Modo de transporte utilizado para chegar ao destino	Modo de transporte agregado	P10-Local de estacionamento	P11_a-Preço pago pelo estacionamento (base diária)	P11_b-Preço pago pelo estacionamento (base mensal)	P12-Automóvel disponível	P13_a-Primeira Razão da escolha do modo a pé / TC	P13_b-segunda Razão da escolha do modo a pé / TC	P.14-Título de transporte	P.14a-Tipo de passe	Classifica Companhia	P15_a-Fez a viagem sempre acompanhado	P15_b-Fez algum desvio ao seu percurso por ir acompanhado	P15_c_Frequencia_Viagem	Tipo de inquérito	Zona_Residencia	Coeficientes Expansão Total	Hora de Inicio	Hora de Fim	Duração	Distancia	Viagens	Velocidades
1521	2	2	189157.78	360201.59	3	U	25	Vila Nova de Poiares	3	1	187435.42	360128.44	4	R	25	Vila Nova de Poiares	19:00	19:30	00:30	1	0	3	TI	5								1			1	2	25	42.7	1 140	1 170	30	2	2	3.45
1522	1	1	187435.42	360128.44	4	R	25	Vila Nova de Poiares	5	2	189278.32	360236.59	3	U	25	Vila Nova de Poiares	10:00	10:10	00:10	1	0	1	Pé				1	7	8			1			1	2	25	31.1	600	610	10	2	2	11.08
1522	2	2	189278.32	360236.59	3	U	25	Vila Nova de Poiares	3	1	187435.42	360128.44	4	R	25	Vila Nova de Poiares	10:20	10:30	00:10	1	0	1	Pé				1	7	8			1			1	2	25	31.1	620	630	10	2	2	11.08
1523	1	1	173486.93	378465.5	2	U	18	Mealhada	4	2	174258.66	379296.58	3	U	18	Mealhada	09:30	09:40	0:10	1	0	1	Pé				1	8	99			1			2	2	18	32.6	570	580	10	1	2	6.8
1523	2	2	174258.66	379296.58	3	U	18	Mealhada	3	1	173486.93	378465.5	2	U	18	Mealhada	10:30	10:40	0:10	1	0	1	Pé				1	8	99			1			2	2	18	32.6	630	640	10	1	2	6.8
1524	1	1	148384.15	385059.85	2	U	1	Mira	1	2	148094.5	383204.7	4	R	1	Mira	09:00	9:05	00:05	1	0	1	Pé				1	3	7			1			1	2	1	49	540	545	5	2	4	22.53
1524	2	2	148094.5	383204.7	4	R	1	Mira	3	1	148384.15	385059.85	2	U	1	Mira	12:00	12:05	00:05	1	0	1	Pé				1	99	99			1			1	2	1	49	720	725	5	2	4	22.53
1524	3	1	148384.15	385059.85	2	U	1	Mira	6	2	149039.12	384595.16	4	U	1	Mira	15:30	15:40	00:10	1	0	19	Bicicleta				1	3	11			1			1	2	1	49	930	940	10	1	4	4.82
1524	4	2	149039.12	384595.16	4	U	1	Mira	3	1	148384.15	385059.85	2	U	1	Mira	17:00	17:10	0:10	1	0	19	Bicicleta		0	0	1	3	11			1			1	2	1	49	1 020	1 030	10	1	4	4.82
1525	1	1	193995.42	363391.13	4	R	27	Vila Nova de Poiares	1	2	190934.46	359181.57	3	R	25	Vila Nova de Poiares	10:00	10:10	00:10	1	0	3	TI	5								1			1	2	27	14.9	600	610	10	5	2	31.23
1525	2	2	190934.46	359181.57	3	R	25	Vila Nova de Poiares	3	1	193995.42	363391.13	4	R	27	Vila Nova de Poiares	19:30	19:40	00:10	1	0	3	TI	1								1			1	2	27	14.9	1 170	1 180	10	5	2	31.23
1526	1	1	149332.4	384380.08	2	U	1	Mira	6	2	143338	387713.78	3	R	100	Mira	14:00	14:25	00:25	1	0	19	Bicicleta				1	99	99			1			1	2	1	52.3	840	865	25	7	2	16.46
1526	2	2	143338	387713.78	3	R	100	Mira	3	1	149332.4	384380.08	2	U	1	Mira	16:30	16:55	0:25	1	0	19	Bicicleta				1	99	99			1			1	2	1	52.3	990	1 015	25	7	2	16.46
1527	1	1	193995.42	363391.13	4	R	27	Vila Nova de Poiares	1	2	190998.25	359711.29	3	U	25	Vila Nova de Poiares	08:50	8:55	00:05	1	0	3	TI	5								1			1	2	27	51.8	530	535	5	5	2	56.95
1527	2	2	190998.25	359711.29	3	U	25	Vila Nova de Poiares	3	1	193995.42	363391.13	4	R	27	Vila Nova de Poiares	18:00	18:05	00:05	1	0	3	TI	5								1			1	2	27	51.8	1 080	1 085	5	5	2	56.95
1528	1	1	171676.51	377874.75	2	U	19	Mealhada	1	2	170829.67	379516.08	3	U	16	Mealhada	06:45	06:55	0:10	1	0	3	TI	5								1			1	2	19	46.2	405	415	10	2	3	11.08
1528	2	2	170829.67	379516.08	3	U	16	Mealhada	7	2	171537.13	378009.28	3	R	19	Mealhada	15:00	15:10	0:10	1	0	3	TI	5								1			2	2	19	46.2	900	910	10	2	3	9.99
1528	3	2	171537.13	378009.28	3	R	19	Mealhada	3	1	171676.51	377874.75	2	U	19	Mealhada	15:20	15:30	0:10	1	0	3	TI	1								4	1	2	2	2	19	46.2	920	930	10	0	3	1.16
1529	1	1	167245.42	383960.08	4	R	107	Anadia	10	2	174594	385725.92	3	U	12	Anadia	10:00	10:05	00:05	1	0	3	TI	3								1			1	2	107	27.8	600	605	5	8	2	90.69
1529	2	2	174594	385725.92	3	U	12	Anadia	3	1	167245.42	383960.08	4	R	107	Anadia	11:15	11:20	00:05	1	0	3	TI	1								1			1	2	107	27.8	675	680	5	8	2	90.69
1531	1	1	188939.5	371082.9	2	U	24	Penacova	1	2	184011.75	370936.69	3	R	112	Penacova	06:30	6:50	00:20	1	0	4	TI	5								4	1	2	1	2	24	36.5	390	410	20	5	2	14.79
1531	2	2	184011.75	370936.69	3	R	112	Penacova	3	1	188939.5	371082.9	2	U	24	Penacova	16:30	16:50	00:20	1	0	4	TI	5								4	1		1	2	24	36.5	990	1 010	20	5	2	14.79
1532	1	1	177515.8	357841.6	2	U	341	Coimbra	1	2	175967.32	359260.32	2	U	317	Coimbra	07:15	8:15	1:00	1	0	16	TC				1	3	99	2		1			2	1	341	32.8	435	495	60	2	2	2.1
1532	2	2	175967.32	359260.32	2	U	317	Coimbra	3	1	177515.8	357841.6	2	U	341	Coimbra	17:00	18:00	1:00	1	0	17	TC				1	3	99	2		1			2	1	341	32.8	1 020	1 080	60	2	2	2.1
1533	1	1	187015.38	374346.51	5	U	112	Penacova	15	1	187015.38	374346.51	5	U	112	Penacova	13:40	14:30	0:50	1	0	1	Pé				2					1			3	2	112	55.3	820	870	50	0	1	0
1534	1	1	171192.63	370891.3	2	R	111	Mealhada	1	2	172946.9	378408.89	3	U	18	Mealhada	11:50	11:56	0:06	1	0	1	Pé				2					1			1	2	111	36.5	710	716	6	8	2	77.2
1534	2	2	172946.9	378408.89	3	U	18	Mealhada	3	1	171192.63	370891.3	2	R	111	Mealhada	12:05	12:11	0:06	1	0	1	Pé				2					3	1		1	2	111	36.5	725	731	6	8	2	77.2
1535	1	1	174581.5447	351571.3446	2	U	362	Coimbra	10	2	184284.88	365756.99	3	R	23	Penacova	10:15	10:20	00:05	1	0	3	TI	1								1			2	1	362	38.8	615	620	5	17	2	206.24
1535	2	2	184284.88	365756.99	3	R	23	Penacova	3	1	174581.5447	351571.3446	2	U	362	Coimbra	12:50	13:00	0:10	1	0	3	TI	5								1			2	1	362	38.8	770	780	10	17	2	103.12
1536	1	1	187005.18	366215.71	4	R	24	Penacova	5	2	182010.4	373107.65	3	R	112	Penacova	21:30	22:00	00:30	1	0	1	Pé				2					4	1	2	1	2	24	15	1 290	1 320	30	9	2	17.02
1536	2	2	182010.4	373107.65	3	R	112	Penacova	3	1	187005.18	366215.71	4	R	24	Penacova	22:05	22:35	00:30	1	0	1	Pé				2					4	1		1	2	24	15	1 325	1 355	30	9	2	17.02
1537	1	1	193995.42	363391.13	4	R	27	Vila Nova de Poiares	4	2	174621.79	359985.5	3	U	303	Coimbra	18:00	18:30	00:30	1	0	4	TI	5								4	1	2	2	2	27	14.9	1 080	1 110	30	20	2	39.34
1537	2	2	174621.79	359985.5	3	U	303	Coimbra	3	1	193995.42	363391.13	4	R	27	Vila Nova de Poiares	23:30	0:00	00:30	1	0	4	TI	5								4	1		2	2	27	14.9	1 410	1 440	30	20	2	39.34
1538	1	1	184732.57	369264.84	2	U	24	Penacova	10	2	187249.36	366965.01	2	U	24	Penacova	9:00	9:30	0:30	1	0	1	Pé				2					1			2	2	24	21.2	540	570	30	3	2	6.82
1538	2	2	187249.36	366965.01	2	U	24	Penacova	3	1	184732.57	369264.84	2	U	24	Penacova	11:15	11:45	0:30	1	0	1	Pé				2					1			2	2	24	21.2	675	705	30	3	2	6.82
1539	1	1	175229.4	367039.7	2	U	353	Coimbra	1	2	197084.12	372375.77	4	R	113	Penacova	09:00	9:20	00:20	1	0	1	Pé				2					1			1	1	353	226.4	540	560	20	22	3	67.49
1539	2	2	197084.12	372375.77	4	R	113	Penacova	9	2	187238.69	366450.12	3	U	24	Penacova	14:00	14:30	00:30	1	0	1	Pé				2					1			1	1	353	226.4	840	870	30	11	3	22.98
1539	3	2	187238.69	366450.12	3	U	24	Penacova	3	1	175229.4	367039.7	2	U	353	Coimbra	15:15	15:45	00:30	1	0	1	Pé				2					1			1	1	353	226.4	915	945	30	12	3	24.05
1541	1	1	187005.18	366215.71	4	R	24	Penacova	1	2	187453.5	366819.56	3	U	24	Penacova	17:00	17:20	00:20	1	0	1	Pé				2					1			1	2	24	15	1 020	1 040	20	1	2	2.26
1541	2	2	187453.5	366819.56	3	U	24	Penacova	3	1	187005.18	366215.71	4	R	24	Penacova	20:00	20:20	00:20	1	0	1	Pé				2					4	1		1	2	24	15	1 200	1 220	20	1	2	2.26
1542	1	1	172473.0524	355302.9812	2	R	345	Coimbra	1	2	172612.86	378910.33	2	U	18	Mealhada	07:50	07:55	00:05	1	0	3	TI	5								1			1	1	345	34.1	470	475	5	24	4	283.29
1542	2	2	172612.86	378910.33	2	U	18	Mealhada	1	2	179383.37	379645.89	3	U	110	Mealhada	12:00	12:02	00:02	1	0	3	TI	1								1			1	1	345	34.1	720	722	2	7	4	204.31
1542	3	2	179383.37	379645.89	3	U	110	Mealhada	1	2	174595.73	389045	3	U	109	Anadia	14:00	14:15	00:15	1	0	3	TI	5								1			1	1	345	34.1	840	855	15	11	4	42.19
1542	4	2	174595.73	389045	3	U	109	Anadia	3	1	172473.0524	355302.9812	2	R	345	Coimbra	20:00	20:15	00:15	1	0	3	TI	5								1			1	1	345	34.1	1 200	1 215	15	34	4	135.23
1545	1	1	188700.4	367505.3	2	U	24	Penacova	4	2	188829.52	367754.86	3	R	24	Penacova	12:00	12:10	00:10	1	0	1	Pé				2					1			2	2	24	21.2	720	730	10	0	2	1.69
1545	2	2	188829.52	367754.86	3	R	24	Penacova	3	1	188700.4	367505.3	2	U	24	Penacova	12:20	12:30	00:10	1	0	1	Pé				2					1			2	2	24	21.2	740	750	10	0	2	1.69
1548	1	1	185970.24	373899.92	2	R	112	Penacova	10	2	185664.71	368311.98	4	R	24	Penacova	15:00	15:10	00:10	1	0	1	Pé				2					3	1	2	1	2	112	22.6	900	910	10	6	2	33.58
1548	2	2	185664.71	368311.98	4	R	24	Penacova	3	1	185970.24	373899.92	2	R	112	Penacova	15:15	15:25	00:10	1	0	1	Pé				2					3	99		1	2	112	22.6	915	925	10	6	2	33.58
1549	1	1	171676.51	377874.75	2	U	19	Mealhada	9	2	172710.5	379083.83	3	U	18	Mealhada	09:00	9:10	00:10	1	0	2	TI	3								1			1	2	19	28.1	540	550	10	2	2	9.55
1549	2	2	172710.5	379083.83	3	U	18	Mealhada	3	1	171676.51	377874.75	2	U	19	Mealhada	11:00	11:10	00:10	1	0	2	TI	5								1			1	2	19	28.1	660	670	10	2	2	9.55
1552	1	1	187779.86	367178.57	2	U	24	Penacova	15	1	187779.86	367178.57	2	U	24	Penacova	15:00	16:00	1:00	1	0	1	Pé				2					1			1	2	24	21.2	900	960	60	0	1	0
1554	1	1	187435.42	360128.44	4	R	25	Vila Nova de Poiares	1	2	190882.05	359541.21	3	U	25	Vila Nova de Poiares	12:50	13:00	0:10	1	0	4	TI	5								7	1	1	1	2	25	42.7	770	780	10	3	2	20.98
1554	2	2	190882.05	359541.21	3	U	25	Vila Nova de Poiares	3	1	187435.42	360128.44	4	R	25	Vila Nova de Poiares	22:00	22:20	0:20	1	0	4	TI	99								4	1		1	2	25	42.7	1 320	1 340	20	3	2	10.49
1556	1	1	188700.4	367505.3	2	U	24	Penacova	11	2	142099.45	309001.83	3	U	231	Leiria	10:00	11:00	01:00	1	0	3	TI	4	3							1			3	2	24	43.8	600	660	60	75	2	74.8
1556	2	2	142099.45	309001.83	3	U	231	Leiria	3	1	188700.4	367505.3	2	U	24	Penacova	14:00	15:00	01:00	1	0	3	TI	5								1			3	2	24	43.8	840	900	60	75	2	74.8
1557	1	1	172182.34	376576.62	4	R	19	Mealhada	15	1	172182.34	376576.62	4	R	19	Mealhada	9:00	10:00	1:00	1	0	1	Pé				1	8	99			1			1	2	19	28.1	540	600	60	0	1	0
1558	1	1	172182.34	376576.62	4	R	19	Mealhada	4	2	174258.66	379296.58	3	U	18	Mealhada	10:30	10:40	00:10	1	0	1	Pé				2					1			2	2	19	73.4	630	640	10	3	2	20.53
1558	2	2	174258.66	379296.58	3	U	18	Mealhada	3	1	172182.34	376576.62	4	R	19	Mealhada	11:00	11:10	00:10	1	0	1	Pé				2					4	1		2	2	19	73.4	660	670	10	3	2	20.53
1560	1	1	187005.18	366215.71	4	R	24	Penacova	4	2	187101.92	366189.89	3	U	24	Penacova	11:00	11:07	00:07	1	0	1	Pé				2					1			2	2	24	15	660	667	7	0	2	0.86
1560	2	2	187101.92	366189.89	3	U	24	Penacova	3	1	187005.18	366215.71	4	R	24	Penacova	11:30	11:37	00:07	1	0	1	Pé				2					1			2	2	24	15	690	697	7	0	2	0.86
1561	1	1	179103.93	379369.35	2	R	110	Mealhada	1	2	173041.74	378701.29	2	U	18	Mealhada	09:45	10:15	0:30	1	0	3	TI	1								1			1	2	110	119.7	585	615	30	6	4	12.2
1561	2	2	173041.74	378701.29	2	U	18	Mealhada	3	1	179103.93	379369.35	2	R	110	Mealhada	20:30	20:40	0:10	1	0	3	TI	5								1			1	2	110	119.7	1 230	1 240	10	6	4	36.59
1561	3	1	179103.93	379369.35	2	R	110	Mealhada	7	2	187371.55	366890.81	3	U	24	Penacova	21:10	21:30	0:20	1	0	3	TI	1								1			1	2	110	119.7	1 270	1 290	20	15	4	44.91
1561	4	2	187371.55	366890.81	3	U	24	Penacova	3	1	179103.93	379369.35	2	R	110	Mealhada	21:45	22:15	0:30	1	0	3	TI	1								3	1	2	1	2	110	119.7	1 305	1 335	30	15	4	29.94
1564	1	1	189045.59	364520.66	2	U	24	Penacova	1	2	187311.75	366683.35	3	U	24	Penacova	08:15	8:25	00:10	1	0	3	TI	1								1			1	2	24	36.5	495	505	10	3	4	16.63
1564	2	2	187311.75	366683.35	3	U	24	Penacova	3	1	189045.59	364520.66	2	U	24	Penacova	17:45	17:55	00:10	1	0	3	TI	5								1			1	2	24	36.5	1 065	1 075	10	3	4	16.63
1564	3	1	189045.59	364520.66	2	U	24	Penacova	4	2	189334.02	360234.42	4	U	25	Vila Nova de Poiares	18:45	18:55	00:10	1	0	3	TI	1								1			3	2	24	36.5	1 125	1 135	10	4	4	25.78
1564	4	2	189334.02	360234.42	4	U	25	Vila Nova de Poiares	3	1	189045.59	364520.66	2	U	24	Penacova	19:30	19:40	00:10	1	0	3	TI	5								1			3	2	24	36.5	1 170	1 180	10	4	4	25.78
1565	1	1	173486.93	378465.5	2	U	18	Mealhada	2	2	173807.8	386612.94	3	U	12	Anadia	15:00	15:10	00:10	1	0	4	TI	1								4	1	2	1	2	18	32.3	900	910	10	8	2	48.92
1565	2	2	173807.8	386612.94	3	U	12	Anadia	3	1	173486.93	378465.5	2	U	18	Mealhada	15:15	15:25	00:10	1	0	4	TI	5								4	1		1	2	18	32.3	915	925	10	8	2	48.92
1569	1	1	187558.5	366888.4	1	U	24	Penacova	10	2	187345.46	366910.99	3	U	24	Penacova	09:00	9:10	00:10	1	0	1	Pé				2					1			1	2	24	21.2	540	550	10	0	2	1.29
1569	2	2	187345.46	366910.99	3	U	24	Penacova	3	1	187558.5	366888.4	1	U	24	Penacova	11:50	12:00	00:10	1	0	1	Pé				2					1			1	2	24	21.2	710	720	10	0	2	1.29
1570	1	1	187621.9	366902.5	1	U	24	Penacova	6	2	187436.15	366885.64	3	U	24	Penacova	10:15	10:30	00:15	1	0	1	Pé				2					1			2	2	24	21.2	615	630	15	0	2	0.75
1570	2	2	187436.15	366885.64	3	U	24	Penacova	3	1	187621.9	366902.5	1	U	24	Penacova	12:00	12:15	00:15	1	0	1	Pé				2					1			2	2	24	21.2	720	735	15	0	2	0.75
1572	1	1	200503.75	371775.94	2	R	113	Penacova	15	1	200503.75	371775.94	2	R	113	Penacova	18:30	20:00	1:30	1	0	19	Bicicleta				1	6	99			4	2	2	2	2	113	50.1	1 110	1 200	90	0	1	0
1574	1	1	189696.52	366783.8	4	R	24	Penacova	10	2	187238.69	366450.12	3	U	24	Penacova	08:00	9:00	01:00	1	0	1	Pé				1	10	3			1			2	2	24	15	480	540	60	2	2	2.48
1574	2	2	187238.69	366450.12	3	U	24	Penacova	3	1	189696.52	366783.8	4	R	24	Penacova	09:30	10:30	01:00	1	0	1	Pé				1	3	5			1			2	2	24	15	570	630	60	2	2	2.48
1575	1	1	172787.45	378643.04	2	U	18	Mealhada	7	2	173345.76	379810.13	3	U	18	Mealhada	08:30	8:45	0:15	1	0	3	TI	1								5	1	99	1	2	18	32.6	510	525	15	1	4	5.18
1575	2	2	173345.76	379810.13	3	U	18	Mealhada	3	1	172787.45	378643.04	2	U	18	Mealhada	08:45	09:00	0:15	1	0	3	TI	5								1			1	2	18	32.6	525	540	15	1	4	5.18
1575	3	1	172787.45	378643.04	2	U	18	Mealhada	7	2	173345.76	379810.13	3	U	18	Mealhada	16:50	17:00	0:10	1	0	3	TI	1								1			1	2	18	32.6	1 010	1 020	10	1	4	7.76
1575	4	2	173345.76	379810.13	3	U	18	Mealhada	3	1	172787.45	378643.04	2	U	18	Mealhada	17:10	17:30	0:20	1	0	3	TI	5								5	1	2	1	2	18	32.6	1 030	1 050	20	1	4	3.88
1577	1	1	190176.07	358940.21	4	R	25	Vila Nova de Poiares	7	2	189842.04	360376.39	3	U	25	Vila Nova de Poiares	8:10	8:15	0:05	1	0	3	TI	99								5	1	2	2	2	25	45.8	490	495	5	1	4	17.69
1577	2	2	189842.04	360376.39	3	U	25	Vila Nova de Poiares	3	1	190176.07	358940.21	4	R	25	Vila Nova de Poiares	8:20	8:25	0:05	1	0	3	TI	5								1			2	2	25	45.8	500	505	5	1	4	17.69
1577	3	1	190176.07	358940.21	4	R	25	Vila Nova de Poiares	12	2	189426.36	360289.72	3	U	25	Vila Nova de Poiares	10:00	10:10	0:10	1	0	3	TI	3	0							1			2	2	25	45.8	600	610	10	2	4	9.26
1577	4	2	189426.36	360289.72	3	U	25	Vila Nova de Poiares	3	1	190176.07	358940.21	4	R	25	Vila Nova de Poiares	11:00	11:10	0:10	1	0	3	TI	5								1			2	2	25	45.8	660	670	10	2	4	9.26
1578	1	1	187327.68	366790.39	2	U	24	Penacova	1	2	187442.34	366901.85	3	U	24	Penacova	09:30	10:00	00:30	1	0	3	TI	1								1			3	2	24	26.1	570	600	30	0	3	0.32
1578	2	2	187442.34	366901.85	3	U	24	Penacova	1	2	174798.4	359984.34	2	U	301	Coimbra	15:00	15:30	0:30	1	0	3	TI	1								1			3	2	24	26.1	900	930	30	14	3	28.83
1578	3	2	174798.4	359984.34	2	U	301	Coimbra	3	1	187327.68	366790.39	2	U	24	Penacova	19:30	19:40	0:10	1	0	3	TI	1								1			2	2	24	26.1	1 170	1 180	10	14	3	85.55
1579	1	1	200503.75	371775.94	2	R	113	Penacova	4	2	176522.2	358440.9	3	U	320	Coimbra	09:00	9:40	00:40	1	0	3	TI	5								1			3	2	113	48.9	540	580	40	27	2	41.16
1579	2	2	176522.2	358440.9	3	U	320	Coimbra	3	1	200503.75	371775.94	2	R	113	Penacova	12:00	12:40	00:40	1	0	3	TI	1								1			2	2	113	48.9	720	760	40	27	2	41.16
1586	1	1	182516.8	371871.5	2	U	112	Penacova	1	2	182614.98	371719.97	2	R	112	Penacova	08:00	8:06	00:06	1	0	1	Pé				1	2	3			1			1	2	112	29.3	480	486	6	0	2	1.81
1586	2	2	182614.98	371719.97	2	R	112	Penacova	3	1	182516.8	371871.5	2	U	112	Penacova	12:30	12:36	00:06	1	0	1	Pé				1	2	3			1			1	2	112	29.3	750	756	6	0	2	1.81
1587	1	1	200503.75	371775.94	2	R	113	Penacova	10	2	187683.51	366846.01	2	U	24	Penacova	14:00	14:15	0:15	1	0	3	TI									1			2	2	113	30.3	840	855	15	14	2	54.94
1587	2	2	187683.51	366846.01	2	U	24	Penacova	3	1	200503.75	371775.94	2	R	113	Penacova	18:00	18:15	0:15	1	0	3	TI									1			2	2	113	30.3	1 080	1 095	15	14	2	54.94
1588	1	1	172953.9	378646.3	1	U	18	Mealhada	4	2	174258.66	379296.58	3	U	18	Mealhada	15:30	15:36	0:06	1	0	3	TI	3								1			3	2	18	32.3	930	936	6	1	2	14.58
1588	2	2	174258.66	379296.58	3	U	18	Mealhada	3	1	172953.9	378646.3	1	U	18	Mealhada	18:20	18:26	0:06	1	0	3	TI	1								1			3	2	18	32.3	1 100	1 106	6	1	2	14.58
1591	1	2	176223.45	361388.84	3	U	312	Coimbra	3	1	172787.45	378643.04	2	U	18	Mealhada	10:00	10:30	00:30	1	0	17	TC				2			2		1			2	2	18	32.3	600	630	30	18	1	35.19
1592	1	1	187451.71	366898.59	2	U	24	Penacova	2	2	174406.02	363667.51	3	U	332	Coimbra	15:00	15:20	00:20	1	0	12	TC				2			1		1			2	2	24	18.7	900	920	20	13	2	40.32
1592	2	2	174406.02	363667.51	3	U	332	Coimbra	3	1	187451.71	366898.59	2	U	24	Penacova	17:00	17:20	00:20	1	0	12	TC				2			1		1			2	2	24	18.7	1 020	1 040	20	13	2	40.32
1593	1	1	172787.45	378643.04	2	U	18	Mealhada	1	2	173426.96	378601.95	2	U	18	Mealhada	13:00	13:10	0:10	1	0	1	Pé				1	2	3			1			1	2	18	23.3	780	790	10	1	2	3.84
1593	2	2	173426.96	378601.95	2	U	18	Mealhada	3	1	172787.45	378643.04	2	U	18	Mealhada	22:00	22:10	0:10	1	0	1	Pé				1	2	3			1			1	2	18	23.3	1 320	1 330	10	1	2	3.84
1595	1	1	185664.71	368311.98	4	R	24	Penacova	1	2	187238.69	366450.12	3	U	24	Penacova	07:35	7:50	00:15	1	0	15	TC				1	3	5	2		1			1	2	24	15	455	470	15	2	2	9.75
1595	2	2	187238.69	366450.12	3	U	24	Penacova	3	1	185664.71	368311.98	4	R	24	Penacova	18:00	18:15	00:15	1	0	15	TC				1	3	2	2		1			1	2	24	15	1 080	1 095	15	2	2	9.75
1596	1	1	179024.56	368446.28	2	R	22	Penacova	1	2	176887.12	361160.06	2	U	338	Coimbra	07:50	8:20	00:30	2	1	12	TC				2			2		1			2	2	22	28.5	470	500	30	8	3	15.19
1596	2	2	176887.12	361160.06	2	U	338	Coimbra	9	2	172247.42	358647.27	3	U	326	Coimbra	13:00	13:05	00:05	1	0	12	TC				2			2		1			2	2	22	28.5	780	785	5	5	3	63.32
1596	3	2	172247.42	358647.27	3	U	326	Coimbra	3	1	179024.56	368446.28	2	R	22	Penacova	15:30	16:00	00:30	2	1	15	TC				2			2		1			1	2	22	28.5	930	960	30	12	3	23.83
1597	1	1	183867.71	362929.94	2	U	23	Penacova	1	2	183972.89	370852.53	3	R	112	Penacova	09:00	9:05	00:05	1	0	3	TI	3								1			1	2	23	25.4	540	545	5	8	2	95.08
1597	2	2	183972.89	370852.53	3	R	112	Penacova	3	1	183867.71	362929.94	2	U	23	Penacova	18:30	18:35	00:05	1	0	3	TI	5								1			1	2	23	25.4	1 110	1 115	5	8	2	95.08
1598	1	1	173246.53	380533.6	2	R	18	Mealhada	4	2	174809.94	360284.36	2	U	302	Coimbra	15:38	15:58	00:20	1	0	11	TC				1	5	3	2		4	1	2	3	1	18	23.3	938	958	20	20	2	60.93
1598	2	2	174809.94	360284.36	2	U	302	Coimbra	3	1	173246.53	380533.6	2	R	18	Mealhada	17:38	18:10	00:32	1	0	11	TC				2			2		4	1		3	1	18	23.3	1 058	1 090	32	20	2	38.08
1599	1	1	172873.74	378878.72	2	U	18	Mealhada	10	2	173132.48	370638.36	4	R	111	Mealhada	18:00	18:15	0:15	1	0	4	TI	1								3	1	2	3	2	18	32.3	1 080	1 095	15	8	2	32.98
1599	2	2	173132.48	370638.36	4	R	111	Mealhada	3	1	172873.74	378878.72	2	U	18	Mealhada	18:30	19:00	0:30	1	0	4	TI	99								3	1		3	2	18	32.3	1 110	1 140	30	8	2	16.49
1600	1	1	195810.2	371217.8	2	U	113	Penacova	1	2	187727.26	370772.29	4	R	24	Penacova	09:00	9:30	00:30	1	0	21	Outros	99								4	1	2	1	2	113	23.3	540	570	30	8	2	16.19
1600	2	2	187727.26	370772.29	4	R	24	Penacova	3	1	195810.2	371217.8	2	U	113	Penacova	11:30	12:00	00:30	1	0	21	Outros	99								4	1		1	2	113	23.3	690	720	30	8	2	16.19
1601	1	1	185435.81	368506.93	2	R	24	Penacova	7	2	193001.89	367304.16	4	R	113	Penacova	8:30	8:45	0:15	1	0	3	TI	99								4	1	2	3	2	24	41.2	510	525	15	8	6	30.64
1601	2	2	193001.89	367304.16	4	R	113	Penacova	3	1	185435.81	368506.93	2	R	24	Penacova	09:00	09:15	0:15	1	0	3	TI	1								1			3	2	24	41.2	540	555	15	8	6	30.64
1601	3	1	185435.81	368506.93	2	R	24	Penacova	10	2	176335.21	358542.81	5	U	320	Coimbra	09:20	9:50	00:30	1	0	3	TI	3								1			2	2	24	41.2	560	590	30	13	6	26.99
1601	4	2	176335.21	358542.81	5	U	320	Coimbra	3	1	185435.81	368506.93	2	R	24	Penacova	10:00	10:30	00:30	1	0	3	TI	1								1			2	2	24	41.2	600	630	30	13	6	26.99
1601	5	1	185435.81	368506.93	2	R	24	Penacova	7	2	193001.89	367304.16	4	R	113	Penacova	19:00	19:15	00:15	1	0	3	TI	1								1			3	2	24	41.2	1 140	1 155	15	8	6	30.64
1601	6	2	193001.89	367304.16	4	R	113	Penacova	3	1	185435.81	368506.93	2	R	24	Penacova	20:30	20:45	00:15	1	0	3	TI	1								4	1	2	1	2	24	41.2	1 230	1 245	15	8	6	30.64
1602	1	1	187043.6	367238.7	2	U	24	Penacova	1	2	187488.21	366936.19	3	U	24	Penacova	09:00	9:05	00:05	1	0	3	TI	1								1			1	2	24	31.8	540	545	5	1	5	6.45
1602	2	2	187488.21	366936.19	3	U	24	Penacova	4	2	183757.65	370792.3	4	R	112	Penacova	18:00	18:15	00:15	1	0	3	TI	5								1			1	2	24	31.8	1 080	1 095	15	5	5	21.46
1602	3	2	183757.65	370792.3	4	R	112	Penacova	3	1	187043.6	367238.7	2	U	24	Penacova	18:45	19:00	00:15	1	0	3	TI	1								1			1	2	24	31.8	1 125	1 140	15	5	5	19.36
1602	4	1	187043.6	367238.7	2	U	24	Penacova	8	2	187433.36	366978.24	3	U	24	Penacova	20:05	20:20	00:15	1	0	3	TI	5								4	1	2	3	2	24	31.8	1 205	1 220	15	0	5	1.88
1602	5	2	187433.36	366978.24	3	U	24	Penacova	3	1	187043.6	367238.7	2	U	24	Penacova	21:30	21:45	00:15	1	0	3	TI	1								4	1	2	1	2	24	31.8	1 290	1 305	15	0	5	1.88
