Inq	Viagem	P1-Iniciou a viagem em casa	Origem_X	Origem_Y	Origem_Georef	Origem_Tipo	Origem_Zona	Origem_Conc	P3-Motivo da viagem	P4-Viagem terminou em casa	Destino_X	Destino_Y	Destino_Georef	Destino_Tipo	Destino_Zona	Destino_Conc	Hora de Inicio	Hora de Fim	Duração	P6-Mudou alguma vez de modo de transporte	P6_Vezes que mudou de modo de transporte	P9-Modo de transporte utilizado para chegar ao destino	Modo de transporte agregado	P10-Local de estacionamento	P11_a-Preço pago pelo estacionamento (base diária)	P11_b-Preço pago pelo estacionamento (base mensal)	P12-Automóvel disponível	P13_a-Primeira Razão da escolha do modo a pé / TC	P13_b-segunda Razão da escolha do modo a pé / TC	P.14-Título de transporte	P.14a-Tipo de passe	Classifica Companhia	P15_a-Fez a viagem sempre acompanhado	P15_b-Fez algum desvio ao seu percurso por ir acompanhado	P15_c_Frequencia_Viagem	Tipo de inquérito	Zona_Residencia	Coeficientes Expansão Total	Hora de Inicio	Hora de Fim	Duração	Distancia	Viagens	Velocidades
12687	2	2	173549.59	356950.36	3	U	345	Coimbra	8	1	174298.0587	357391.4508	2	U	324	Coimbra	13:00	13:05	00:05	1	0	19	Bicicleta		0	0	1	3	7			1			1	2	324	21.8	780	785	5	1	4	10.43
12687	3	1	174298.0587	357391.4508	2	U	324	Coimbra	1	2	173549.59	356950.36	3	U	345	Coimbra	14:30	14:35	00:05	1	0	19	Bicicleta		0	0	1	3	7			1			1	2	324	21.8	870	875	5	1	4	10.43
12687	4	2	173549.59	356950.36	3	U	345	Coimbra	3	1	174298.0587	357391.4508	2	U	324	Coimbra	18:00	18:05	00:05	1	0	19	Bicicleta		0	0	1	3	7			1			1	2	324	21.8	1 080	1 085	5	1	4	10.43
12688	1	1	171600.15	322348.93	4	R	135	Ansião	2	2	176265.93	360353.95	3	U	314	Coimbra	14:15	15:00	0:45	1	0	3	TI	4	1							4		2	2	2	135	69.1	855	900	45	38	2	51.05
12688	2	2	176265.93	360353.95	3	U	314	Coimbra	3	1	171600.15	322348.93	4	R	135	Ansião	18:00	19:00	1:00	1	0	3	TI	5								4		2	2	2	135	69.1	1 080	1 140	60	38	2	38.29
12689	1	1	170819.3762	359077.1169	2	U	327	Coimbra	1	2	171935.87	359366.41	3	U	326	Coimbra	08:10	8:20	00:10	1	0	3	TI	5	0	0						4		2	1	2	327	27.3	490	500	10	1	2	6.92
12689	2	2	171935.87	359366.41	3	U	326	Coimbra	3	1	170819.3762	359077.1169	2	U	327	Coimbra	17:30	17:45	00:15	1	0	3	TI	5	0	0						4		2	1	2	327	27.3	1 050	1 065	15	1	2	4.61
12690	1	1	174283.9141	357344.8108	2	U	324	Coimbra	1	2	176265.93	360353.95	3	U	314	Coimbra	08:30	8:50	00:20	1	0	3	TI	1	0	0						1			1	2	324	32.9	510	530	20	4	2	10.81
12690	2	2	176265.93	360353.95	3	U	314	Coimbra	3	1	174283.9141	357344.8108	2	U	324	Coimbra	17:00	17:20	00:20	1	0	3	TI	5	0	0						1			1	2	324	32.9	1 020	1 040	20	4	2	10.81
12691	1	1	176703.6579	373535.5863	2	U	356	Coimbra	10	2	174620.78	360200.09	3	U	303	Coimbra	13:50	14:15	0:25	1	0	4	TI		0	0						4		2	2	2	356	19.6	830	855	25	13	3	32.39
12691	2	2	174620.78	360200.09	3	U	303	Coimbra	6	2	174649.63	360286.63	2	U	303	Coimbra	16:15	16:20	00:05	1	0	4	TI		0	0						4		2	2	2	356	19.6	975	980	5	0	3	1.09
12691	3	2	174649.63	360286.63	2	U	303	Coimbra	3	1	176703.6579	373535.5863	2	U	356	Coimbra	16:35	16:55	00:20	1	0	4	TI	1	0	0						4		2	2	2	356	19.6	995	1 015	20	13	3	40.22
12692	1	1	179665.9367	364647.1332	2	U	358	Coimbra	2	2	176265.93	360353.95	3	U	314	Coimbra	14:00	14:15	00:15	1	0	3	TI	1	0	0						1			1	2	358	21.9	840	855	15	5	2	21.91
12692	2	2	176265.93	360353.95	3	U	314	Coimbra	3	1	179665.9367	364647.1332	2	U	358	Coimbra	18:30	18:50	00:20	1	0	3	TI	5	0	0						1			1	2	358	21.9	1 110	1 130	20	5	2	16.43
12693	1	1	174311.6775	365198.9673	2	U	334	Coimbra	2	2	175131.88	359962.95	3	U	301	Coimbra	08:30	8:45	00:15	1	0	4	TI		0	0						4		2	1	2	334	41.6	510	525	15	5	2	21.2
12693	2	2	175131.88	359962.95	3	U	301	Coimbra	3	1	174311.6775	365198.9673	2	U	334	Coimbra	18:15	18:55	00:40	2	2	1	TC		0	0	2					1			2	2	334	41.6	1 095	1 135	40	5	2	7.95
12694	1	1	178273.03	325697.22	4	R	135	Ansião	1	2	180607.96	328294.82	4	U	135	Ansião	09:00	09:20	0:20	1	0	3	TI	5								3		1	1	2	135	69.1	540	560	20	3	2	10.48
12694	2	2	180607.96	328294.82	4	U	135	Ansião	3	1	178273.03	325697.22	4	R	135	Ansião	13:40	13:55	0:15	1	0	3	TI	5								7		2	3	2	135	69.1	820	835	15	3	2	13.97
12695	1	1	177108.7579	365884.1945	1	U	357	Coimbra	1	2	176625.55	359606.84	3	U	315	Coimbra	08:00	08:20	0:20	1	0	3	TI	1	0	0						1			1	2	357	42.1	480	500	20	6	4	18.89
12695	2	2	176625.55	359606.84	3	U	315	Coimbra	8	1	177108.7579	365884.1945	1	U	357	Coimbra	12:30	12:50	0:20	1	0	3	TI	5	0	0						1			1	2	357	42.1	750	770	20	6	4	18.89
12695	3	1	177108.7579	365884.1945	1	U	357	Coimbra	1	2	176625.55	359606.84	3	U	315	Coimbra	14:00	14:20	0:20	1	0	3	TI	1	0	0						1			1	2	357	42.1	840	860	20	6	4	18.89
12695	4	2	176625.55	359606.84	3	U	315	Coimbra	3	1	177108.7579	365884.1945	1	U	357	Coimbra	20:00	20:20	0:20	1	0	3	TI	5	0	0						1			1	2	357	42.1	1 200	1 220	20	6	4	18.89
12696	1	1	164993.37	369764.54	4	R	9	Cantanhede	2	2	161622.11	375064.86	3	U	6	Cantanhede	8:30	8:50	00:20	1	0	1	Pé				2					1			1	2	9	19	510	530	20	6	2	18.84
12696	2	2	161622.11	375064.86	3	U	6	Cantanhede	3	1	164993.37	369764.54	4	R	9	Cantanhede	16:35	16:55	00:20	1	0	1	Pé				2					1			1	2	9	19	995	1 015	20	6	2	18.84
12697	1	1	170545.1755	355663.6931	2	U	348	Coimbra	1	2	173564.52	360408.46	3	U	307	Coimbra	09:00	9:15	00:15	1	0	3	TI	3	0	0						1			1	2	348	27	540	555	15	6	2	22.5
12697	2	2	173564.52	360408.46	3	U	307	Coimbra	3	1	170545.1755	355663.6931	2	U	348	Coimbra	17:00	17:15	0:15	1	0	3	TI	1	0	0						1			1	2	348	27	1 020	1 035	15	6	2	22.5
12698	1	1	176246.1692	360712.4889	2	U	311	Coimbra	10	2	174731.05	360326.65	3	U	303	Coimbra	11:00	11:10	00:10	1	0	12	TC		0	0	1	3	5	2		1			2	1	311	26.1	660	670	10	2	2	9.38
12698	2	2	174731.05	360326.65	3	U	303	Coimbra	3	1	176246.1692	360712.4889	2	U	311	Coimbra	16:00	16:15	00:15	1	0	12	TC		0	0	2			2		1			2	1	311	26.1	960	975	15	2	2	6.25
12699	1	1	168312.6607	363542.5464	2	U	352	Coimbra	13	2	175332.94	360222.77	2	U	301	Coimbra	15:00	15:15	00:15	1	0	4	TI		0	0						4		2	2	2	352	38.5	900	915	15	8	2	31.06
12699	2	2	175332.94	360222.77	2	U	301	Coimbra	3	1	168312.6607	363542.5464	2	U	352	Coimbra	20:00	20:15	00:15	1	0	4	TI		0	0						4		2	2	2	352	38.5	1 200	1 215	15	8	2	31.06
12700	1	1	175234.889	360485.5892	2	U	308	Coimbra	2	2	175982.93	357533.16	3	U	321	Coimbra	09:00	9:15	00:15	1	0	3	TI	1	0	0						1			1	1	308	41.4	540	555	15	3	2	12.18
12700	2	2	175982.93	357533.16	3	U	321	Coimbra	3	1	175234.889	360485.5892	2	U	308	Coimbra	17:30	17:45	00:15	1	0	3	TI	1	0	0						1			1	1	308	41.4	1 050	1 065	15	3	2	12.18
12701	1	1	176202.9698	361580.6656	2	U	312	Coimbra	10	2	175933.27	360675.87	2	U	311	Coimbra	09:00	09:05	00:05	1	0	3	TI	1	0	0						1			2	1	312	13.5	540	545	5	1	5	11.33
12701	2	2	175933.27	360675.87	2	U	311	Coimbra	10	2	176630.06	359688.24	3	U	315	Coimbra	10:00	10:20	00:20	1	0	3	TI	1	0	0						1			2	1	312	13.5	600	620	20	1	5	3.63
12701	3	2	176630.06	359688.24	3	U	315	Coimbra	3	1	176202.9698	361580.6656	2	U	312	Coimbra	11:30	11:40	00:10	1	0	3	TI	5	0	0						1			2	1	312	13.5	690	700	10	2	5	11.64
12701	4	1	176202.9698	361580.6656	2	U	312	Coimbra	10	2	176630.06	359688.24	3	U	315	Coimbra	18:15	18:25	00:10	1	0	3	TI	1	0	0						1			3	1	312	13.5	1 095	1 105	10	2	5	11.64
12701	5	2	176630.06	359688.24	3	U	315	Coimbra	3	1	176202.9698	361580.6656	2	U	312	Coimbra	19:15	19:25	00:10	1	0	3	TI	5	0	0						1			3	1	312	13.5	1 155	1 165	10	2	5	11.64
12702	1	1	173873.5602	358845.9302	2	U	323	Coimbra	1	2	174451.97	360474.35	3	U	303	Coimbra	08:25	8:35	00:10	1	0	3	TI	1	0	0						1			1	2	323	26.4	505	515	10	2	2	10.37
12702	2	2	174451.97	360474.35	3	U	303	Coimbra	3	1	173873.5602	358845.9302	2	U	323	Coimbra	18:35	18:45	00:10	1	0	3	TI	5	0	0						1			1	2	323	26.4	1 115	1 125	10	2	2	10.37
12703	1	1	144743.81	330716.47	2	R	119	Pombal	9	2	176223.45	361388.84	3	U	312	Coimbra	13:30	14:30	01:00	1	0	4	TI		0	0						3		2	3	2	119	46.3	810	870	60	44	2	43.95
12703	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	144743.81	330716.47	2	R	119	Pombal	19:00	20:00	01:00	1	0	4	TI		0	0						3		2	3	2	119	46.3	1 140	1 200	60	44	2	43.95
12704	1	1	174578.9849	360032.0794	2	U	303	Coimbra	1	2	176114.29	361040.1	3	U	310	Coimbra	08:00	8:05	00:05	1	0	3	TI	1	0	0						1			1	1	303	18.6	480	485	5	2	4	22.04
12704	2	2	176114.29	361040.1	3	U	310	Coimbra	8	1	174578.9849	360032.0794	2	U	303	Coimbra	12:30	12:35	00:05	1	0	3	TI	1	0	0						1			1	1	303	18.6	750	755	5	2	4	22.04
12704	3	1	174578.9849	360032.0794	2	U	303	Coimbra	1	2	176114.29	361040.1	3	U	310	Coimbra	14:00	14:05	00:05	1	0	3	TI	1	0	0						1			1	1	303	18.6	840	845	5	2	4	22.04
12704	4	2	176114.29	361040.1	3	U	310	Coimbra	3	1	174578.9849	360032.0794	2	U	303	Coimbra	18:00	18:05	00:05	1	0	3	TI	5	0	0						1			1	1	303	18.6	1 080	1 085	5	2	4	22.04
12705	1	1	176433.845	361086.2194	2	U	312	Coimbra	2	2	175982.93	357533.16	3	U	321	Coimbra	09:00	9:15	00:15	1	0	3	TI	1	0	0						1			1	1	312	8	540	555	15	4	2	14.33
12705	2	2	175982.93	357533.16	3	U	321	Coimbra	3	1	176433.845	361086.2194	2	U	312	Coimbra	18:00	18:15	00:15	1	0	3	TI	1	0	0						1			1	1	312	8	1 080	1 095	15	4	2	14.33
12706	1	1	176175.9276	359378.1296	1	U	317	Coimbra	10	2	174808.65	360340.43	3	U	302	Coimbra	16:00	16:20	0:20	1	0	12	TC		0	0	2			2		99		2	2	1	317	28.9	960	980	20	2	2	5.02
12706	2	2	174808.65	360340.43	3	U	302	Coimbra	3	1	176175.9276	359378.1296	1	U	317	Coimbra	18:00	18:20	0:20	1	0	12	TC		0	0	2			2		4		2	2	1	317	28.9	1 080	1 100	20	2	2	5.02
12707	1	1	176365.1479	359917.599	1	U	315	Coimbra	1	2	172247.42	358647.27	3	U	326	Coimbra	07:30	08:00	0:30	1	0	3	TI	5	0	0						1			1	2	315	31.8	450	480	30	4	2	8.62
12707	2	2	172247.42	358647.27	3	U	326	Coimbra	3	1	176365.1479	359917.599	1	U	315	Coimbra	18:00	18:30	0:30	1	0	3	TI	1	0	0						1			1	2	315	31.8	1 080	1 110	30	4	2	8.62
12708	1	1	171815.2848	355530.1632	2	U	345	Coimbra	1	2	174406.02	363667.51	3	U	332	Coimbra	08:20	8:40	00:20	1	0	3	TI	1	0	0						1			1	2	345	43.5	500	520	20	9	2	25.62
12708	2	2	174406.02	363667.51	3	U	332	Coimbra	3	1	171815.2848	355530.1632	2	U	345	Coimbra	17:00	17:20	00:20	1	0	3	TI	5	0	0						1			1	2	345	43.5	1 020	1 040	20	9	2	25.62
12709	1	1	146322.19	328187.13	4	R	119	Pombal	1	2	146884.37	328081.32	3	R	119	Pombal	09:00	9:05	00:05	1	0	3	TI	1	0	0						1			1	2	119	63.2	540	545	5	1	2	6.86
12709	2	2	146884.37	328081.32	3	R	119	Pombal	3	1	146322.19	328187.13	4	R	119	Pombal	17:00	17:05	00:05	1	0	3	TI	5	0	0						1			1	2	119	63.2	1 020	1 025	5	1	2	6.86
12710	1	1	176052.207	359068.2054	2	U	318	Coimbra	6	2	172247.42	358647.27	3	U	326	Coimbra	15:45	16:05	00:20	1	0	3	TI	5	0	0						1			1	1	318	11.6	945	965	20	4	2	11.48
12710	2	2	172247.42	358647.27	3	U	326	Coimbra	3	1	176052.207	359068.2054	2	U	318	Coimbra	19:00	19:10	00:10	1	0	3	TI	5	0	0						1			1	1	318	11.6	1 140	1 150	10	4	2	22.97
12711	1	1	171887.8388	353809.5313	1	U	362	Coimbra	1	2	174530.25	358132.49	3	U	306	Coimbra	08:00	8:10	00:10	1	0	12	TC		0	0	2			2		1			1	2	362	38.8	480	490	10	5	2	30.4
12711	2	2	174530.25	358132.49	3	U	306	Coimbra	3	1	171887.8388	353809.5313	1	U	362	Coimbra	17:00	17:10	00:10	1	0	12	TC		0	0	2			2		1			1	2	362	38.8	1 020	1 030	10	5	2	30.4
12712	1	1	174185.262	365302.0555	2	U	334	Coimbra	1	2	173449.56	360248	3	U	323	Coimbra	08:30	8:50	00:20	1	0	3	TI	1	0	0						1			1	2	334	47.6	510	530	20	5	2	15.32
12712	2	2	173449.56	360248	3	U	323	Coimbra	3	1	174185.262	365302.0555	2	U	334	Coimbra	18:00	18:20	00:20	1	0	3	TI	5	0	0						1			1	2	334	47.6	1 080	1 100	20	5	2	15.32
12713	1	1	177931.9344	351204.6908	2	U	361	Coimbra	4	2	176538.11	358390.54	3	U	320	Coimbra	09:15	9:40	00:25	1	0	3	TI	5	0	0						1			3	2	361	63.7	555	580	25	7	2	17.57
12713	2	2	176538.11	358390.54	3	U	320	Coimbra	3	1	177931.9344	351204.6908	2	U	361	Coimbra	12:30	13:05	00:35	1	0	3	TI	5	0	0						1			3	2	361	63.7	750	785	35	7	2	12.55
12714	1	1	189567.78	349622.47	1	U	32	Lousã	1	2	190415.28	349389.66	3	U	32	Lousã	09:05	9:25	00:20	1	0	1	Pé		0	0	1	8				1			1	2	32	58	545	565	20	1	2	2.64
12714	2	2	190415.28	349389.66	3	U	32	Lousã	3	1	189567.78	349622.47	1	U	32	Lousã	17:40	18:00	00:20	1	0	1	Pé		0	0	1	8				1			1	2	32	58	1 060	1 080	20	1	2	2.64
12715	1	1	201526.78	354408.98	2	U	213	Góis	1	2	201916.95	354028.4	3	U	213	Góis	8:30	8:50	00:20	1	0	1	Pé		0	0	2					1			1	2	213	38.8	510	530	20	1	2	1.64
12715	2	2	201916.95	354028.4	3	U	213	Góis	3	1	201526.78	354408.98	2	U	213	Góis	17:00	17:20	00:20	1	0	1	Pé		0	0	2					1			1	2	213	38.8	1 020	1 040	20	1	2	1.64
12716	1	1	176422.6489	359002.7663	1	U	318	Coimbra	2	2	176265.93	360353.95	3	U	314	Coimbra	13:00	13:20	0:20	1	0	12	TC		0	0	1	1	5	2		4		2	2	1	318	30.7	780	800	20	1	2	4.08
12716	2	2	176265.93	360353.95	3	U	314	Coimbra	3	1	176422.6489	359002.7663	1	U	318	Coimbra	18:30	19:00	00:30	1	0	12	TC		0	0	1	1	5	2		4		2	2	1	318	30.7	1 110	1 140	30	1	2	2.72
12717	1	1	183844.9	343523.05	1	U	38	Miranda do Corvo	1	2	182946.99	347202.42	2	U	35	Miranda do Corvo	9:30	9:45	0:15	1	0	4	TI		0	0						4		2	1	2	38	24	570	585	15	4	2	15.15
12717	2	2	182946.99	347202.42	2	U	35	Miranda do Corvo	3	1	183844.9	343523.05	1	U	38	Miranda do Corvo	20:00	20:15	0:15	1	0	4	TI		0	0						4		2	1	2	38	24	1 200	1 215	15	4	2	15.15
12718	1	1	176451.8138	361398.3891	1	U	312	Coimbra	1	2	172247.42	358647.27	3	U	326	Coimbra	07:35	07:45	00:10	1	0	3	TI	5	0	0						1			1	1	312	19.8	455	465	10	5	3	30.15
12718	2	2	172247.42	358647.27	3	U	326	Coimbra	10	2	176857.77	359464.85	3	U	315	Coimbra	16:30	16:50	00:20	1	0	3	TI	1	0	0						1			2	1	312	19.8	990	1 010	20	5	3	14.05
12718	3	2	176857.77	359464.85	3	U	315	Coimbra	3	1	176451.8138	361398.3891	1	U	312	Coimbra	18:30	18:45	00:15	1	0	3	TI	5	0	0						1			2	1	312	19.8	1 110	1 125	15	2	3	7.9
12719	1	1	172060.6954	358987.3274	2	U	326	Coimbra	9	2	172247.42	358647.27	3	U	326	Coimbra	16:00	16:25	00:25	1	0	4	TI		0	0						4		2	3	2	326	26.6	960	985	25	0	2	0.93
12719	2	2	172247.42	358647.27	3	U	326	Coimbra	3	1	172060.6954	358987.3274	2	U	326	Coimbra	18:00	18:35	00:35	1	0	4	TI		0	0						4		2	3	2	326	26.6	1 080	1 115	35	0	2	0.67
12720	1	1	174290.6579	361457.5209	1	U	331	Coimbra	1	2	174826.7	360335.18	4	U	302	Coimbra	07:30	7:50	0:20	1	0	12	TC		0	0	2			2		4		2	1	2	331	28.5	450	470	20	1	2	3.73
12720	2	2	174826.7	360335.18	4	U	302	Coimbra	3	1	174290.6579	361457.5209	1	U	331	Coimbra	16:00	16:20	0:20	1	0	12	TC		0	0	2			2		1			1	2	331	28.5	960	980	20	1	2	3.73
12721	1	1	177475.1839	358954.563	1	U	340	Coimbra	6	2	175533.34	359834.57	3	U	302	Coimbra	10:00	10:20	00:20	1	0	12	TC		0	0	1	1	5	2		1			2	1	340	13.4	600	620	20	2	4	6.4
12721	2	2	175533.34	359834.57	3	U	302	Coimbra	3	1	177475.1839	358954.563	1	U	340	Coimbra	12:00	12:20	00:20	1	0	12	TC		0	0	1	1	5	2		1			2	1	340	13.4	720	740	20	2	4	6.4
12721	3	1	177475.1839	358954.563	1	U	340	Coimbra	6	2	175533.34	359834.57	3	U	302	Coimbra	15:00	15:20	00:20	1	0	12	TC		0	0	1	1	5	2		1			2	1	340	13.4	900	920	20	2	4	6.4
12721	4	2	175533.34	359834.57	3	U	302	Coimbra	3	1	177475.1839	358954.563	1	U	340	Coimbra	18:00	18:20	00:20	1	0	12	TC		0	0	1	1	5	2		1			2	1	340	13.4	1 080	1 100	20	2	4	6.4
12722	1	1	177955.2159	360202.2895	1	U	337	Coimbra	1	2	173843.37	362105.12	3	U	330	Coimbra	8:30	8:45	00:15	1	0	3	TI	3	0	0						1			1	1	337	12.3	510	525	15	5	2	18.12
12722	2	2	173843.37	362105.12	3	U	330	Coimbra	3	1	177955.2159	360202.2895	1	U	337	Coimbra	18:00	18:15	00:15	1	0	3	TI	5	0	0						1			1	1	337	12.3	1 080	1 095	15	5	2	18.12
12723	1	1	177105.2208	360270.0453	1	U	339	Coimbra	9	2	176098.38	358505.29	3	U	320	Coimbra	08:00	8:15	00:15	1	0	12	TC		0	0	2			3	2	1			3	1	339	6.4	480	495	15	2	2	8.13
12723	2	2	176098.38	358505.29	3	U	320	Coimbra	3	1	177105.2208	360270.0453	1	U	339	Coimbra	10:45	11:00	00:15	1	0	12	TC		0	0	2			3	2	1			3	1	339	6.4	645	660	15	2	2	8.13
12724	1	1	171861.4504	353841.9506	2	U	362	Coimbra	4	2	174571.96	360513.19	3	U	303	Coimbra	10:30	10:45	00:15	1	0	12	TC		0	0	2			3	1	1			1	2	362	142.4	630	645	15	7	4	28.8
12724	2	2	174571.96	360513.19	3	U	303	Coimbra	3	1	171861.4504	353841.9506	2	U	362	Coimbra	11:25	11:45	00:20	1	0	12	TC		0	0	2			3	1	1			2	2	362	142.4	685	705	20	7	4	21.6
12724	3	1	171861.4504	353841.9506	2	U	362	Coimbra	11	2	174769.24	360830.26	2	U	309	Coimbra	14:35	14:55	00:20	1	0	12	TC		0	0	2			3	1	1			2	2	362	142.4	875	895	20	8	4	22.71
12724	4	2	174769.24	360830.26	2	U	309	Coimbra	3	1	171861.4504	353841.9506	2	U	362	Coimbra	17:30	17:50	00:20	1	0	12	TC		0	0	2			3	1	1			2	2	362	142.4	1 050	1 070	20	8	4	22.71
12725	1	1	170688.2186	358865.1186	2	U	327	Coimbra	1	2	174808.65	360340.43	3	U	302	Coimbra	08:10	8:25	00:15	1	0	3	TI	3	0	0						1			1	2	327	27.3	490	505	15	4	4	17.51
12725	2	2	174808.65	360340.43	3	U	302	Coimbra	8	1	170688.2186	358865.1186	2	U	327	Coimbra	12:45	13:00	00:15	1	0	3	TI	1	0	0						1			1	2	327	27.3	765	780	15	4	4	17.51
12725	3	1	170688.2186	358865.1186	2	U	327	Coimbra	1	2	174808.65	360340.43	3	U	302	Coimbra	13:40	13:55	00:15	1	0	3	TI	3	0	0						1			1	2	327	27.3	820	835	15	4	4	17.51
12725	4	2	174808.65	360340.43	3	U	302	Coimbra	3	1	170688.2186	358865.1186	2	U	327	Coimbra	17:00	17:15	00:15	1	0	3	TI	5	0	0						1			1	2	327	27.3	1 020	1 035	15	4	4	17.51
12726	1	1	175376.5726	360633.2666	2	U	308	Coimbra	1	2	174805.73	360183.71	2	U	301	Coimbra	09:00	9:15	00:15	1	0	3	TI	5	0	0						1			1	1	308	30.7	540	555	15	1	2	2.91
12726	2	2	174805.73	360183.71	2	U	301	Coimbra	3	1	175376.5726	360633.2666	2	U	308	Coimbra	19:00	19:15	00:15	1	0	3	TI	1	0	0						1			1	1	308	30.7	1 140	1 155	15	1	2	2.91
12727	1	1	155704.12	318748.77	2	U	117	Pombal	2	2	175982.93	357533.16	3	U	321	Coimbra	08:15	9:00	00:45	1	0	3	TI	5	0	0						1			1	2	117	51.2	495	540	45	44	2	58.35
12727	2	2	175982.93	357533.16	3	U	321	Coimbra	3	1	155704.12	318748.77	2	U	117	Pombal	17:00	17:45	00:45	1	0	3	TI	5	0	0						1			1	2	117	51.2	1 020	1 065	45	44	2	58.35
12728	1	1	175155.4693	354930.0296	2	U	344	Coimbra	6	2	174280.84	360769.38	3	U	303	Coimbra	14:45	14:50	00:05	1	0	1	Pé		0	0	2					1			1	2	344	16	885	890	5	6	2	70.85
12728	2	2	174280.84	360769.38	3	U	303	Coimbra	3	1	175155.4693	354930.0296	2	U	344	Coimbra	17:50	17:55	00:05	1	0	1	Pé		0	0	2					1			1	2	344	16	1 070	1 075	5	6	2	70.85
12729	1	1	166816.9945	362802.6124	1	U	350	Coimbra	1	2	172963.94	364874.46	4	R	334	Coimbra	08:00	8:15	00:15	1	0	3	TI	3	0	0						1			1	2	350	143.9	480	495	15	6	2	25.95
12729	2	2	172963.94	364874.46	4	R	334	Coimbra	3	1	166816.9945	362802.6124	1	U	350	Coimbra	18:00	18:15	00:15	1	0	3	TI	5	0	0						1			1	2	350	143.9	1 080	1 095	15	6	2	25.95
12730	1	1	175152.6344	370602.5216	2	U	355	Coimbra	9	2	176966.45	361161.26	2	U	338	Coimbra	15:30	15:50	00:20	1	0	6	Táxi		0	0	2					4		2	3	2	355	22.1	930	950	20	10	2	28.84
12730	2	2	176966.45	361161.26	2	U	338	Coimbra	3	1	175152.6344	370602.5216	2	U	355	Coimbra	17:00	17:20	00:20	1	0	6	Táxi		0	0	2					4		2	3	2	355	22.1	1 020	1 040	20	10	2	28.84
12731	1	1	174910.1882	369495.3116	2	U	355	Coimbra	10	2	176283	360389.92	2	U	311	Coimbra	14:30	14:50	00:20	1	0	6	Táxi		0	0	2					4		2	2	2	355	30.4	870	890	20	9	2	27.62
12731	2	2	176283	360389.92	2	U	311	Coimbra	3	1	174910.1882	369495.3116	2	U	355	Coimbra	16:30	16:50	00:20	1	0	6	Táxi		0	0	2					4		2	2	2	355	30.4	990	1 010	20	9	2	27.62
12732	1	1	177731.1781	365014.3384	2	U	358	Coimbra	2	2	175041.73	359890.56	3	U	301	Coimbra	08:30	08:45	0:15	1	0	4	TI		0	0						4		2	1	2	358	29.8	510	525	15	6	2	23.15
12732	2	2	175041.73	359890.56	3	U	301	Coimbra	3	1	177731.1781	365014.3384	2	U	358	Coimbra	16:00	16:20	0:20	1	0	12	TC		0	0	2			3	3	1			1	2	358	29.8	960	980	20	6	2	17.36
12733	1	1	170819.3762	359077.1169	2	U	327	Coimbra	1	2	176522.2	358440.9	3	U	320	Coimbra	09:30	9:45	00:15	1	0	3	TI	5	0	0						1			1	2	327	27.3	570	585	15	6	2	22.95
12733	2	2	176522.2	358440.9	3	U	320	Coimbra	3	1	170819.3762	359077.1169	2	U	327	Coimbra	19:25	19:50	00:25	1	0	3	TI	1	0	0						1			1	2	327	27.3	1 165	1 190	25	6	2	13.77
12734	1	1	176052.207	359068.2054	2	U	318	Coimbra	5	2	176695.63	359299.26	3	U	315	Coimbra	17:00	17:15	0:15	1	0	1	Pé		0	0	2					1			1	1	318	29.2	1 020	1 035	15	1	2	2.73
12734	2	2	176695.63	359299.26	3	U	315	Coimbra	3	1	176052.207	359068.2054	2	U	318	Coimbra	19:15	19:30	0:15	1	0	1	Pé		0	0	2					1			1	1	318	29.2	1 155	1 170	15	1	2	2.73
12735	1	1	158334.11	333485.15	2	U	47	Pombal	2	2	175389.42	360374.86	3	U	302	Coimbra	07:30	8:15	00:45	1	0	17	TC		0	0	2			1		1			1	2	47	62.8	450	495	45	32	2	42.46
12735	2	2	175389.42	360374.86	3	U	302	Coimbra	3	1	158334.11	333485.15	2	U	47	Pombal	15:20	16:05	00:45	1	0	17	TC		0	0	2			1		1			1	2	47	62.8	920	965	45	32	2	42.46
12736	1	1	198332.51	365694.69	4	R	204	Arganil	10	2	174620.78	360200.09	3	U	303	Coimbra	14:00	15:00	01:00	1	0	3	TI	3	0	0						1			3	2	204	41.9	840	900	60	24	2	24.34
12736	2	2	174620.78	360200.09	3	U	303	Coimbra	3	1	198332.51	365694.69	4	R	204	Arganil	17:00	18:00	01:00	1	0	3	TI	5	0	0						1			3	2	204	41.9	1 020	1 080	60	24	2	24.34
12737	1	1	174578.9849	360032.0794	2	U	303	Coimbra	4	2	174789.42	359935.8	3	U	301	Coimbra	15:00	15:10	00:10	1	0	12	TC		0	0	1	1	5	3	1	4		2	2	1	303	11.9	900	910	10	0	2	1.39
12737	2	2	174789.42	359935.8	3	U	301	Coimbra	3	1	174578.9849	360032.0794	2	U	303	Coimbra	17:00	17:10	00:10	1	0	12	TC		0	0	1	1	5	3	2	4		2	2	1	303	11.9	1 020	1 030	10	0	2	1.39
12739	1	1	179866.4559	364263.2744	2	U	358	Coimbra	2	2	175041.73	359890.56	3	U	301	Coimbra	14:00	14:35	0:35	1	0	12	TC		0	0	2			2		1			2	2	358	25	840	875	35	7	2	11.16
12739	2	2	175041.73	359890.56	3	U	301	Coimbra	3	1	179866.4559	364263.2744	2	U	358	Coimbra	20:00	20:35	0:35	1	0	12	TC		0	0	2			2		1			2	2	358	25	1 200	1 235	35	7	2	11.16
