Inq	Viagem	P1-Iniciou a viagem em casa	Origem_X	Origem_Y	Origem_Georef	Origem_Tipo	Origem_Zona	Origem_Conc	P3-Motivo da viagem	P4-Viagem terminou em casa	Destino_X	Destino_Y	Destino_Georef	Destino_Tipo	Destino_Zona	Destino_Conc	Hora de Inicio	Hora de Fim	Duração	P6-Mudou alguma vez de modo de transporte	P6_Vezes que mudou de modo de transporte	P9-Modo de transporte utilizado para chegar ao destino	Modo de transporte agregado	P10-Local de estacionamento	P11_a-Preço pago pelo estacionamento (base diária)	P11_b-Preço pago pelo estacionamento (base mensal)	P12-Automóvel disponível	P13_a-Primeira Razão da escolha do modo a pé / TC	P13_b-segunda Razão da escolha do modo a pé / TC	P.14-Título de transporte	P.14a-Tipo de passe	Classifica Companhia	P15_a-Fez a viagem sempre acompanhado	P15_b-Fez algum desvio ao seu percurso por ir acompanhado	P15_c_Frequencia_Viagem	Tipo de inquérito	Zona_Residencia	Coef_Exp	Hora de Inicio	Hora de Fim	Duração	Distancia	Viagens	Velocidades
13619	1	1	180127.9967	362943.9467	2	U	359	Coimbra	2	2	176402.57	359655.68	3	U	315	Coimbra	8:00	8:20	0:20	1	0	12	TC		0	0	2			3	3	1			1	2	359	21.1	480	500	20	5	2	14.91
13619	2	2	176402.57	359655.68	3	U	315	Coimbra	3	1	180127.9967	362943.9467	2	U	359	Coimbra	17:50	18:10	0:20	1	0	12	TC		0	0	2			3	3	1			1	2	359	21.1	1 070	1 090	20	5	2	14.91
13620	1	1	177044.7758	360884.2064	1	U	338	Coimbra	10	2	175041.73	359890.56	3	U	301	Coimbra	10:00	10:25	0:25	1	0	1	Pé		0	0	2					1			1	1	338	16.2	600	625	25	2	2	5.37
13620	2	2	175041.73	359890.56	3	U	301	Coimbra	3	1	177044.7758	360884.2064	1	U	338	Coimbra	12:30	12:55	0:25	1	0	1	Pé		0	0	2					1			1	1	338	16.2	750	775	25	2	2	5.37
13622	1	1	167985.6423	363174.0671	2	U	352	Coimbra	1	2	174456.62	360646.1	3	U	303	Coimbra	9:00	9:15	0:15	1	0	3	TI	5	0	0						1			1	2	352	49.9	540	555	15	7	2	27.79
13622	2	2	174456.62	360646.1	3	U	303	Coimbra	3	1	167985.6423	363174.0671	2	U	352	Coimbra	18:00	18:25	0:25	1	0	3	TI	5	0	0						1			1	2	352	49.9	1 080	1 105	25	7	2	16.67
13623	1	1	176374.1642	359007.3999	2	U	318	Coimbra	6	2	176538.11	358390.54	3	U	320	Coimbra	14:45	15:00	0:15	1	0	1	Pé		0	0	2					1			1	1	318	22.7	885	900	15	1	2	2.55
13623	2	2	176538.11	358390.54	3	U	320	Coimbra	3	1	176374.1642	359007.3999	2	U	318	Coimbra	16:30	16:45	0:15	1	0	1	Pé		0	0	2					1			1	1	318	22.7	990	1 005	15	1	2	2.55
13625	1	1	176202.9698	361580.6656	2	U	312	Coimbra	1	2	176538.11	358390.54	3	U	320	Coimbra	8:00	8:15	0:15	1	0	3	TI	1	0	0						1			1	1	312	15.2	480	495	15	3	2	12.83
13625	2	2	176538.11	358390.54	3	U	320	Coimbra	3	1	176202.9698	361580.6656	2	U	312	Coimbra	12:00	12:15	0:15	1	0	3	TI	5	0	0						1			1	1	312	15.2	720	735	15	3	2	12.83
13626	1	1	164283.935	361178.1019	1	U	350	Coimbra	1	2	176144.52	360890.24	2	U	311	Coimbra	8:00	8:35	0:35	1	0	12	TC				2			2		1			1	2	350	32.2	480	515	35	12	2	20.34
13626	2	2	176144.52	360890.24	2	U	311	Coimbra	3	1	164283.935	361178.1019	1	U	350	Coimbra	17:00	17:35	0:35	1	0	12	TC				2			2		1			1	2	350	32.2	1 020	1 055	35	12	2	20.34
13627	1	1	174095.3421	365210.5774	2	U	334	Coimbra	2	2	175131.88	359962.95	3	U	301	Coimbra	9:15	9:25	0:10	1	0	4	TI		0	0						4		2	1	2	334	33.9	555	565	10	5	2	32.09
13627	2	2	175131.88	359962.95	3	U	301	Coimbra	3	1	174095.3421	365210.5774	2	U	334	Coimbra	17:00	17:15	0:15	1	0	4	TI		0	0						4		2	1	2	334	33.9	1 020	1 035	15	5	2	21.4
13628	1	1	177931.9344	351204.6908	2	U	361	Coimbra	11	2	167943.2	358262.26	3	U	347	Coimbra	9:30	10:05	0:35	1	0	3	TI	5	0	0						1			2	2	361	63.7	570	605	35	12	2	20.97
13628	2	2	167943.2	358262.26	3	U	347	Coimbra	3	1	177931.9344	351204.6908	2	U	361	Coimbra	15:30	16:10	0:40	1	0	3	TI	5	0	0						1			2	2	361	63.7	930	970	40	12	2	18.35
13629	1	1	174937.9503	360245.6018	2	U	301	Coimbra	2	2	175878.68	361188.97	3	U	310	Coimbra	9:15	9:25	0:10	1	0	12	TC		0	0	2			3	3	1			1	1	301	13.3	555	565	10	1	2	7.99
13629	2	2	175878.68	361188.97	3	U	310	Coimbra	3	1	174937.9503	360245.6018	2	U	301	Coimbra	19:45	19:55	0:10	1	0	12	TC		0	0	2			3	3	1			1	1	301	13.3	1 185	1 195	10	1	2	7.99
13631	1	1	176986.617	361423.8961	1	U	312	Coimbra	2	2	175982.93	357533.16	3	U	321	Coimbra	8:00	8:15	0:15	1	0	3	TI	3	0	0						1			1	1	312	7.3	480	495	15	4	4	16.07
13631	2	2	175982.93	357533.16	3	U	321	Coimbra	7	2	176223.45	361388.84	3	U	312	Coimbra	10:00	10:15	0:15	1	0	3	TI	98	0	0						1			2	1	312	7.3	600	615	15	4	4	15.45
13631	3	2	176223.45	361388.84	3	U	312	Coimbra	2	2	175982.93	357533.16	3	U	321	Coimbra	10:20	10:35	0:15	1	0	3	TI	3	0	0						4		2	2	1	312	7.3	620	635	15	4	4	15.45
13631	4	2	175982.93	357533.16	3	U	321	Coimbra	3	1	176986.617	361423.8961	1	U	312	Coimbra	18:00	18:20	0:20	1	0	3	TI	5	0	0						4		1	2	1	312	7.3	1 080	1 100	20	4	4	12.05
13632	1	1	175867.1091	361477.106	1	U	312	Coimbra	10	2	174571.96	360513.19	3	U	303	Coimbra	9:00	9:10	0:10	1	0	12	TC		0	0	2			2		1			2	1	312	9.4	540	550	10	2	2	9.69
13632	2	2	174571.96	360513.19	3	U	303	Coimbra	3	1	175867.1091	361477.106	1	U	312	Coimbra	11:30	11:40	0:10	1	0	12	TC		0	0	2			2		1			2	1	312	9.4	690	700	10	2	2	9.69
13633	1	1	176768.4782	361073.2874	2	U	313	Coimbra	5	2	176624.6	359456.2	3	U	315	Coimbra	7:30	7:45	0:15	1	0	3	TI	3								4		2	2	1	313	18.2	450	465	15	2	2	6.49
13633	2	2	176624.6	359456.2	3	U	315	Coimbra	3	1	176768.4782	361073.2874	2	U	313	Coimbra	12:35	12:50	0:15	1	0	3	TI	5								4		2	2	1	313	18.2	755	770	15	2	2	6.49
13634	1	1	177264.2192	360905.4232	1	U	338	Coimbra	10	2	174620.78	360200.09	3	U	303	Coimbra	10:00	10:20	0:20	1	0	3	TI	1	0	0						1			3	1	338	16.2	600	620	20	3	2	8.21
13634	2	2	174620.78	360200.09	3	U	303	Coimbra	3	1	177264.2192	360905.4232	1	U	338	Coimbra	11:30	11:50	0:20	1	0	3	TI	5	0	0						1			3	1	338	16.2	690	710	20	3	2	8.21
13635	1	1	178462.5289	351600.7771	2	U	361	Coimbra	2	2	177639.34	351580.18	3	R	361	Coimbra	8:45	8:50	0:05	1	0	19	Bicicleta		0	0	2					5		2	1	2	361	55.6	525	530	5	1	2	9.88
13635	2	2	177639.34	351580.18	3	R	361	Coimbra	3	1	178462.5289	351600.7771	2	U	361	Coimbra	16:30	16:35	0:05	1	0	19	Bicicleta		0	0	2					5			1	2	361	55.6	990	995	5	1	2	9.88
13637	1	1	171528.4144	353591.4059	1	R	362	Coimbra	1	2	174043.33	359985.22	3	U	307	Coimbra	17:20	17:35	0:15	1	0	3	TI	1	0	0						1			1	2	362	88.6	1 040	1 055	15	7	2	27.48
13637	2	2	174043.33	359985.22	3	U	307	Coimbra	3	1	171528.4144	353591.4059	1	R	362	Coimbra	1:30	1:45	0:15	1	0	3	TI	5	0	0						1			1	2	362	88.6	90	105	15	7	2	27.48
13639	1	1	177731.1781	365014.3384	2	U	358	Coimbra	9	2	176010.68	360426.85	3	U	311	Coimbra	14:10	14:35	0:25	1	0	3	TI	5	0	0						1			1	2	358	25.9	850	875	25	5	2	11.76
13639	2	2	176010.68	360426.85	3	U	311	Coimbra	3	1	177731.1781	365014.3384	2	U	358	Coimbra	18:40	18:55	0:15	1	0	3	TI	5	0	0						1			1	2	358	25.9	1 120	1 135	15	5	2	19.6
13640	1	1	166374.6877	358432.533	2	U	364	Coimbra	1	2	171935.87	359366.41	3	U	326	Coimbra	8:20	8:25	0:05	1	0	3	TI	5	0	0						1			1	2	364	25.3	500	505	5	6	2	67.67
13640	2	2	171935.87	359366.41	3	U	326	Coimbra	3	1	166374.6877	358432.533	2	U	364	Coimbra	19:00	19:05	0:05	1	0	3	TI	5	0	0						1			1	2	364	25.3	1 140	1 145	5	6	2	67.67
13641	1	1	175109.6565	360131.708	2	U	301	Coimbra	1	2	176114.5	360859.97	3	U	311	Coimbra	6:30	6:35	0:05	1	0	3	TI	1	0	0						1			1	1	301	19.4	390	395	5	1	2	14.89
13641	2	2	176114.5	360859.97	3	U	311	Coimbra	3	1	175109.6565	360131.708	2	U	301	Coimbra	16:30	16:45	0:15	1	0	3	TI	5	0	0						4		1	1	1	301	19.4	990	1 005	15	1	2	4.96
13642	1	1	176294.8201	359633.862	1	U	315	Coimbra	2	2	175594.45	359927.18	3	U	302	Coimbra	17:00	17:20	0:20	1	0	1	Pé		0	0	2					1			2	1	315	30.7	1 020	1 040	20	1	2	2.28
13642	2	2	175594.45	359927.18	3	U	302	Coimbra	3	1	176294.8201	359633.862	1	U	315	Coimbra	20:00	20:20	0:20	1	0	1	Pé		0	0	2					1			2	1	315	30.7	1 200	1 220	20	1	2	2.28
13643	1	1	176879.6238	361089.9338	1	U	338	Coimbra	5	2	174722.99	360448.02	2	U	303	Coimbra	14:00	14:15	0:15	1	0	12	TC		0	0	1	1	5	3	99	4		2	1	1	338	16.2	840	855	15	2	3	9
13643	2	2	174722.99	360448.02	2	U	303	Coimbra	5	2	174764.67	359905.72	3	U	303	Coimbra	15:00	15:10	0:10	1	0	1	Pé		0	0	2					4		2	2	1	338	16.2	900	910	10	1	3	3.26
13643	3	2	174764.67	359905.72	3	U	303	Coimbra	3	1	176879.6238	361089.9338	1	U	338	Coimbra	16:30	16:50	0:20	1	0	12	TC		0	0	2			3	2	4		2	1	1	338	16.2	990	1 010	20	2	3	7.27
13644	1	1	176419.1544	360980.998	1	U	311	Coimbra	4	2	176625.55	359606.84	3	U	315	Coimbra	14:30	14:45	0:15	1	0	12	TC		0	0	1	1	3	3		4			2	1	311	22.4	870	885	15	1	2	5.56
13644	2	2	176625.55	359606.84	3	U	315	Coimbra	3	1	176419.1544	360980.998	1	U	311	Coimbra	17:30	17:45	0:15	1	0	12	TC		0	0	1	1	3	3	2	4		2	2	1	311	22.4	1 050	1 065	15	1	2	5.56
13645	1	1	172498.9821	367476.3754	2	U	353	Coimbra	1	2	176223.45	361388.84	3	U	312	Coimbra	7:00	7:10	0:10	1	0	3	TI	5	0	0						1			1	2	353	70.9	420	430	10	7	2	42.82
13645	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	172498.9821	367476.3754	2	U	353	Coimbra	21:30	21:45	0:15	1	0	3	TI	5	0	0						1			1	2	353	70.9	1 290	1 305	15	7	2	28.55
13646	1	1	177724.2986	355791.6328	2	U	343	Coimbra	9	2	176223.45	361388.84	3	U	312	Coimbra	8:45	9:30	0:45	1	0	12	TC		0	0	2			2		4		2	3	2	343	30.6	525	570	45	6	2	7.73
13646	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	177724.2986	355791.6328	2	U	343	Coimbra	13:00	13:45	0:45	1	0	12	TC		0	0	2			2		4		2	3	2	343	30.6	780	825	45	6	2	7.73
13647	1	1	176777.5107	359255.945	2	U	315	Coimbra	2	2	174955	360377.51	3	U	302	Coimbra	8:20	8:30	0:10	1	0	4	TI		0	0						4		2	1	1	315	27.6	500	510	10	2	2	12.84
13647	2	2	174955	360377.51	3	U	302	Coimbra	3	1	176777.5107	359255.945	2	U	315	Coimbra	19:00	19:10	0:10	1	0	4	TI		0	0						4		2	1	1	315	27.6	1 140	1 150	10	2	2	12.84
13649	1	1	164393.5687	361025.9126	1	U	350	Coimbra	1	2	176625.55	359606.84	3	U	315	Coimbra	9:00	9:10	0:10	1	0	3	TI	5								1			1	2	350	32.2	540	550	10	12	2	73.88
13649	2	2	176625.55	359606.84	3	U	315	Coimbra	3	1	164393.5687	361025.9126	1	U	350	Coimbra	19:00	19:10	0:10	1	0	3	TI	5								1			1	2	350	32.2	1 140	1 150	10	12	2	73.88
13651	1	1	171336.9553	359771.2132	2	U	327	Coimbra	9	2	176463.1	361043.1	3	U	312	Coimbra	8:30	8:40	0:10	1	0	3	TI	1	0	0						4		2	3	2	327	20.7	510	520	10	5	2	31.69
13651	2	2	176463.1	361043.1	3	U	312	Coimbra	3	1	171336.9553	359771.2132	2	U	327	Coimbra	12:15	12:25	0:10	1	0	3	TI	5	0	0						4		2	3	2	327	20.7	735	745	10	5	2	31.69
13653	1	1	175929.3581	368382.4706	2	U	355	Coimbra	2	2	175048.35	360007.08	3	U	301	Coimbra	9:00	9:22	0:22	1	0	3	TI	1	0	0						4		2	1	2	355	25.8	540	562	22	8	2	22.97
13653	2	2	175048.35	360007.08	3	U	301	Coimbra	3	1	175929.3581	368382.4706	2	U	355	Coimbra	17:30	17:55	0:25	1	0	3	TI	5	0	0						4		2	1	2	355	25.8	1 050	1 075	25	8	2	20.21
13654	1	1	175569.4142	362031.3941	2	U	336	Coimbra	6	2	174804.87	360283.1	3	U	302	Coimbra	14:30	14:45	0:15	1	0	3	TI	1	0	0						1			1	2	336	13.1	870	885	15	2	2	7.63
13654	2	2	174804.87	360283.1	3	U	302	Coimbra	3	1	175569.4142	362031.3941	2	U	336	Coimbra	17:00	17:15	0:15	1	0	3	TI	5	0	0						1			1	2	336	13.1	1 020	1 035	15	2	2	7.63
13655	1	1	175616.55	362087.2249	1	U	336	Coimbra	1	2	176522.2	358440.9	3	U	320	Coimbra	8:20	8:30	0:10	1	0	3	TI	1	0	0						1			1	1	336	23.1	500	510	10	4	2	22.54
13655	2	2	176522.2	358440.9	3	U	320	Coimbra	3	1	175616.55	362087.2249	1	U	336	Coimbra	17:00	17:10	0:10	1	0	3	TI	5	0	0						1			1	1	336	23.1	1 020	1 030	10	4	2	22.54
13657	1	1	174250.2156	361462.2535	1	U	331	Coimbra	1	2	174802.68	360144.68	3	U	303	Coimbra	9:00	9:10	0:10	1	0	3	TI	5	0	0						1			1	2	331	28.5	540	550	10	1	2	8.57
13657	2	2	174802.68	360144.68	3	U	303	Coimbra	3	1	174250.2156	361462.2535	1	U	331	Coimbra	18:00	18:10	0:10	1	0	3	TI	5	0	0						1			1	2	331	28.5	1 080	1 090	10	1	2	8.57
13659	1	1	172960.3785	358576.0418	1	U	324	Coimbra	1	2	175982.93	357533.16	3	U	321	Coimbra	8:30	8:45	0:15	1	0	3	TI	5	0	0						1			1	2	324	20.5	510	525	15	3	2	12.79
13659	2	2	175982.93	357533.16	3	U	321	Coimbra	3	1	172960.3785	358576.0418	1	U	324	Coimbra	18:30	18:48	0:18	1	0	3	TI	5	0	0						1			1	2	324	20.5	1 110	1 128	18	3	2	10.66
13660	1	1	175338.3357	369086.2024	2	U	355	Coimbra	1	2	173965.67	363149.07	3	U	333	Coimbra	8:00	8:10	0:10	1	0	3	TI	3	0	0						4		2	1	2	355	26.4	480	490	10	6	2	36.56
13660	2	2	173965.67	363149.07	3	U	333	Coimbra	3	1	175338.3357	369086.2024	2	U	355	Coimbra	18:00	18:10	0:10	1	0	3	TI	5	0	0						4		2	1	2	355	26.4	1 080	1 090	10	6	2	36.56
13661	1	1	175780.7529	358770.0421	2	U	316	Coimbra	1	2	176613.32	358680.52	2	U	320	Coimbra	14:30	14:40	0:10	1	0	1	Pé		0	0	1	7	8			1			2	1	316	29.4	870	880	10	1	2	5.02
13661	2	2	176613.32	358680.52	2	U	320	Coimbra	3	1	175780.7529	358770.0421	2	U	316	Coimbra	18:30	18:40	0:10	1	0	1	Pé		0	0	1	7	8			1			2	1	316	29.4	1 110	1 120	10	1	2	5.02
13662	1	1	168677.433	359149.8927	2	U	347	Coimbra	1	2	174576.57	364915.82	3	U	335	Coimbra	7:15	7:27	0:12	1	0	3	TI	5	0	0						4		2	1	2	347	18.2	435	447	12	8	2	41.24
13662	2	2	174576.57	364915.82	3	U	335	Coimbra	3	1	168677.433	359149.8927	2	U	347	Coimbra	16:00	16:12	0:12	1	0	3	TI	1	0	0						4		2	1	2	347	18.2	960	972	12	8	2	41.24
13665	1	1	172664.1987	358798.7302	2	U	325	Coimbra	9	2	173617.78	359314.97	3	U	323	Coimbra	8:40	8:45	0:05	1	0	4	TI	1	0	0						4			2	2	325	15.7	520	525	5	1	2	13.01
13665	2	2	173617.78	359314.97	3	U	323	Coimbra	3	1	172664.1987	358798.7302	2	U	325	Coimbra	13:00	13:05	0:05	1	0	4	TI	5	0	0						4		2	2	2	325	15.7	780	785	5	1	2	13.01
13667	1	1	177034.3868	358794.049	1	U	318	Coimbra	8	2	176625.55	359606.84	3	U	315	Coimbra	12:00	12:25	0:25	1	0	3	TI	5	0	0						4		2	1	1	318	11.6	720	745	25	1	2	2.18
13667	2	2	176625.55	359606.84	3	U	315	Coimbra	3	1	177034.3868	358794.049	1	U	318	Coimbra	13:30	14:55	1:25	1	0	3	TI	5	0	0						4		2	1	1	318	11.6	810	895	85	1	2	0.64
13668	1	1	176344.9682	361006.4254	2	U	312	Coimbra	1	2	175262.81	368956.06	2	R	355	Coimbra	7:40	8:00	0:20	2	1	15	TC		0	0	2			3	1	1			2	1	312	14.3	460	480	20	8	2	24.07
13668	2	2	175262.81	368956.06	2	R	355	Coimbra	3	1	176344.9682	361006.4254	2	U	312	Coimbra	18:00	18:20	0:20	2	1	12	TC		0	0	2			3	1	1			2	1	312	14.3	1 080	1 100	20	8	2	24.07
13669	1	1	176031.4337	359356.9209	2	U	317	Coimbra	4	2	176538.11	358390.54	3	U	320	Coimbra	10:30	10:45	0:15	1	0	4	TI		0	0						4			1	1	317	29.9	630	645	15	1	2	4.36
13669	2	2	176538.11	358390.54	3	U	320	Coimbra	3	1	176031.4337	359356.9209	2	U	317	Coimbra	12:40	13:00	0:20	1	0	4	TI		0	0						4			1	1	317	29.9	760	780	20	1	2	3.27
13676	1	1	176209.7066	359052.1361	2	U	318	Coimbra	2	2	176188.62	360340.13	3	U	314	Coimbra	8:20	8:30	0:10	1	0	4	TI		0	0						4		2	1	1	318	30.7	500	510	10	1	2	7.73
13676	2	2	176188.62	360340.13	3	U	314	Coimbra	3	1	176209.7066	359052.1361	2	U	318	Coimbra	18:30	18:50	0:20	1	0	4	TI		0	0						4		2	1	1	318	30.7	1 110	1 130	20	1	2	3.86
13677	1	1	176564.6303	360644.7339	2	U	313	Coimbra	1	2	176070.12	360556.07	3	U	308	Coimbra	8:15	8:40	0:25	1	0	4	TI		0	0						4		2	1	1	313	25.4	495	520	25	1	2	1.21
13677	2	2	176070.12	360556.07	3	U	308	Coimbra	3	1	176564.6303	360644.7339	2	U	313	Coimbra	18:00	18:20	0:20	1	0	4	TI		0	0						4			1	1	313	25.4	1 080	1 100	20	1	2	1.51
13678	1	1	174848.5224	360703.1139	1	U	309	Coimbra	10	2	176654.99	361085.46	3	U	313	Coimbra	7:25	7:35	0:10	1	0	3	TI	1	0	0						1			2	1	309	25	445	455	10	2	3	11.08
13678	2	2	176654.99	361085.46	3	U	313	Coimbra	2	2	176625.55	359606.84	3	U	315	Coimbra	8:45	8:55	0:10	1	0	3	TI	1	0	0						1			2	1	309	25	525	535	10	1	3	8.87
13678	3	2	176625.55	359606.84	3	U	315	Coimbra	3	1	174848.5224	360703.1139	1	U	309	Coimbra	10:30	10:40	0:10	1	0	3	TI	5	0	0						1			2	1	309	25	630	640	10	2	3	12.53
13679	1	1	176693.971	359951.4928	1	U	314	Coimbra	4	2	176538.11	358390.54	3	U	320	Coimbra	15:30	15:40	0:10	1	0	3	TI	5	0	0						1			3	2	314	17.6	930	940	10	2	2	9.41
13679	2	2	176538.11	358390.54	3	U	320	Coimbra	3	1	176693.971	359951.4928	1	U	314	Coimbra	18:00	18:10	0:10	1	0	3	TI	5	0	0						1			3	2	314	17.6	1 080	1 090	10	2	2	9.41
13680	1	1	177101.9646	360242.8409	1	U	339	Coimbra	1	2	174839.24	360706.77	2	U	309	Coimbra	8:30	8:50	0:20	1	0	12	TC		0	0	2			2		1			1	1	339	35.7	510	530	20	2	2	6.93
13680	2	2	174839.24	360706.77	2	U	309	Coimbra	3	1	177101.9646	360242.8409	1	U	339	Coimbra	16:00	16:15	0:15	1	0	12	TC		0	0	2			2		1			1	1	339	35.7	960	975	15	2	2	9.24
13682	2	2	172247.42	358647.27	3	U	326	Coimbra	3	1	171616.5054	357859.3732	2	U	326	Coimbra	23:30	23:35	0:05	1	0	4	TI	5	0	0						4		2	1	2	326	16.7	1 410	1 415	5	1	1	12.11
13684	1	1	176655.7118	361363.4063	1	U	312	Coimbra	1	2	179070.51	358717.22	3	R	360	Coimbra	8:30	8:40	0:10	1	0	3	TI	1	0	0						1			1	1	312	9.4	510	520	10	4	2	21.49
13684	2	2	179070.51	358717.22	3	R	360	Coimbra	3	1	176655.7118	361363.4063	1	U	312	Coimbra	16:30	16:40	0:10	1	0	3	TI	5	0	0						1			1	1	312	9.4	990	1 000	10	4	2	21.49
13685	1	1	177319.8849	367325.5796	1	U	357	Coimbra	4	2	174571.96	360513.19	3	U	303	Coimbra	8:30	8:45	0:15	1	0	3	TI	3	0	0						1			3	2	357	21.7	510	525	15	7	2	29.38
13685	2	2	174571.96	360513.19	3	U	303	Coimbra	3	1	177319.8849	367325.5796	1	U	357	Coimbra	11:00	11:15	0:15	1	0	3	TI	5	0	0						1			3	2	357	21.7	660	675	15	7	2	29.38
13686	1	1	177301.9357	360310.4312	1	U	339	Coimbra	10	2	174535.15	360673.76	3	U	303	Coimbra	8:50	9:00	0:10	1	0	12	TC		0	0	2			3	1	1			2	1	339	31.8	530	540	10	3	2	16.74
13686	2	2	174535.15	360673.76	3	U	303	Coimbra	3	1	177301.9357	360310.4312	1	U	339	Coimbra	10:30	10:40	0:10	1	0	12	TC		0	0	2			3	1	1			2	1	339	31.8	630	640	10	3	2	16.74
13687	1	1	169488.7892	359245.6373	2	U	347	Coimbra	9	2	172247.42	358647.27	3	U	326	Coimbra	8:30	8:40	0:10	1	0	4	TI		0	0						4		2	2	2	347	16.5	510	520	10	3	2	16.94
13687	2	2	172247.42	358647.27	3	U	326	Coimbra	3	1	169488.7892	359245.6373	2	U	347	Coimbra	10:00	10:10	0:10	1	0	4	TI		0	0						4		2	3	2	347	16.5	600	610	10	3	2	16.94
13688	1	1	176265.9298	360719.0936	2	U	311	Coimbra	10	2	174525.05	360321.47	2	U	303	Coimbra	11:00	11:15	0:15	1	0	12	TC		0	0	1	7	5	2		1			3	1	311	15.9	660	675	15	2	2	7.14
13688	2	2	174525.05	360321.47	2	U	303	Coimbra	3	1	176265.9298	360719.0936	2	U	311	Coimbra	12:00	12:15	0:15	1	0	12	TC		0	0	2			2		1			3	1	311	15.9	720	735	15	2	2	7.14
13689	1	1	176079.5849	359816.5359	1	U	315	Coimbra	1	2	174910.08	360222.75	3	U	301	Coimbra	8:00	8:10	0:10	1	0	3	TI	5	0	0						1			1	2	315	30.7	480	490	10	1	2	7.43
13689	2	2	174910.08	360222.75	3	U	301	Coimbra	3	1	176079.5849	359816.5359	1	U	315	Coimbra	16:00	16:10	0:10	1	0	3	TI	5	0	0						1			1	2	315	30.7	960	970	10	1	2	7.43
13690	1	1	175872.1338	360463.7661	1	U	308	Coimbra	12	2	174535.15	360673.76	3	U	303	Coimbra	10:15	10:25	0:10	1	0	12	TC		0	0	1	3	7	2		1			2	1	308	21.3	615	625	10	1	2	8.12
13690	2	2	174535.15	360673.76	3	U	303	Coimbra	3	1	175872.1338	360463.7661	1	U	308	Coimbra	11:15	11:27	0:12	1	0	12	TC		0	0	1	3	7	2		1			2	1	308	21.3	675	687	12	1	2	6.77
13692	1	1	171657.3894	357974.8221	2	U	326	Coimbra	1	2	172167.71	360064.07	1	U	328	Coimbra	8:30	8:35	0:05	1	0	3	TI	1	0	0						1			1	2	326	13.7	510	515	5	2	2	25.81
13692	2	2	172167.71	360064.07	1	U	328	Coimbra	3	1	171657.3894	357974.8221	2	U	326	Coimbra	18:00	18:05	0:05	1	0	3	TI	5	0	0						1			1	2	326	13.7	1 080	1 085	5	2	2	25.81
13693	1	1	175746.4158	358467.3918	1	U	316	Coimbra	1	2	174478.84	360412.89	3	U	303	Coimbra	15:00	15:20	0:20	1	0	12	TC		0	0	1	5		3	1	1			1	1	316	28.7	900	920	20	2	2	6.97
13693	2	2	174478.84	360412.89	3	U	303	Coimbra	3	1	175746.4158	358467.3918	1	U	316	Coimbra	22:30	22:50	0:20	1	0	4	TI		0	0						4		2	1	1	316	28.7	1 350	1 370	20	2	2	6.97
13694	1	1	171244.7576	360048.6032	2	U	329	Coimbra	1	2	173910.27	359415.67	5	U	307	Coimbra	8:30	8:45	0:15	1	0	3	TI	1	0	0						1			1	2	329	50	510	525	15	3	2	10.96
13694	2	2	173910.27	359415.67	5	U	307	Coimbra	3	1	171244.7576	360048.6032	2	U	329	Coimbra	19:00	19:20	0:20	1	0	3	TI	5	0	0						1			1	2	329	50	1 140	1 160	20	3	2	8.22
13697	1	1	179208.0754	361073.2367	2	U	359	Coimbra	9	2	176223.45	361388.84	3	U	312	Coimbra	10:00	10:15	0:15	1	0	4	TI		0	0						4		2	3	2	359	16.8	600	615	15	3	2	12.01
13697	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	179208.0754	361073.2367	2	U	359	Coimbra	11:30	11:50	0:20	1	0	4	TI		0	0						4		2	3	2	359	16.8	690	710	20	3	2	9
13700	1	1	173350.6445	369808.6147	2	R	355	Coimbra	8	2	174688.74	360151.34	3	U	303	Coimbra	12:30	12:45	0:15	1	0	4	TI		0	0						4		2	3	2	355	31	750	765	15	10	2	39
13700	2	2	174688.74	360151.34	3	U	303	Coimbra	3	1	173350.6445	369808.6147	2	R	355	Coimbra	15:45	16:00	0:15	1	0	4	TI		0	0						4		2	3	2	355	31	945	960	15	10	2	39
13701	1	1	175376.5726	360633.2666	2	U	308	Coimbra	4	2	174851.42	360348.77	3	U	302	Coimbra	8:30	8:40	0:10	1	0	12	TC		0	0	2			2		1			2	1	308	21.3	510	520	10	1	2	3.58
13701	2	2	174851.42	360348.77	3	U	302	Coimbra	3	1	175376.5726	360633.2666	2	U	308	Coimbra	10:30	10:40	0:10	1	0	12	TC		0	0	2			2		1			2	1	308	21.3	630	640	10	1	2	3.58
13702	1	1	175057.2097	370906.1769	2	U	355	Coimbra	1	2	173561.55	360431.34	3	U	307	Coimbra	9:10	9:25	0:15	1	0	3	TI	1	0	0						1			1	2	355	29.5	550	565	15	11	2	42.32
13702	2	2	173561.55	360431.34	3	U	307	Coimbra	3	1	175057.2097	370906.1769	2	U	355	Coimbra	19:25	19:45	0:20	1	0	3	TI	5	0	0						1			1	2	355	29.5	1 165	1 185	20	11	2	31.74
13707	1	1	173782.6222	358252.3307	2	U	324	Coimbra	1	2	172469.64	360324.62	3	U	328	Coimbra	8:00	8:05	0:05	1	0	3	TI	1	0	0						1			1	1	324	13.1	480	485	5	2	2	29.44
