Inq	Viagem	P1-Iniciou a viagem em casa	Origem_X	Origem_Y	Origem_Georef	Origem_Tipo	Origem_Zona	Origem_Conc	P3-Motivo da viagem	P4-Viagem terminou em casa	Destino_X	Destino_Y	Destino_Georef	Destino_Tipo	Destino_Zona	Destino_Conc	Hora de Inicio	Hora de Fim	Duração	P6-Mudou alguma vez de modo de transporte	P6_Vezes que mudou de modo de transporte	P9-Modo de transporte utilizado para chegar ao destino	Modo de transporte agregado	P10-Local de estacionamento	P11_a-Preço pago pelo estacionamento (base diária)	P11_b-Preço pago pelo estacionamento (base mensal)	P12-Automóvel disponível	P13_a-Primeira Razão da escolha do modo a pé / TC	P13_b-segunda Razão da escolha do modo a pé / TC	P.14-Título de transporte	P.14a-Tipo de passe	Classifica Companhia	P15_a-Fez a viagem sempre acompanhado	P15_b-Fez algum desvio ao seu percurso por ir acompanhado	P15_c_Frequencia_Viagem	Tipo de inquérito	Zona_Residencia	Coef_Exp	Hora de Inicio	Hora de Fim	Duração	Distancia	Viagens	Velocidades
4633	2	2	172469.64	360324.62	3	U	328	Coimbra	3	1	172453.6167	359106.547	1	U	326	Coimbra	22:30	22:35	0:05	1	0	4	TI	98	0	0						4		2	2	1	326	16.7	1 350	1 355	5	1	2	14.62
4641	1	1	175854.9453	359574.0949	1	U	314	Coimbra	10	2	176133.48	360578.99	4	U	311	Coimbra	13:00	13:10	0:10	1	0	3	TI	1	0	0						1			2	1	314	17.6	780	790	10	1	2	6.26
4641	2	2	176133.48	360578.99	4	U	311	Coimbra	3	1	175854.9453	359574.0949	1	U	314	Coimbra	15:00	15:10	0:10	1	0	3	TI	5	0	0						1			2	1	314	17.6	900	910	10	1	2	6.26
4644	1	1	175874.8409	359587.3587	1	U	314	Coimbra	1	2	172247.42	358647.27	3	U	326	Coimbra	8:00	8:10	0:10	1	0	3	TI	5	0	0						1			1	1	314	15.9	480	490	10	4	2	22.48
4644	2	2	172247.42	358647.27	3	U	326	Coimbra	3	1	175874.8409	359587.3587	1	U	314	Coimbra	17:00	17:10	0:10	1	0	3	TI	5	0	0						1			1	1	314	15.9	1 020	1 030	10	4	2	22.48
4645	1	1	171234.6622	360035.6567	2	R	329	Coimbra	1	2	172232.51	359956.13	4	U	328	Coimbra	8:00	8:10	0:10	1	0	3	TI	5	0	0						1			1	1	329	49.3	480	490	10	1	2	6.01
4645	2	2	172232.51	359956.13	4	U	328	Coimbra	3	1	171234.6622	360035.6567	2	R	329	Coimbra	18:00	18:10	0:10	1	0	3	TI	5	0	0						1			1	1	329	49.3	1 080	1 090	10	1	2	6.01
4653	1	1	175732.3972	359507.1948	1	U	314	Coimbra	2	2	175041.73	359890.56	3	U	301	Coimbra	8:00	8:10	0:10	1	0	1	Pé		0	0	2					1			1	1	314	23	480	490	10	1	2	4.74
4653	2	2	175041.73	359890.56	3	U	301	Coimbra	3	1	175732.3972	359507.1948	1	U	314	Coimbra	17:00	17:10	0:10	1	0	1	Pé		0	0	2					1			1	1	314	23	1 020	1 030	10	1	2	4.74
4658	1	1	175943.6468	359629.637	1	U	314	Coimbra	4	2	173859.47	358895.19	3	U	323	Coimbra	11:00	11:15	0:15	1	0	3	TI	3	0	0						3		2	2	1	314	20.8	660	675	15	2	2	8.84
4658	2	2	173859.47	358895.19	3	U	323	Coimbra	3	1	175943.6468	359629.637	1	U	314	Coimbra	12:30	12:45	0:15	1	0	3	TI	5	0	0						3		2	2	1	314	20.8	750	765	15	2	2	8.84
4673	1	1	176684.9852	359605.6895	1	U	315	Coimbra	4	2	173561.55	360431.34	3	U	307	Coimbra	14:00	14:10	0:10	1	0	4	TI	3	0	0						3		2	2	1	315	19	840	850	10	3	2	19.38
4673	2	2	173561.55	360431.34	3	U	307	Coimbra	3	1	176684.9852	359605.6895	1	U	315	Coimbra	18:00	18:10	0:10	1	0	4	TI	5	0	0						3		2	2	1	315	19	1 080	1 090	10	3	2	19.38
4675	2	2	172247.42	358647.27	3	U	326	Coimbra	4	2	173561.55	360431.34	3	U	307	Coimbra	17:00	17:15	0:15	1	0	3	TI	5	0	0						1			3	1	35	27.3	1 020	1 035	15	2	3	8.86
4683	1	1	176620.771	359626.1203	1	U	315	Coimbra	2	2	175041.73	359890.56	3	U	301	Coimbra	7:30	7:45	0:15	1	0	14	TC		0	0	2			3		1			1	1	315	27.6	450	465	15	2	2	6.4
4683	2	2	175041.73	359890.56	3	U	301	Coimbra	3	1	176620.771	359626.1203	1	U	315	Coimbra	16:00	16:15	0:15	1	0	14	TC		0	0	2			3		1			1	1	315	27.6	960	975	15	2	2	6.4
4690	1	1	176766.4012	359641.1785	1	U	315	Coimbra	1	2	176515.11	358285.78	3	U	322	Coimbra	8:00	8:20	0:20	1	0	1	Pé		0	0	1	8	7			1			1	1	315	30.4	480	500	20	1	2	4.14
4690	2	2	176515.11	358285.78	3	U	322	Coimbra	3	1	176766.4012	359641.1785	1	U	315	Coimbra	17:30	17:50	0:20	1	0	1	Pé		0	0	1	8	7			1			1	1	315	30.4	1 050	1 070	20	1	2	4.14
4704	1	1	176864.0234	359616.0334	1	U	315	Coimbra	10	2	174804.26	360168.23	3	U	303	Coimbra	14:00	14:30	0:30	1	0	12	TC		0	0	1	1	5	1		3		2	3	1	315	30.4	840	870	30	2	2	4.26
4704	2	2	174804.26	360168.23	3	U	303	Coimbra	3	1	176864.0234	359616.0334	1	U	315	Coimbra	16:30	17:00	0:30	1	0	12	TC		0	0	1	1	5	1		3		2	3	1	315	30.4	990	1 020	30	2	2	4.26
4705	1	1	176025.9403	358293.8114	3	U	322	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	14:00	14:15	0:15	1	0	12	TC		0	0	2			3	3	1			1	3	322	14.4	840	855	15	2	4	6.2
4705	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	176025.9403	358293.8114	3	U	322	Coimbra	23:30	23:40	0:10	1	0	12	TC		0	0	2			3	3	1			1	3	322	14.4	1 410	1 420	10	2	4	9.3
4705	3	1	176025.9403	358293.8114	3	U	322	Coimbra	5	2	175608.29	360134.09	3	U	302	Coimbra	23:50	0:00	0:10	1	0	4	TI	1	0	0						4		2	2	3	322	14.4	1 430	1 440	10	2	4	11.32
4705	4	2	175608.29	360134.09	3	U	302	Coimbra	3	1	176025.9403	358293.8114	3	U	322	Coimbra	5:00	5:10	0:10	1	0	4	TI	98	0	0						4		2	2	3	322	14.4	300	310	10	2	4	11.32
4707	1	1	174452.1782	358686.4807	5	U	306	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	8:10	8:25	0:15	1	0	3	TI	3	0	0						1			1	3	306	15.6	490	505	15	2	2	9.68
4707	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	174452.1782	358686.4807	5	U	306	Coimbra	14:00	14:15	0:15	1	0	3	TI	5	0	0						1			1	3	306	15.6	840	855	15	2	2	9.68
4713	1	1	176586.8686	359098.4058	1	U	318	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	10:00	10:10	0:10	1	0	1	Pé		0	0	2					1			1	3	318	15.6	600	610	10	1	4	3.73
4713	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	176586.8686	359098.4058	1	U	318	Coimbra	12:30	12:40	0:10	1	0	1	Pé		0	0	2					1			1	3	318	15.6	750	760	10	1	4	3.73
4714	1	1	176676.2913	359948.2272	1	U	314	Coimbra	2	2	173701.1	364884.88	3	U	334	Coimbra	8:00	8:15	0:15	1	0	4	TI	1	0	0						3		2	1	1	314	20.9	480	495	15	6	2	23.06
4714	2	2	173701.1	364884.88	3	U	334	Coimbra	3	1	176676.2913	359948.2272	1	U	314	Coimbra	16:00	16:15	0:15	1	0	4	TI	5	0	0						3		2	1	1	314	20.9	960	975	15	6	2	23.06
4715	1	1	177375.9767	359138.0699	2	U	340	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	8:30	8:45	0:15	1	0	1	Pé		0	0	2					1			1	3	340	14.4	510	525	15	1	4	3.74
4715	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	177375.9767	359138.0699	2	U	340	Coimbra	13:30	13:45	0:15	1	0	1	Pé		0	0	2					1			1	3	340	14.4	810	825	15	1	4	3.74
4715	3	1	177375.9767	359138.0699	2	U	340	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	14:15	14:30	0:15	1	0	1	Pé		0	0	2					1			1	3	340	14.4	855	870	15	1	4	3.74
4715	4	2	176640.63	359716.97	3	U	315	Coimbra	3	1	177375.9767	359138.0699	2	U	340	Coimbra	19:30	19:45	0:15	1	0	1	Pé		0	0	2					1			1	3	340	14.4	1 170	1 185	15	1	4	3.74
4718	1	1	175457.1209	360890.1658	2	U	310	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	8:00	8:15	0:15	1	0	1	Pé		0	0	2					1			1	3	310	14.4	480	495	15	2	2	6.67
4718	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	175457.1209	360890.1658	2	U	310	Coimbra	18:00	18:15	0:15	1	0	1	Pé		0	0	2					1			1	3	310	14.4	1 080	1 095	15	2	2	6.67
4719	1	1	176726.5989	359938.7372	1	U	315	Coimbra	1	2	176522.2	358440.9	3	U	320	Coimbra	8:00	8:20	0:20	1	0	3	TI	3	0	0						1			1	1	315	37.5	480	500	20	2	2	4.54
4719	2	2	176522.2	358440.9	3	U	320	Coimbra	3	1	176726.5989	359938.7372	1	U	315	Coimbra	18:00	18:20	0:20	1	0	3	TI	5	0	0						1			1	1	315	37.5	1 080	1 100	20	2	2	4.54
4723	1	1	176822.0258	360771.5485	2	U	313	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	14:00	14:10	0:10	1	0	12	TC		0	0	2			2		4		2	1	3	313	14.4	840	850	10	1	2	6.42
4723	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	176822.0258	360771.5485	2	U	313	Coimbra	19:10	19:20	0:10	1	0	12	TC		0	0	2			2		4		2	1	3	313	14.4	1 150	1 160	10	1	2	6.42
4724	1	1	176432.3871	359985.6305	1	U	314	Coimbra	2	2	175041.73	359890.56	3	U	301	Coimbra	13:00	13:15	0:15	1	0	1	Pé		0	0	1	7	8			3		2	1	1	314	25.4	780	795	15	1	2	5.58
4724	2	2	175041.73	359890.56	3	U	301	Coimbra	3	1	176432.3871	359985.6305	1	U	314	Coimbra	19:00	19:15	0:15	1	0	1	Pé		0	0	1	7	8			3		1	1	1	314	25.4	1 140	1 155	15	1	2	5.58
4726	1	1	177505.4071	360173.5134	2	U	340	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	10:00	10:05	0:05	1	0	3	TI	5	0	0						1			1	3	340	14.4	600	605	5	1	3	11.73
4726	3	2	176852.15	359775.49	3	U	315	Coimbra	3	1	177505.4071	360173.5134	2	U	340	Coimbra	23:30	23:40	0:10	1	0	3	TI	1	0	0						1			1	3	340	14.4	1 410	1 420	10	1	3	4.59
4729	1	1	177434.98	360206.4947	2	U	338	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	8:00	8:10	0:10	1	0	12	TC		0	0	2			3	3	1			1	3	338	15.6	480	490	10	1	4	5.6
4729	2	2	176640.63	359716.97	3	U	315	Coimbra	8	2	175608.29	360134.09	3	U	302	Coimbra	11:30	11:40	0:10	1	0	12	TC		0	0	2			3	3	1			2	3	338	15.6	690	700	10	1	4	6.68
4729	3	2	175608.29	360134.09	3	U	302	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	12:40	13:00	0:20	1	0	1	Pé		0	0	2					4		2	2	3	338	15.6	760	780	20	1	4	3.34
4729	4	2	176640.63	359716.97	3	U	315	Coimbra	3	1	177434.98	360206.4947	2	U	338	Coimbra	18:00	18:10	0:10	1	0	12	TC		0	0	2			3	3	1			1	3	338	15.6	1 080	1 090	10	1	4	5.6
4792	1	1	176755.2207	358894.4909	1	U	318	Coimbra	2	2	176692.5	359803.51	3	U	315	Coimbra	13:20	13:30	0:10	1	0	1	Pé		0	0	2					1			1	1	318	33.8	800	810	10	1	2	5.47
4792	2	2	176692.5	359803.51	3	U	315	Coimbra	3	1	176755.2207	358894.4909	1	U	318	Coimbra	18:35	18:45	0:10	1	0	1	Pé		0	0	2					1			1	1	318	33.8	1 115	1 125	10	1	2	5.47
4803	1	1	164871.6641	361657.0625	2	U	350	Coimbra	2	2	175317.43	360130.74	3	U	301	Coimbra	8:30	8:50	0:20	1	0	4	TI	1	0	0						4		2	1	1	350	34.5	510	530	20	11	2	31.67
4803	2	2	175317.43	360130.74	3	U	301	Coimbra	3	1	164871.6641	361657.0625	2	U	350	Coimbra	14:00	14:25	0:25	1	0	12	TC		0	0	1	3	6	3	3	1			1	1	350	34.5	840	865	25	11	2	25.34
4827	1	1	174361.154	360865.4307	1	U	303	Coimbra	2	2	176091.87	360567.27	3	U	308	Coimbra	13:30	13:35	0:05	1	0	4	TI	98	0	0						4		2	1	1	303	19	810	815	5	2	2	21.07
4827	2	2	176091.87	360567.27	3	U	308	Coimbra	3	1	174361.154	360865.4307	1	U	303	Coimbra	18:30	19:00	0:30	1	0	1	Pé		0	0	1	7	8			4		2	1	1	303	19	1 110	1 140	30	2	2	3.51
4835	1	1	171732.9141	360915.7813	2	U	328	Coimbra	9	2	175502.48	359477.53	3	U	301	Coimbra	10:30	10:50	0:20	1	0	3	TI	5	0	0						1			3	1	328	12.9	630	650	20	4	4	12.1
4835	2	2	175502.48	359477.53	3	U	301	Coimbra	3	1	171732.9141	360915.7813	2	U	328	Coimbra	13:15	13:30	0:15	1	0	3	TI	1	0	0						1			3	1	328	12.9	795	810	15	4	4	16.14
4835	3	1	171732.9141	360915.7813	2	U	328	Coimbra	2	2	172867.83	360616.04	3	U	328	Coimbra	14:05	14:10	0:05	1	0	3	TI	5	0	0						1			1	1	328	12.9	845	850	5	1	4	14.09
4835	4	2	172867.83	360616.04	3	U	328	Coimbra	3	1	171732.9141	360915.7813	2	U	328	Coimbra	16:34	16:39	0:05	1	0	3	TI	1	0	0						1			1	1	328	12.9	994	999	5	1	4	14.09
4840	1	1	174826.4541	357939.016	2	U	306	Coimbra	1	2	172469.64	360324.62	1	U	328	Coimbra	8:30	8:50	0:20	1	0	3	TI	1	0	0						4		2	1	1	306	15	510	530	20	3	2	10.06
4840	2	2	172469.64	360324.62	1	U	328	Coimbra	3	1	174826.4541	357939.016	2	U	306	Coimbra	19:00	19:15	0:15	1	0	3	TI	1	0	0						4		2	1	1	306	15	1 140	1 155	15	3	2	13.41
4860	1	1	173058.8538	358994.9627	2	U	325	Coimbra	1	2	172247.42	358647.27	3	U	326	Coimbra	7:30	7:50	0:20	1	0	4	TI	98	0	0						4		2	1	1	325	15.7	450	470	20	1	3	2.65
4860	2	2	172247.42	358647.27	3	U	326	Coimbra	10	2	172232.51	359956.13	6	U	328	Coimbra	15:00	15:30	0:30	1	0	1	Pé		0	0	2					1			2	1	325	15.7	900	930	30	1	3	2.62
4860	3	2	172232.51	359956.13	6	U	328	Coimbra	3	1	173058.8538	358994.9627	2	U	325	Coimbra	16:30	17:00	0:30	1	0	1	Pé		0	0	2					1			2	1	325	15.7	990	1 020	30	1	3	2.54
4869	1	1	170393.1909	359775.0111	2	R	329	Coimbra	4	2	173561.55	360431.34	3	U	307	Coimbra	10:00	10:15	0:15	1	0	12	TC		0	0	2			3	2	1			2	1	329	46.7	600	615	15	3	2	12.94
4869	2	2	173561.55	360431.34	3	U	307	Coimbra	3	1	170393.1909	359775.0111	2	R	329	Coimbra	12:30	12:50	0:20	1	0	12	TC		0	0	2			3	2	1			2	1	329	46.7	750	770	20	3	2	9.71
4877	1	1	167835.929	363731.1284	2	U	352	Coimbra	11	2	173902.73	361639.3	3	U	330	Coimbra	10:30	10:45	0:15	1	0	3	TI	5	0	0						1			4	1	352	42.2	630	645	15	6	4	25.67
4877	2	2	173902.73	361639.3	3	U	330	Coimbra	2	2	172481.24	360478.01	3	U	328	Coimbra	12:00	12:15	0:15	1	0	3	TI	3	0	0						1			1	1	352	42.2	720	735	15	2	4	7.34
4877	3	2	172481.24	360478.01	3	U	328	Coimbra	10	2	163992.75	361360.11	6	U	350	Coimbra	19:00	19:20	0:20	1	0	3	TI	1	0	0						1			2	1	352	42.2	1 140	1 160	20	9	4	25.6
4877	4	2	163992.75	361360.11	6	U	350	Coimbra	3	1	167835.929	363731.1284	2	U	352	Coimbra	23:30	23:40	0:10	1	0	3	TI	5	0	0						1			2	1	352	42.2	1 410	1 420	10	5	4	27.09
4900	1	1	176272.8308	358942.1154	1	U	318	Coimbra	1	2	173644.11	361361.2	3	R	330	Coimbra	8:30	8:45	0:15	1	0	3	TI	3	0	0						1			1	1	318	27.9	510	525	15	4	2	14.29
4900	2	2	173644.11	361361.2	3	R	330	Coimbra	3	1	176272.8308	358942.1154	1	U	318	Coimbra	17:00	17:15	0:15	1	0	3	TI	5	0	0						1			1	1	318	27.9	1 020	1 035	15	4	2	14.29
4953	1	1	174654.2573	360265.9821	2	U	303	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	9:00	9:10	0:10	1	0	12	TC		0	0	2			2		1			1	3	303	14.4	540	550	10	2	2	12.37
4953	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	174654.2573	360265.9821	2	U	303	Coimbra	18:00	18:10	0:10	1	0	12	TC		0	0	2			2		4		2	1	3	303	14.4	1 080	1 090	10	2	2	12.37
4957	1	1	174654.2573	360265.9821	2	U	303	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	8:00	8:15	0:15	1	0	12	TC		0	0	2			2		1			1	3	303	15.6	480	495	15	2	2	8.24
4957	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	174654.2573	360265.9821	2	U	303	Coimbra	18:00	18:15	0:15	1	0	12	TC		0	0	2			2		1			1	3	303	15.6	1 080	1 095	15	2	2	8.24
4958	1	1	173856.8011	359002.2277	2	U	323	Coimbra	2	2	172481.24	360478.01	3	U	328	Coimbra	12:30	12:35	0:05	1	0	3	TI	3	0	0						3		2	1	3	323	41.6	750	755	5	2	2	24.21
4958	2	2	172481.24	360478.01	3	U	328	Coimbra	3	1	173856.8011	359002.2277	2	U	323	Coimbra	22:00	22:05	0:05	1	0	3	TI	1	0	0						3		2	1	3	323	41.6	1 320	1 325	5	2	2	24.21
4959	1	1	175142.8014	360526.6449	2	U	308	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	14:00	14:06	0:06	1	0	4	TI	1	0	0						4		2	1	3	308	14.4	840	846	6	2	2	17.03
4959	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	175142.8014	360526.6449	2	U	308	Coimbra	18:00	18:10	0:10	1	0	12	TC		0	0	2			2		1			1	3	308	14.4	1 080	1 090	10	2	2	10.22
4961	1	1	175634.0021	364565.1583	5	U	335	Coimbra	2	2	172481.24	360478.01	3	U	328	Coimbra	10:00	10:20	0:20	1	0	3	TI	3	0	0						1			1	3	335	41.6	600	620	20	5	2	15.49
4961	2	2	172481.24	360478.01	3	U	328	Coimbra	3	1	175634.0021	364565.1583	5	U	335	Coimbra	22:00	22:20	0:20	1	0	3	TI	1	0	0						1			1	3	335	41.6	1 320	1 340	20	5	2	15.49
4962	1	1	176919.388	359738.0732	2	U	315	Coimbra	4	2	174802.68	360144.68	3	U	303	Coimbra	14:00	14:40	0:40	1	0	12	TC		0	0	2			2		4		2	3	3	315	14.4	840	880	40	2	2	3.23
4962	2	2	174802.68	360144.68	3	U	303	Coimbra	3	1	176919.388	359738.0732	2	U	315	Coimbra	16:00	16:50	0:50	1	0	12	TC		0	0	2			2		1			3	3	315	14.4	960	1 010	50	2	2	2.59
4966	1	1	174587.9916	361240.0828	5	U	309	Coimbra	2	2	175056.58	359935.83	3	U	301	Coimbra	12:00	12:05	0:05	1	0	3	TI	1	0	0						1			1	1	309	25.4	720	725	5	1	7	16.63
4966	2	2	175056.58	359935.83	3	U	301	Coimbra	6	2	176625.55	359606.84	3	U	315	Coimbra	16:30	16:35	0:05	1	0	3	TI	3	0	0						1			3	1	309	25.4	990	995	5	2	7	19.24
4966	3	2	176625.55	359606.84	3	U	315	Coimbra	2	2	175056.58	359935.83	3	U	301	Coimbra	17:15	17:30	0:15	1	0	3	TI	1	0	0						1			2	1	309	25.4	1 035	1 050	15	2	7	6.41
4966	4	2	175056.58	359935.83	3	U	301	Coimbra	3	1	174587.9916	361240.0828	5	U	309	Coimbra	20:10	20:15	0:05	1	0	3	TI	1	0	0						4		2	1	1	309	25.4	1 210	1 215	5	1	7	16.63
4966	5	1	174587.9916	361240.0828	5	U	309	Coimbra	1	2	175503.91	360058.33	3	U	301	Coimbra	21:30	21:35	0:05	1	0	3	TI	1	0	0						1			2	1	309	25.4	1 290	1 295	5	1	7	17.94
4966	6	2	175503.91	360058.33	3	U	301	Coimbra	6	2	175723.09	360627.59	2	U	308	Coimbra	23:30	23:35	0:05	1	0	3	TI	1	0	0						1			3	1	309	25.4	1 410	1 415	5	1	7	7.32
4966	7	2	175723.09	360627.59	2	U	308	Coimbra	3	1	174587.9916	361240.0828	5	U	309	Coimbra	1:00	1:05	0:05	1	0	3	TI	5	0	0						1			1	1	309	25.4	60	65	5	1	7	15.48
4968	1	1	177551.7813	358399.9688	2	U	341	Coimbra	2	2	176211.98	358303.14	3	U	322	Coimbra	9:30	9:40	0:10	1	0	3	TI	3	0	0						1			1	3	341	27.1	570	580	10	1	2	8.06
4968	2	2	176211.98	358303.14	3	U	322	Coimbra	3	1	177551.7813	358399.9688	2	U	341	Coimbra	18:30	18:40	0:10	1	0	3	TI	5	0	0						1			1	3	341	27.1	1 110	1 120	10	1	2	8.06
4969	1	1	172307.9725	359102.8255	1	U	326	Coimbra	7	2	174406.02	363667.51	3	U	332	Coimbra	17:30	17:45	0:15	1	0	3	TI	1	0	0						2		2	2	1	326	24	1 050	1 065	15	5	2	20.1
4969	2	2	174406.02	363667.51	3	U	332	Coimbra	3	1	172307.9725	359102.8255	1	U	326	Coimbra	19:10	19:25	0:15	1	0	3	TI	5	0	0						3		2	2	1	326	24	1 150	1 165	15	5	2	20.1
4976	1	1	177185.6128	359904.5148	2	U	315	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	10:00	10:10	0:10	1	0	1	Pé		0	0	1	3	5			1			1	3	315	14.4	600	610	10	1	2	3.46
4976	2	2	176640.63	359716.97	3	U	315	Coimbra	3	1	177185.6128	359904.5148	2	U	315	Coimbra	12:00	12:10	0:10	1	0	1	Pé		0	0	1	3	5			1			1	3	315	14.4	720	730	10	1	2	3.46
4980	1	1	177621.84	364211.31	4	U	358	Coimbra	7	2	174424.41	360629.71	3	U	303	Coimbra	8:00	8:20	0:20	1	0	3	TI	1	0	0						7		2	1	1	358	26.1	480	500	20	5	6	14.4
4980	2	2	174424.41	360629.71	3	U	303	Coimbra	7	2	171915.24	360820.17	3	U	328	Coimbra	8:25	8:45	0:20	1	0	3	TI	5	0	0						3		2	1	1	358	26.1	505	525	20	3	6	7.55
4980	3	2	171915.24	360820.17	3	U	328	Coimbra	1	2	176265.93	360353.95	3	U	314	Coimbra	9:15	9:45	0:30	1	0	3	TI	5	0	0						1			1	1	358	26.1	555	585	30	4	6	8.75
4980	4	2	176265.93	360353.95	3	U	314	Coimbra	7	2	174424.41	360629.71	3	U	303	Coimbra	17:30	17:50	0:20	1	0	3	TI	1	0	0						1			1	1	358	26.1	1 050	1 070	20	2	6	5.59
4980	5	2	174424.41	360629.71	3	U	303	Coimbra	7	2	171915.24	360820.17	3	U	328	Coimbra	17:55	18:15	0:20	1	0	3	TI	5	0	0						4		2	1	1	358	26.1	1 075	1 095	20	3	6	7.55
4980	6	2	171915.24	360820.17	3	U	328	Coimbra	3	1	177621.84	364211.31	4	U	358	Coimbra	18:30	19:00	0:30	1	0	3	TI	1	0	0						7		2	1	1	358	26.1	1 110	1 140	30	7	6	13.28
4983	1	1	177068.5982	359931.8708	1	U	315	Coimbra	2	2	175004.44	359952.02	3	U	301	Coimbra	13:30	13:50	0:20	1	0	3	TI	1	0	0						1			1	1	315	27.6	810	830	20	2	2	6.19
4983	2	2	175004.44	359952.02	3	U	301	Coimbra	3	1	177068.5982	359931.8708	1	U	315	Coimbra	18:00	18:20	0:20	1	0	3	TI	1	0	0						1			1	1	315	27.6	1 080	1 100	20	2	2	6.19
4985	3	1	176010.3894	357612.0199	3	U	321	Coimbra	4	2	173561.55	360431.34	3	U	307	Coimbra	15:00	15:30	0:30	1	0	12	TC		0	0	2			3		3		2	2	3	321	41.6	900	930	30	4	4	7.47
4985	4	2	173561.55	360431.34	3	U	307	Coimbra	3	1	176010.3894	357612.0199	3	U	321	Coimbra	18:00	18:20	0:20	1	0	12	TC		0	0	2			3		3		2	2	3	321	41.6	1 080	1 100	20	4	4	11.2
4989	2	2	176640.63	359716.97	3	U	315	Coimbra	5	2	175608.29	360134.09	3	U	302	Coimbra	20:00	20:15	0:15	1	0	12	TC		0	0	2			2		4		2	2	3	301	14.4	1 200	1 215	15	1	3	4.45
4989	3	2	175608.29	360134.09	3	U	302	Coimbra	3	1	175478.1499	359133.7014	2	U	301	Coimbra	1:00	1:10	0:10	1	0	4	TI	98	0	0						4		2	2	3	301	14.4	60	70	10	1	3	6.05
4992	1	1	177038.4658	359932.8752	1	U	315	Coimbra	2	2	174647.88	358987.27	3	U	306	Coimbra	9:00	9:30	0:30	1	0	12	TC		0	0	2			3	3	1			1	1	315	27.6	540	570	30	3	4	5.14
4992	2	2	174647.88	358987.27	3	U	306	Coimbra	11	2	173561.55	360431.34	2	U	307	Coimbra	13:30	14:30	1:00	1	0	12	TC		0	0	2			3	3	4		2	3	1	315	27.6	810	870	60	2	4	1.81
4992	3	2	173561.55	360431.34	2	U	307	Coimbra	4	2	174538.89	360125.47	3	U	303	Coimbra	17:30	18:30	1:00	1	0	12	TC		0	0	2			3	3	4		2	3	1	315	27.6	1 050	1 110	60	1	4	1.02
4992	4	2	174538.89	360125.47	3	U	303	Coimbra	3	1	177038.4658	359932.8752	1	U	315	Coimbra	19:30	19:50	0:20	1	0	12	TC		0	0	2			3	3	1			2	1	315	27.6	1 170	1 190	20	3	4	7.52
4994	1	1	175038.0443	360268.0419	2	U	302	Coimbra	2	2	174127.6	362433.76	2	U	330	Coimbra	8:45	9:00	0:15	1	0	12	TC		0	0	2			3	3	1			2	3	302	14.4	525	540	15	2	2	9.4
4994	2	2	174127.6	362433.76	2	U	330	Coimbra	3	1	175038.0443	360268.0419	2	U	302	Coimbra	14:30	14:45	0:15	1	0	12	TC		0	0	2			3	3	1			2	3	302	14.4	870	885	15	2	2	9.4
4995	1	1	172169.9947	359799.222	1	U	328	Coimbra	2	2	172481.24	360478.01	3	U	328	Coimbra	8:20	8:30	0:10	1	0	1	Pé		0	0	2					1			1	3	328	41.6	500	510	10	1	2	4.48
4995	2	2	172481.24	360478.01	3	U	328	Coimbra	3	1	172169.9947	359799.222	1	U	328	Coimbra	21:00	21:10	0:10	1	0	1	Pé		0	0	2					1			1	3	328	41.6	1 260	1 270	10	1	2	4.48
4996	1	1	174010.6545	358853.3631	1	U	323	Coimbra	2	2	172481.24	360478.01	3	U	328	Coimbra	8:15	8:30	0:15	1	0	4	TI	3	0	0						3		2	1	3	323	41.6	495	510	15	2	2	8.93
4996	2	2	172481.24	360478.01	3	U	328	Coimbra	3	1	174010.6545	358853.3631	1	U	323	Coimbra	16:30	16:45	0:15	1	0	4	TI	5	0	0						3		2	1	3	323	41.6	990	1 005	15	2	2	8.93
4998	1	1	176272.9681	358831.1385	2	U	318	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	9:00	9:10	0:10	1	0	1	Pé		0	0	2					1			1	3	318	15.6	540	550	10	1	2	5.75
