"route_id","trip_id","service_id"
"6","2724","Sábados"
"6","2723","Sábados"
"6","2722","Sábados"
"6","2721","Sábados"
"6","2720","Sábados"
"7558","7558-1-004-V-SDF-14h10-ParquedeExposic","V-SDF"
"7465","7465-1-003-E-U-13h00-GoisVila","E-U"
"6","2729","Sábados"
"6","2728","Sábados"
"6","2727","Sábados"
"6","2726","Sábados"
"6","2725","Sábados"
"25","1404","Dias Úteis"
"6F","2735","Sábados"
"6F","2734","Sábados"
"25","1403","Dias Úteis"
"25","1402","Dias Úteis"
"6F","2733","Sábados"
"6","2732","Sábados"
"25B","1401","Dias Úteis"
"6","2731","Sábados"
"43","1400","Dias Úteis"
"6","2730","Sábados"
"5501","5501-1-015-A-U-18h05-FigueiradaFozTe","A-U"
"39","1409","Dias Úteis"
"25B","1408","Dias Úteis"
"6F","2739","Sábados"
"6F","2738","Sábados"
"25","1407","Dias Úteis"
"25","1406","Dias Úteis"
"6F","2737","Sábados"
"6F","2736","Sábados"
"25","1405","Dias Úteis"
"5506","5506-1-003-A-U-18h30-FigueiradaFozTe","A-U"
"7435","7435-1-001-E-U-13h30-LorvaoJardim","E-U"
"6","2746","Sábados"
"25","1415","Dias Úteis"
"7515","7515-2-001-E-4-13h45-PenelaCGD","E-4"
"25","1414","Dias Úteis"
"6","2745","Sábados"
"6","2744","Sábados"
"25","1413","Dias Úteis"
"25","1412","Dias Úteis"
"6","2743","Sábados"
"6","2742","Sábados"
"25","1411","Dias Úteis"
"39","1410","Dias Úteis"
"6","2741","Sábados"
"6F","2740","Sábados"
"5063","5063-2-001-E-U-07h10-Picoto","E-U"
"25","1419","Dias Úteis"
"25","1418","Dias Úteis"
"6","2749","Sábados"
"6","2748","Sábados"
"25","1417","Dias Úteis"
"25","1416","Dias Úteis"
"6","2747","Sábados"
"6","2760","Sábados"
"5501","5501-1-006-E-U-08h30-FigueiradaFozTe","E-U"
"7242","7242-2-005-E-U-18h00-TabuaTerminalRo","E-U"
"26","1426","Dias Úteis"
"6","2757","Sábados"
"5166","5166-2-004-E-U-12h30-PraiadaTocha","E-U"
"6","2756","Sábados"
"26","1425","Dias Úteis"
"26","1424","Dias Úteis"
"6","2755","Sábados"
"6","2754","Sábados"
"26A","1423","Dias Úteis"
"25B","1422","Dias Úteis"
"6","2753","Sábados"
"6","2752","Sábados"
"25","1421","Dias Úteis"
"25","1420","Dias Úteis"
"6","2751","Sábados"
"6","2750","Sábados"
"7407","7407-2-004-A-U-16h00-CoimbraRodoviar","A-U"
"26","1429","Dias Úteis"
"26","1428","Dias Úteis"
"6","2759","Sábados"
"6","2758","Sábados"
"26","1427","Dias Úteis"
"7249","7249-1-002-E-4-13h50-AzereJuntadeFre","E-4"
"26","1440","Dias Úteis"
"6","2771","Sábados"
"6","2770","Sábados"
"5001","5001-1-012-A-S-09h00-CondeixaaNovaTe","A-S"
"6","2768","Sábados"
"26","1437","Dias Úteis"
"26","1436","Dias Úteis"
"6","2767","Sábados"
"6","2766","Sábados"
"26","1435","Dias Úteis"
"26","1434","Dias Úteis"
"6","2765","Sábados"
"7442","7442-2-008-A-U-19h15-CoimbraPortagem","A-U"
"6","2764","Sábados"
"26","1433","Dias Úteis"
"26","1432","Dias Úteis"
"6","2763","Sábados"
"6","2762","Sábados"
"26B","1431","Dias Úteis"
"6","2761","Sábados"
"26","1430","Dias Úteis"
"7475","7475-1-001-FE-U-06h55-MirandadoCorvoM","FE-U"
"26","1439","Dias Úteis"
"26","1438","Dias Úteis"
"6","2769","Sábados"
"7486","7486-1-001-FE-U-06h50-Cortes","FE-U"
"5F","2782","Sábados"
"27C","1451","Dias Úteis"
"5F","2781","Sábados"
"27","1450","Dias Úteis"
"5F","2780","Sábados"
"7464","7464-1-002-E-U-08h05-VilaNovadaBarca","E-U"
"26A","1448","Dias Úteis"
"5F","2779","Sábados"
"7472","7472-1-009-A-U-16h35-MirandadoCorvoM","A-U"
"5F","2778","Sábados"
"26","1447","Dias Úteis"
"5F","2777","Sábados"
"26","1446","Dias Úteis"
"5F","2776","Sábados"
"26","1445","Dias Úteis"
"5208","5208-2-009-A-5-13h00-ArganilCamara","A-5"
"5F","2775","Sábados"
"26","1444","Dias Úteis"
"5F","2774","Sábados"
"26","1443","Dias Úteis"
"6","2773","Sábados"
"26","1442","Dias Úteis"
"6","2772","Sábados"
"26","1441","Dias Úteis"
"7444","7444-1-003-E-2356-14h35-SerpinsXN3423","E-2356"
"27B","1449","Dias Úteis"
"27","1462","Dias Úteis"
"5T","2793","Sábados"
"5T","2792","Sábados"
"27","1461","Dias Úteis"
"27C","1460","Dias Úteis"
"5T","2791","Sábados"
"7558","7558-1-002-V-U-14h10-ParquedeExposic","V-U"
"5F","2790","Sábados"
"7464","7464-1-004-E-U-08h36-VilaNovadaBarca","E-U"
"5501","5501-1-005-A-U-08h29-CarapinheiraPar","A-U"
"27","1459","Dias Úteis"
"27C","1458","Dias Úteis"
"5F","2789","Sábados"
"5F","2788","Sábados"
"27","1457","Dias Úteis"
"27","1456","Dias Úteis"
"5F","2787","Sábados"
"5F","2786","Sábados"
"27","1455","Dias Úteis"
"27B","1454","Dias Úteis"
"5F","2785","Sábados"
"5F","2784","Sábados"
"27","1453","Dias Úteis"
"5F","2783","Sábados"
"27","1452","Dias Úteis"
"5213","5213-1-002-E-U-08h30-CojaEB23","E-U"
"5210","5210-2-004-E-2346-06h50-ArganilCamara","E-2346"
"5018","5018-1-009-XJA1-U-19h30-CoimbraRodoviar","XJA1-U"
"7456","7456-2-002-E-U-12h00-PenacovaEB23S","E-U"
"5208","5208-1-012-FE-U-14h55-MoitadaSerra","FE-U"
"7472","7472-2-004-A-U-13h30-CoimbraRodoviar","A-U"
"27","1473","Dias Úteis"
"27","1472","Dias Úteis"
"27","1471","Dias Úteis"
"27C","1470","Dias Úteis"
"27","1469","Dias Úteis"
"5F","2799","Sábados"
"27C","1468","Dias Úteis"
"27","1467","Dias Úteis"
"50T","2798","Sábados"
"27","1466","Dias Úteis"
"50T","2797","Sábados"
"27","1465","Dias Úteis"
"5T","2796","Sábados"
"27","1464","Dias Úteis"
"5T","2795","Sábados"
"5T","2794","Sábados"
"27","1463","Dias Úteis"
"5324","5324-2-001-A-MACOR-11h25-ValedeAcores","A-MACOR"
"27","1484","Dias Úteis"
"27","1483","Dias Úteis"
"5328","5328-2-003-E-2356-18h10-MortaguaCentroE","E-2356"
"27C","1482","Dias Úteis"
"27F","1481","Dias Úteis"
"27FA","1480","Dias Úteis"
"7407","7407-1-004-A-U-18h15-PombalTerminalR","A-U"
"22F","4507","Domingos e Feriados"
"22F","4508","Domingos e Feriados"
"22F","4509","Domingos e Feriados"
"27","1479","Dias Úteis"
"27B","1478","Dias Úteis"
"27F","1477","Dias Úteis"
"27F","1476","Dias Úteis"
"27","1475","Dias Úteis"
"7438","7438-1-001-E-U-07h35-Roxo","E-U"
"27","1474","Dias Úteis"
"22F","4500","Domingos e Feriados"
"22F","4501","Domingos e Feriados"
"22F","4502","Domingos e Feriados"
"7260","7260-2-002-E-U-14h00-TabuaEspacoCULT","E-U"
"22F","4503","Domingos e Feriados"
"22F","4504","Domingos e Feriados"
"22F","4505","Domingos e Feriados"
"22F","4506","Domingos e Feriados"
"7484","7484-2-001-E-U-13h40-MirandadoCorvoE","E-U"
"27","4520","Domingos e Feriados"
"27","1495","Dias Úteis"
"27","1494","Dias Úteis"
"27","1493","Dias Úteis"
"27","1492","Dias Úteis"
"27","1491","Dias Úteis"
"5206","5206-1-003-A-5-13h20-ArganilCamara","A-5"
"27","1490","Dias Úteis"
"7465","7465-2-008-E-U-17h15-VilaNovadePoiar","E-U"
"22F","4518","Domingos e Feriados"
"5522","5522-2-001-E-U-08h20-MontemoroVelhoS","E-U"
"22F","4519","Domingos e Feriados"
"27","1489","Dias Úteis"
"7579","7579-1-004-A-3-14h00-Pena","A-3"
"27","1488","Dias Úteis"
"7431","7431-1-007-A-U-08h15-BrasfemesLargo","A-U"
"27","1487","Dias Úteis"
"27","1486","Dias Úteis"
"27","1485","Dias Úteis"
"22F","4510","Domingos e Feriados"
"22F","4511","Domingos e Feriados"
"7468","7468-2-001-E-U-07h10-Pisao","E-U"
"22F","4512","Domingos e Feriados"
"22F","4513","Domingos e Feriados"
"22F","4514","Domingos e Feriados"
"22F","4515","Domingos e Feriados"
"22F","4516","Domingos e Feriados"
"22F","4517","Domingos e Feriados"
"7401","7401-1-003-E-U-14h05-RabacalIgreja","E-U"
"26","4530","Domingos e Feriados"
"27","4531","Domingos e Feriados"
"24T","3200","Sábados"
"5202","5202-1-008-E-U-18h30-MouradaSerra","E-U"
"5501","5501-2-002-A-U-07h20-CoimbraPortagem","A-U"
"26","4529","Domingos e Feriados"
"5514","5514-1-006-E-U-08h38-PortelaRuaCapel","E-U"
"5041","5041-2-004-E-U-17h45-CoimbraRodoviar","E-U"
"7493","7493-2-001-A-U-07h10-LousaSegurancaS","A-U"
"27","1499","Dias Úteis"
"27","1498","Dias Úteis"
"5018","5018-1-005-E-U-12h15-CoimbraRodoviar","E-U"
"27","1497","Dias Úteis"
"27","1496","Dias Úteis"
"27","4521","Domingos e Feriados"
"26","4522","Domingos e Feriados"
"26","4523","Domingos e Feriados"
"27","4524","Domingos e Feriados"
"5529","5529-1-001-E-U-07h10-CarapinheiraPar","E-U"
"27B","4525","Domingos e Feriados"
"27","4526","Domingos e Feriados"
"27","4527","Domingos e Feriados"
"27","4528","Domingos e Feriados"
"5004","5004-1-004-E-U-16h10-CoimbraRodoviar","E-U"
"26A","4540","Domingos e Feriados"
"21AB","4541","Domingos e Feriados"
"21AC","4542","Domingos e Feriados"
"24T","3211","Sábados"
"24T","3210","Sábados"
"5202","5202-1-001-EQB-5-06h20-Piodao","EQB-5"
"24T","3208","Sábados"
"24T","3207","Sábados"
"24T","3206","Sábados"
"24T","3205","Sábados"
"24T","3204","Sábados"
"24T","3203","Sábados"
"24T","3202","Sábados"
"7","600","Dias Úteis"
"7","601","Dias Úteis"
"24T","3201","Sábados"
"27","4532","Domingos e Feriados"
"7","602","Dias Úteis"
"27","4533","Domingos e Feriados"
"7","603","Dias Úteis"
"27","4534","Domingos e Feriados"
"7","604","Dias Úteis"
"27","4535","Domingos e Feriados"
"7","605","Dias Úteis"
"27","4536","Domingos e Feriados"
"7T","606","Dias Úteis"
"27","4537","Domingos e Feriados"
"7T","607","Dias Úteis"
"27","4538","Domingos e Feriados"
"7T","608","Dias Úteis"
"7T","609","Dias Úteis"
"24T","3209","Sábados"
"26","4539","Domingos e Feriados"
"7459","7459-2-001-E-U-07h25-GranjadoUlmeiro","E-U"
"29","4550","Domingos e Feriados"
"29","4551","Domingos e Feriados"
"29","4552","Domingos e Feriados"
"29","4553","Domingos e Feriados"
"24T","3222","Sábados"
"24T","3221","Sábados"
"24T","3220","Sábados"
"5503","5503-1-006-E-U-12h20-TromelgoX","E-U"
"24TA","3219","Sábados"
"24T","3218","Sábados"
"24T","3217","Sábados"
"24T","3216","Sábados"
"24T","3215","Sábados"
"24T","3214","Sábados"
"7T","610","Dias Úteis"
"7T","611","Dias Úteis"
"24TA","3213","Sábados"
"24T","3212","Sábados"
"7T","612","Dias Úteis"
"7495","7495-1-001-FE-U-07h30-DornelasdoZezer","FE-U"
"7T","613","Dias Úteis"
"26","4543","Domingos e Feriados"
"26","4544","Domingos e Feriados"
"7T","614","Dias Úteis"
"27","4545","Domingos e Feriados"
"7T","615","Dias Úteis"
"27A","4546","Domingos e Feriados"
"7T","616","Dias Úteis"
"7509","7509-2-001-E-2356-14h00-LousaEBn1","E-2356"
"7T","617","Dias Úteis"
"29","4547","Domingos e Feriados"
"29B","4548","Domingos e Feriados"
"7T","618","Dias Úteis"
"7T","619","Dias Úteis"
"29","4549","Domingos e Feriados"
"7485","7485-1-007-A-U-17h15-VilaNovadePoiar","A-U"
"29","4560","Domingos e Feriados"
"29","4561","Domingos e Feriados"
"7402","7402-2-005-A-U-13h40-Mercado","A-U"
"29","4562","Domingos e Feriados"
"29","4563","Domingos e Feriados"
"29","4564","Domingos e Feriados"
"12","3233","Sábados"
"12","3232","Sábados"
"12R","3231","Sábados"
"12","3230","Sábados"
"7477","7477-1-002-E-U-08h35-Podentes","E-U"
"12R","3229","Sábados"
"32R","3228","Sábados"
"32","3227","Sábados"
"32","3226","Sábados"
"7T","620","Dias Úteis"
"32R","3225","Sábados"
"7T","621","Dias Úteis"
"24TB","3224","Sábados"
"7T","622","Dias Úteis"
"7T","623","Dias Úteis"
"24T","3223","Sábados"
"7433","7433-2-002-E-U-14h10-RebordosaOficin","E-U"
"29","4554","Domingos e Feriados"
"7T","624","Dias Úteis"
"7T","625","Dias Úteis"
"29","4555","Domingos e Feriados"
"29B","4556","Domingos e Feriados"
"7T","626","Dias Úteis"
"7T","627","Dias Úteis"
"29","4557","Domingos e Feriados"
"29","4558","Domingos e Feriados"
"7T","628","Dias Úteis"
"7T","629","Dias Úteis"
"29","4559","Domingos e Feriados"
"5501","5501-2-007-E-U-10h00-CoimbraPortagem","E-U"
"7491","7491-2-003-A-MPPS-12h15-PampilhosadaSer","A-MPPS"
"5501","5501-2-026-A-S-15h05-CoimbraPortagem","A-S"
"36FA","4570","Domingos e Feriados"
"37","4571","Domingos e Feriados"
"37","4572","Domingos e Feriados"
"37","4573","Domingos e Feriados"
"36F","4574","Domingos e Feriados"
"36F","4575","Domingos e Feriados"
"21RD","3244","Sábados"
"21B","3243","Sábados"
"21AC","3242","Sábados"
"21AC","3241","Sábados"
"21A","3240","Sábados"
"5213","5213-2-002-E-U-18h00-CojaEB23","E-U"
"21RD","3239","Sábados"
"21RD","3238","Sábados"
"7T","630","Dias Úteis"
"7T","631","Dias Úteis"
"12","3237","Sábados"
"12","3236","Sábados"
"7T","632","Dias Úteis"
"7T","633","Dias Úteis"
"12","3235","Sábados"
"12","3234","Sábados"
"7T","634","Dias Úteis"
"7TC","635","Dias Úteis"
"29","4565","Domingos e Feriados"
"29","4566","Domingos e Feriados"
"7T","636","Dias Úteis"
"7T","637","Dias Úteis"
"29","4567","Domingos e Feriados"
"29","4568","Domingos e Feriados"
"7T","638","Dias Úteis"
"7T","639","Dias Úteis"
"36F","4569","Domingos e Feriados"
"36FA","4580","Domingos e Feriados"
"5514","5514-1-007-A-U-08h40-SaoSilvestreXPo","A-U"
"5208","5208-2-002-FE-5-06h55-ArganilCamara","FE-5"
"37","4581","Domingos e Feriados"
"37","4582","Domingos e Feriados"
"37","4583","Domingos e Feriados"
"36F","4584","Domingos e Feriados"
"36FA","4585","Domingos e Feriados"
"37","4586","Domingos e Feriados"
"21RD","3255","Sábados"
"21AC","3254","Sábados"
"21AA","3253","Sábados"
"21AA","3252","Sábados"
"7495","7495-2-001-FE-U-17h45-PampilhosadaSer","FE-U"
"21A","3251","Sábados"
"21AC","3250","Sábados"
"5166","5166-1-013-JA-DF-13h55-CantanhedeEstac","JA-DF"
"7464","7464-1-001-E-U-07h30-Reveles","E-U"
"7427","7427-1-002-E-U-07h40-Meas","E-U"
"7T","640","Dias Úteis"
"21AC","3249","Sábados"
"7T","641","Dias Úteis"
"12","3248","Sábados"
"7T","642","Dias Úteis"
"12","3247","Sábados"
"7T","643","Dias Úteis"
"5513","5513-2-002-E-U-17h40-FaiscasEB23","E-U"
"12","3246","Sábados"
"7T","644","Dias Úteis"
"12","3245","Sábados"
"7T","645","Dias Úteis"
"37","4576","Domingos e Feriados"
"7T","646","Dias Úteis"
"7T","647","Dias Úteis"
"37","4577","Domingos e Feriados"
"37","4578","Domingos e Feriados"
"7T","648","Dias Úteis"
"7T","649","Dias Úteis"
"36F","4579","Domingos e Feriados"
"36F","4590","Domingos e Feriados"
"50SC","4591","Domingos e Feriados"
"50S","4592","Domingos e Feriados"
"5T","4593","Domingos e Feriados"
"5T","4594","Domingos e Feriados"
"43T","4595","Domingos e Feriados"
"43","4596","Domingos e Feriados"
"43T","4597","Domingos e Feriados"
"21AC","3266","Sábados"
"21B","3265","Sábados"
"21B","3264","Sábados"
"7449","7449-2-003-E-U-18h30-MealhadaEscolas","E-U"
"13","3263","Sábados"
"13","3262","Sábados"
"7407","7407-1-002-E-U-08h40-PombalTerminalR","E-U"
"13","3261","Sábados"
"13","3260","Sábados"
"5503","5503-2-005-E-U-17h30-FigueiradaFozTe","E-U"
"7248","7248-2-002-E-U-18h15-TabuaEspacoCULT","E-U"
"5134","5134-2-006-FE-U-18h00-CantanhedeEstac","FE-U"
"7T","650","Dias Úteis"
"5208","5208-1-016-A-U-18h00-MoitadaSerra","A-U"
"7T","651","Dias Úteis"
"7T","652","Dias Úteis"
"7T","653","Dias Úteis"
"13","3259","Sábados"
"13","3258","Sábados"
"7T","654","Dias Úteis"
"7T","655","Dias Úteis"
"13","3257","Sábados"
"13","3256","Sábados"
"7T","656","Dias Úteis"
"7T","657","Dias Úteis"
"37","4587","Domingos e Feriados"
"37","4588","Domingos e Feriados"
"7T","658","Dias Úteis"
"7T","659","Dias Úteis"
"36FA","4589","Domingos e Feriados"
"5047","5047-2-002-E-U-17h30-TochaEBS","E-U"
"5510","5510-1-002-E-U-08h15-SandelgasX","E-U"
"7418","7418-1-004-E-2356-17h30-AnsiaoEscolas","E-2356"
"7431","7431-1-008-A-U-12h00-MataMaxial","A-U"
"7557","7557-2-004-V-SDF-19h15-CastelodaLousa","V-SDF"
"14","3277","Sábados"
"14","3276","Sábados"
"14","3275","Sábados"
"14","3274","Sábados"
"38F","3273","Sábados"
"7484","7484-1-001-E-U-07h55-MirandadoCorvoM","E-U"
"12","3272","Sábados"
"32","3271","Sábados"
"32","3270","Sábados"
"7T","660","Dias Úteis"
"7T","661","Dias Úteis"
"7T","662","Dias Úteis"
"7403","7403-1-004-E-4-13h45-PenelaEscola","E-4"
"7T","663","Dias Úteis"
"7T","664","Dias Úteis"
"7T","665","Dias Úteis"
"12","3269","Sábados"
"5210","5210-2-001-FE-5-06h01-ArganilCamara","FE-5"
"12","3268","Sábados"
"7T","666","Dias Úteis"
"7T","667","Dias Úteis"
"21RD","3267","Sábados"
"7472","7472-2-006-E-U-16h20-CoimbraRodoviar","E-U"
"7T","668","Dias Úteis"
"43T","4598","Domingos e Feriados"
"7459","7459-1-003-E-U-17h05-SoureEB23","E-U"
"7TC","669","Dias Úteis"
"43","4599","Domingos e Feriados"
"14","3280","Sábados"
"14","3288","Sábados"
"14","3287","Sábados"
"14","3286","Sábados"
"14","3285","Sábados"
"5202","5202-2-004-EQA-5-13h00-ArganilCamara","EQA-5"
"14","3284","Sábados"
"14","3283","Sábados"
"14","3282","Sábados"
"7513","7513-2-001-A-2ou3F-06h00-PampilhosadaSer","A-2ou3F"
"14","3281","Sábados"
"7T","670","Dias Úteis"
"7T","671","Dias Úteis"
"7T","672","Dias Úteis"
"7T","673","Dias Úteis"
"7T","674","Dias Úteis"
"7T","675","Dias Úteis"
"7T","676","Dias Úteis"
"7T","677","Dias Úteis"
"14","3279","Sábados"
"5507","5507-1-004-FE-U-13h10-SantoAmarodaBoi","FE-U"
"14","3278","Sábados"
"7T","678","Dias Úteis"
"7T","679","Dias Úteis"
"5166","5166-2-005-FE-U-13h25-PraiadaTocha","FE-U"
"14","3291","Sábados"
"14","3290","Sábados"
"7431","7431-2-014-E-U-18h10-PenacovaEB23S","E-U"
"14","3299","Sábados"
"14","3298","Sábados"
"14","3297","Sábados"
"14","3296","Sábados"
"7431","7431-1-015-A-S-07h30-PenacovaCamaraM","A-S"
"14","3295","Sábados"
"14","3294","Sábados"
"14","3293","Sábados"
"7T","680","Dias Úteis"
"7485","7485-2-007-A-U-19h30-CoimbraRodoviar","A-U"
"14","3292","Sábados"
"7T","681","Dias Úteis"
"7T","682","Dias Úteis"
"7T","683","Dias Úteis"
"7T","684","Dias Úteis"
"7T","685","Dias Úteis"
"7T","686","Dias Úteis"
"7T","687","Dias Úteis"
"7T","688","Dias Úteis"
"7T","689","Dias Úteis"
"14","3289","Sábados"
"5201","5201-2-003-E-4-13h30-ArganilEB23","E-4"
"5501","5501-1-013-A-U-17h00-MontemoroVelhoN","A-U"
"5502","5502-2-002-A-U-14h15-CoimbraPortagem","A-U"
"5510","5510-2-003-E-U-17h05-SaoSilvestreEB2","E-U"
"7486","7486-1-004-E-4-14h30-LousaEBn1","E-4"
"7249","7249-1-001-E-U-08h00-AzereJuntadeFre","E-U"
"7T","690","Dias Úteis"
"7T","691","Dias Úteis"
"7T","692","Dias Úteis"
"7T","693","Dias Úteis"
"5004","5004-2-002-A-U-12h45-PraiadeMiraExte","A-U"
"7T","694","Dias Úteis"
"7T","695","Dias Úteis"
"7T","696","Dias Úteis"
"7T","697","Dias Úteis"
"7T","698","Dias Úteis"
"7T","699","Dias Úteis"
"5001","5001-1-011-A-S-07h00-CondeixaaNovaTe","A-S"
"7433","7433-2-001-E-U-12h00-PenacovaCamaraM","E-U"
"7406","7406-1-002-A-U-07h05-SoureCorreios","A-U"
"5503","5503-1-003-E-U-07h00-TromelgoX","E-U"
"7442","7442-1-004-E-U-07h55-OuteirodoBotao","E-U"
"5325","5325-1-003-E-U-08h15-PovoadoCebo","E-U"
"7447","7447-2-009-E-U-18h15-MealhadaEPVL","E-U"
"7499","7499-1-001-E-U-07h45-Fajao","E-U"
"5211","5211-2-004-E-U-17h30-ArganilEB1","E-U"
"7526","7526-1-001-A-U-06h30-Hombres","A-U"
"7465","7465-1-004-E-4-13h30-ArganilCamara","E-4"
"7403","7403-1-002-A-U-07h30-EspinhalIgreja","A-U"
"7401","7401-1-002-A-U-08h20-ChaodeCouce","A-U"
"5326","5326-2-003-E-4-17h35-MortaguaCentroE","E-4"
"5501","5501-2-025-A-S-08h30-CoimbraPortagem","A-S"
"7429","7429-2-002-A-U-18h40-CoimbraPortagem","A-U"
"7475","7475-1-007-E-U-18h10-MirandadoCorvoE","E-U"
"7579","7579-1-001-E-U-06h50-GoisVila","E-U"
"7249","7249-1-003-E-U-17h40-AzereJuntadeFre","E-U"
"7578","7578-1-002-FE-3-07h25-CarvalhalX","FE-3"
"5205","5205-2-003-E-5-08h35-CasaldoFradeX","E-5"
"7431","7431-2-021-A-DF-17h30-CoimbraPortagem","A-DF"
"7427","7427-2-003-E-U-17h45-PampilhosadaSer","E-U"
"5034","5034-2-003-E-U-17h40-FaiscasEB23","E-U"
"7465","7465-2-002-A-U-07h15-CoimbraRodoviar","A-U"
"7406","7406-1-012-E-U-18h30-SoureCorreios","E-U"
"5148","5148-2-002-E-U-17h15-TochaEBS","E-U"
"7482","7482-1-001-E-U-09h30-PenelaCGD","E-U"
"7493","7493-2-007-E-U-18h50-LousaSegurancaS","E-U"
"5F","2801","Sábados"
"5F","2800","Sábados"
"5023","5023-1-004-A-DF-13h55-Conimbriga","A-DF"
"7T","2809","Sábados"
"5F","2808","Sábados"
"5F","2807","Sábados"
"5F","2806","Sábados"
"5F","2805","Sábados"
"5F","2804","Sábados"
"5F","2803","Sábados"
"5005","5005-1-002-A-U-17h00-CoimbraRodoviar","A-U"
"5F","2802","Sábados"
"7436","7436-1-011-E-U-18h15-Paradela","E-U"
"7431","7431-1-001-FE-U-06h30-SeixoX","FE-U"
"5208","5208-1-006-E-U-08h30-PontedeMucela","E-U"
"7T","2812","Sábados"
"7T","2811","Sábados"
"7T","2810","Sábados"
"7513","7513-2-002-A-3-12h15-PampilhosadaSer","A-3"
"5012","5012-2-004-E-U-18h30-FigueiradaFozTe","E-U"
"7T","2819","Sábados"
"7T","2818","Sábados"
"7T","2817","Sábados"
"7T","2816","Sábados"
"7T","2815","Sábados"
"7T","2814","Sábados"
"7T","2813","Sábados"
"5525","5525-1-001-E-U-08h10-BrenhaLargo","E-U"
"7465","7465-1-002-E-U-07h30-OlhoMarinho","E-U"
"5501","5501-2-009-A-U-10h50-CoimbraPortagem","A-U"
"7252","7252-1-001-E-U-07h45-CovasCemiterio","E-U"
"7T","2823","Sábados"
"7T","2822","Sábados"
"7T","2821","Sábados"
"7T","2820","Sábados"
"7431","7431-1-010-E-U-13h40-PenacovaEB23S","E-U"
"5210","5210-2-009-FE-5-18h20-ArganilCamara","FE-5"
"5519","5519-2-002-E-U-13h35-MontemoroVelhoS","E-U"
"4","2829","Sábados"
"7TC","2828","Sábados"
"7T","2827","Sábados"
"7T","2826","Sábados"
"7T","2825","Sábados"
"7T","2824","Sábados"
"7464","7464-2-007-E-U-18h20-MontemoroVelhoS","E-U"
"7468","7468-1-002-E-U-13h40-EXPOFACIC","E-U"
"4","2834","Sábados"
"27","1503","Dias Úteis"
"27","1502","Dias Úteis"
"4","2833","Sábados"
"4","2832","Sábados"
"27","1501","Dias Úteis"
"27D","1500","Dias Úteis"
"4","2831","Sábados"
"7447","7447-1-004-E-U-08h35-Travasso","E-U"
"4","2830","Sábados"
"7433","7433-2-005-E-U-18h25-RebordosaOficin","E-U"
"28","1509","Dias Úteis"
"28","1508","Dias Úteis"
"4","2839","Sábados"
"28B","1507","Dias Úteis"
"4","2838","Sábados"
"36","1506","Dias Úteis"
"4","2837","Sábados"
"4","2836","Sábados"
"36","1505","Dias Úteis"
"36","1504","Dias Úteis"
"4","2835","Sábados"
"7440","7440-1-002-A-U-07h00-CoimbraPortagem","A-U"
"7436","7436-2-004-A-U-13h30-CoimbraRodoviar","A-U"
"5009","5009-2-004-E-U-17h30-MiraEscolas","E-U"
"7406","7406-1-008-A-U-15h20-PedrogaodoPrant","A-U"
"28","1514","Dias Úteis"
"4","2845","Sábados"
"28","1513","Dias Úteis"
"4","2844","Sábados"
"28B","1512","Dias Úteis"
"4","2843","Sábados"
"28","1511","Dias Úteis"
"4","2842","Sábados"
"28","1510","Dias Úteis"
"4","2841","Sábados"
"7440","7440-1-003-A-U-13h30-CoimbraPortagem","A-U"
"4","2840","Sábados"
"5166","5166-1-010-JA-S-09h00-CantanhedeEstac","JA-S"
"28","1519","Dias Úteis"
"28","1518","Dias Úteis"
"103","2849","Sábados"
"28","1517","Dias Úteis"
"4","2848","Sábados"
"28","1516","Dias Úteis"
"4","2847","Sábados"
"28","1515","Dias Úteis"
"4","2846","Sábados"
"5166","5166-1-012-JA-DF-09h00-CantanhedeEstac","JA-DF"
"7468","7468-2-004-E-U-12h35-Pisao","E-U"
"7488","7488-1-001-E-U-07h45-PovoaFabrica","E-U"
"28","1525","Dias Úteis"
"4","2856","Sábados"
"28","1524","Dias Úteis"
"4","2855","Sábados"
"28","1523","Dias Úteis"
"103","2854","Sábados"
"28B","1522","Dias Úteis"
"103","2853","Sábados"
"28","1521","Dias Úteis"
"4","2852","Sábados"
"28A","1520","Dias Úteis"
"4","2851","Sábados"
"103","2850","Sábados"
"28","1529","Dias Úteis"
"28","1528","Dias Úteis"
"4","2859","Sábados"
"28","1527","Dias Úteis"
"103","2858","Sábados"
"28","1526","Dias Úteis"
"103","2857","Sábados"
"7","2870","Sábados"
"28B","1536","Dias Úteis"
"4","2867","Sábados"
"7408","7408-2-001-A-36-12h35-CondeixaaNovaTe","A-36"
"28C","1535","Dias Úteis"
"4","2866","Sábados"
"28A","1534","Dias Úteis"
"4","2865","Sábados"
"28","1533","Dias Úteis"
"4","2864","Sábados"
"28B","1532","Dias Úteis"
"4","2863","Sábados"
"28","1531","Dias Úteis"
"4","2862","Sábados"
"28A","1530","Dias Úteis"
"4","2861","Sábados"
"4","2860","Sábados"
"28","1539","Dias Úteis"
"7429","7429-1-002-A-U-07h50-Espinheira","A-U"
"28","1538","Dias Úteis"
"7","2869","Sábados"
"4","2868","Sábados"
"28","1537","Dias Úteis"
"7448","7448-2-003-E-U-18h30-MealhadaEscolas","E-U"
"7","2881","Sábados"
"28B","1550","Dias Úteis"
"7527","7527-1-006-A-U-18h10-MealhadaPracaCh","A-U"
"7","2880","Sábados"
